"Co1";"Co10";"Co2";"Co3";"Co4";"Co5";"Co6";"Co7";"Co8";"Co9";"Sa11";"Sa14";"Sa20";"Sa21";"Sa22";"Sa23";"Sa24";"Sa25";"Sa26";"Sa4";"Sa5";"Sa6";"Sa7";"Sa9"
24.167446;-67.6865825;-12.9507675;-69.33035;-26.4542187;-20.4080075;29.967065;-38.7072678333333;-5.53952749999999;-50.50138855;21.83468075;43.97543075;-5.652399;-28.157025;-15.440699;-28.76052925;-38.9456125;-60.012675;11.80239;-18.385225;-27.3865141666666;-66.3141905;-12.99938;-19.807111
49.8739991666667;76.0412274;-22.44252;-59.4482825;-15.3825105;-13.9623675;28.4578875;-30.07778225;-46.2743556666667;-14.59104875;13.987116;92.1748925;14.59537325;-30.26877875;-10.95531625;-73.35346225;-64.01267325;-19.846185;13.99318375;-38.751985;16.5196155;48.3675102;2.52858749999996;-73.9563615
-33.265;23.7532791666667;11.2284325;-12.8009575;-76.98119;-8.53833;-42.500595;52.40174;-36.5342283333333;12.88606875;-21.3015325;-5.28122000000002;21.99055;-7.38342749999998;-1.41318749999999;13.7274775;-13.40967325;-26.66913;-31.2365475;5.90552750000001;9.16610500000002;47.011135;-12.23397125;-7.83930500000002
38.5013666666667;42.3165;-10.0787349999999;-58.15142125;-5.92463249999997;6.74219500000001;67.2206033333333;21.043185;-26.5792575;-25.320603;2.865925;-41.4607425;-32.9541175;-9.41707249999999;-111.50834;59.74219;0.544015000000002;79.79766;-6.5355175;1.95098916666669;-18.5423775;-0.952987500000006;17.229473175;-0.466297499999996
-11.7173150000001;-40.9770825;-7.55708999999996;-34.560119;-16.30469;30.847965;35.2061725;33.6500975;10.403939;-16.5790885;-8.90300250000001;25.6127875;-8.27434000000002;-11.0981725;21.1634550000001;41.2145975;-7.39082500000001;62.8317575;-35.12581;34.42376;-25.655703;6.29107249999998;-27.63646375;-4.37467749999996
8.55313750000005;0.436753250000002;-23.414616;-27.3694425;-21.119148225;-2.76941166666666;-15.61653;22.93960975;-53.88745625;-12.362474025;7.66999250000001;26.3995025;10.2068775;-13.3176535;-14.89972525;-25.2077265;-81.33330625;5.1018875;-3.50285925;-10.4998825;-15.0877315;65.97282625;-111.7731625;-27.0168865
13.7554;40.7051433333333;-26.4885125;-47.2117125;-38.736794;2.42957625;-57.7259349999999;-87.407305;-21.6692555;-65.92559885;40.05491525;18.6617925;-9.56123715;-11.459845;4.83966950000001;-42.997268;-28.17440825;-26.766785;43.56819875;2.92107250000004;42.0967991666667;-9.180475;-7.2132575;-23.8800555
-11.0557545;24.6614008333333;-2.79747833333329;-52.655749;-43.055322275;4.09117000000001;160.60999575;21.6418891666667;-27.60707;-18.95745325;1.56822999999997;-32.4756625;-52.87846375;-4.91651750000003;47.780902;1.6081375;10.4317175;42.748491;13.9150275;-6.0054025;-10.251555;-46.2478755;-45.00702475;-12.2549325
2.85293749999994;-66.5747;7.98781750000001;-18.9218475;-47.2725005;11.4657641666667;84.57438725;-148.7728675;-31.660744;-87.94827775;52.2771425;-10.9545991666666;-25.11090625;-17.1765075;13.19086325;-47.184366;-9.12314125;27.8834904166667;43.9719675;6.15040499999998;7.48156250000002;37.299266;-43.44101;-30.3213137
-34.1250575;-10.4946675;-22.6001225;-38.929975;-66.18133175;-3.455095;-35.0507275;70.8829075;-32.0801475;-42.8453265;-18.833725;-60.234105;44.31714;-11.636515;3.750755;8.6755225;0.798005000000003;-69.197916;-11.67217725;8.20834500000004;15.068645;46.48971;-60.03092375;30.189785
-22.68433;-20.0628375;7.4815275;-52.39652875;-37.140794;13.6423725;-11.9689666666667;28.5933375;-16.8193441666667;-44.6905115;-46.6234175;-78.2086;67.36747625;-12.582575;-29.91060475;12.8871958333334;-34.80672725;-61.5781640833333;-13.107961;-3.86496;8.3763635;4.67554416666667;2.7339537;10.30710875
-50.798367;17.91156375;-13.5803125;-16.4297225;6.94492075000001;12.73931;-72.316534;-87.004395;5.46964;-49.93262625;-3.7607555;115.608615;80.91042225;-16.01902;-34.7586712833333;-1.70176333333333;-55.86898875;-2.199489;5.69058749999999;-6.341005;21.95638025;41.46032505;31.2934375;-65.46365575
