"m";"condition";"task";"participant";"z";"X";"y"
"oct";"tr";"month";"Co10";50.9534100919654;29.4276940334291;33.9121016270282
"sep";"tr";"month";"Co10";27.7308492477241;34.6733198160914;41.0737693963204
"apr";"hd";"crazy";"Co2";77.556431067965;72.1719944773208;45.0182751903272
"aug";"hd";"crazy";"Co2";40.4505871403618;36.2581918972503;23.798640618768
"dec";"hd";"crazy";"Co2";22.248595461287;37.5732592044434;54.9876842282672
"feb";"hd";"crazy";"Co2";50.8101039820493;39.5194628984458;34.8316580772784
"jan";"hd";"crazy";"Co2";35.1982480624628;51.0706678413138;38.8451165250893
"jul";"hd";"crazy";"Co2";87.3360368538287;35.5477736572888;10.7364342162641
"jun";"hd";"crazy";"Co2";44.8032736899139;33.9959766738799;21.8887247813182
"mar";"hd";"crazy";"Co2";68.617296167463;44.3338791718406;30.4397993203925
"may";"hd";"crazy";"Co2";30.22554107594;91.4388957244149;44.0617420477319
"nov";"hd";"crazy";"Co2";49.7686313521546;61.2598451952975;22.8275477618112
"oct";"hd";"crazy";"Co2";31.489416211377;41.476493049279;43.2328918086978
"sep";"hd";"crazy";"Co2";51.4003891035856;39.3532338845093;44.5040451895294
"apr";"str";"crazy";"Co2";57.604253315185;21.8057245177481;8.06760889171578
"aug";"str";"crazy";"Co2";90.9083787850896;60.6053127489037;27.8069119639172
"dec";"str";"crazy";"Co2";33.170016581244;57.6259832790924;21.8285828789096
"feb";"str";"crazy";"Co2";81.0324009270366;52.1653059473468;17.286655075412
"jan";"str";"crazy";"Co2";66.3877498740041;24.3187771935268;36.73386168835
"jul";"str";"crazy";"Co2";49.5;68.5443490592777;28.659670308025
"jun";"str";"crazy";"Co2";79.9937497558403;47.1901509284699;14.3988054169582
"mar";"str";"crazy";"Co2";69.3992074882703;44.3501352506209;4.4895958494947
"may";"str";"crazy";"Co2";30.9125109516088;40.5360959613917;21.6690777491537
"nov";"str";"crazy";"Co2";28.6981416355368;42.3246635679902;19.000691163033
"oct";"str";"crazy";"Co2";33.3166624979154;34.7952089589227;15.2477736258762
"sep";"str";"crazy";"Co2";49.1146617620441;30.8647956245206;28.9154931282526
"apr";"tr";"crazy";"Co2";101.336074524327;30.5420219309528;27.8019751883908
"aug";"tr";"crazy";"Co2";38.617785194562;36.6818820025853;36.3337460110656
"dec";"tr";"crazy";"Co2";60.2771377334171;66.9115810678632;24.1187387455335
"feb";"tr";"crazy";"Co2";37.862690518944;70.6888757362741;31.8019911114188
"jan";"tr";"crazy";"Co2";33.4502117581738;60.7400363395421;42.6232032698047
"jul";"tr";"crazy";"Co2";45.5073254176365;26.4024806128263;17.610585346625
"jun";"tr";"crazy";"Co2";33.170016581244;81.7887880020758;13.574203819285
"mar";"tr";"crazy";"Co2";18.8502873541316;43.9530920479883;17.6498219951446
"may";"tr";"crazy";"Co2";58.9484237844123;37.8799569064957;23.9099848973164
"nov";"tr";"crazy";"Co2";45.8439381670758;46.8586205072723;36.3142929783963
"oct";"tr";"crazy";"Co2";13.2790561913614;56.8720028562713;22.5092591074141
"sep";"tr";"crazy";"Co2";44.0482689784741;48.3397650011323;16.6851105095419
"apr";"hd";"month";"Co2";50.6252572009927;17.5115092705274;16.9976582591238
"aug";"hd";"month";"Co2";20.4185373292669;28.5349817702027;20.847769785559
"dec";"hd";"month";"Co2";26.2599187609812;32.7383118034711;38.7926288180401
"feb";"hd";"month";"Co2";40.6693988153255;39.1798811549368;16.2401903893797
"jan";"hd";"month";"Co2";48.7057491473029;18.2706074165575;14.0318877629942
"jul";"hd";"month";"Co2";25.6953303150592;24.140862844157;34.141302385671
"jun";"hd";"month";"Co2";32.7146756059112;53.0691252437956;98.0310118767485
"mar";"hd";"month";"Co2";23.685438564654;23.1598058482052;71.828222034532
"may";"hd";"month";"Co2";20.822663934601;15.488103569907;2.42736263203502
"nov";"hd";"month";"Co2";44.3574495810268;10.0272006394353;88.912646985074
"oct";"hd";"month";"Co2";22.3215142855497;26.1095904456332;22.5112188196957
"sep";"hd";"month";"Co2";15.3704261489394;26.1935194680305;17.2960540865607
"apr";"str";"month";"Co2";36.5376518128902;29.5877181132474;12.9365133632727
"aug";"str";"month";"Co2";28.5948713350256;11.0337961328851;10.3014476712437
"dec";"str";"month";"Co2";33.4003492995707;14.2341693519424;12.0019332118983
"feb";"str";"month";"Co2";50.7567729470659;7.93944019363307;26.8802283185163
"jan";"str";"month";"Co2";53.9536838408648;14.4653888822689;10.2647156250961
"jul";"str";"month";"Co2";48.5961246740245;18.6291443830901;38.1641474248852
"jun";"str";"month";"Co2";47.8844094321593;19.1646520758096;17.7774749563268
"mar";"str";"month";"Co2";30.0499584026334;7.04800207582283;12.063925149736
"may";"str";"month";"Co2";43.2926090689854;31.5891481887819;30.1116998812892
"nov";"str";"month";"Co2";50.2220071283496;18.8930052908113;9.21803560539338
"oct";"str";"month";"Co2";47.2043430205315;15.7311580855722;21.9855763736152
"sep";"str";"month";"Co2";54.2832079621928;11.9818603373754;19.5946256407284
"apr";"tr";"month";"Co2";36.1420807370024;66.8171583392538;23.3811119277297
"aug";"tr";"month";"Co2";28.7909129182572;19.5804359172652;12.5231022850919
"dec";"tr";"month";"Co2";42.3428467000823;9.78504010020867;14.9002341585994
"feb";"tr";"month";"Co2";19.6362759537885;25.7867657776224;15.3899213168944
"jan";"tr";"month";"Co2";17.2819751957543;25.8697296720529;24.1244432251653
"jul";"tr";"month";"Co2";44.1012093560558;17.5368290298472;22.0164690784755
"jun";"tr";"month";"Co2";20.7424685126915;26.416128756813;41.5007326353684
"mar";"tr";"month";"Co2";62.297003673264;38.8079802068069;6.39913779216388
"may";"tr";"month";"Co2";21.1561653740306;33.4504472756692;26.163360164434
"nov";"tr";"month";"Co2";51.3679536935886;40.9419966900903;16.9038957828117
"oct";"tr";"month";"Co2";26.4748308146939;19.0223757456289;30.3547406499231
"sep";"tr";"month";"Co2";37.4288213368611;23.3437256344346;21.3208011450294
"apr";"hd";"crazy";"Co3";46.0895866763849;16.3091840484229;9.17990113334697
"aug";"hd";"crazy";"Co3";49.4165964024233;22.0838279245953;8.21543812615005
"dec";"hd";"crazy";"Co3";41.4678590396627;36.9008821597311;8.89692518810529
"feb";"hd";"crazy";"Co3";31.8486001785531;37.818297069293;21.6050168825738
"jan";"hd";"crazy";"Co3";63.5052491268766;34.9622549150083;10.31212842724
"jul";"hd";"crazy";"Co3";33.1058907144937;41.3090825667201;10.9825827378183
"jun";"hd";"crazy";"Co3";25.8247297501187;63.8562422892641;13.3068036141852
"mar";"hd";"crazy";"Co3";47.0177271533479;13.0579877977284;17.1000116366637
"may";"hd";"crazy";"Co3";32.2645316098034;33.1140405698912;32.7549316906686
"nov";"hd";"crazy";"Co3";24;29.20201187473;32.1475777333859
"oct";"hd";"crazy";"Co3";45.1617463494641;34.5012221049062;11.9286961544726
"sep";"hd";"crazy";"Co3";46.9494408912396;43.4725987416541;14.1951323285634
"apr";"str";"crazy";"Co3";45.8793708181212;61.8076789778695;9.54983699801903
"aug";"str";"crazy";"Co3";34.3741666565654;57.9806698521363;1.5350659728711
"dec";"str";"crazy";"Co3";36.4920082575167;102.838904446773;38.7554557102033
"feb";"str";"crazy";"Co3";57.250909745319;23.6640787990115;9.86126480547839
"jan";"str";"crazy";"Co3";55.3195263898743;14.4157977300399;21.8919794088115
"jul";"str";"crazy";"Co3";39.2683078321437;76.4081203727544;13.2643750944915
"jun";"str";"crazy";"Co3";30.9232921921325;57.4423876851096;21.2397958965296
"mar";"str";"crazy";"Co3";57.9561615936275;35.5742205948276;10.8459830206929
"may";"str";"crazy";"Co3";26.3881286440197;46.807864008766;9.16264184632496
"nov";"str";"crazy";"Co3";29.9944439299459;57.4921726523652;14.2278057204686
"oct";"str";"crazy";"Co3";65.4242564599196;62.9266480179712;11.4985395354454
"sep";"str";"crazy";"Co3";61.2916525039639;15.7097468693406;20.248787295011
"apr";"tr";"crazy";"Co3";36.6640150556373;41.1303371848375;14.4300229219626
"aug";"tr";"crazy";"Co3";37.5455279183376;41.4804185278487;12.8681328372622
"dec";"tr";"crazy";"Co3";40.4670647976022;39.7835740499225;20.3141609789516
"feb";"tr";"crazy";"Co3";54.9143272137002;63.2842830213529;5.37381674001743
"jan";"tr";"crazy";"Co3";47.5815090134813;48.6637925517062;9.9254985629216
"jul";"tr";"crazy";"Co3";47.5639919827314;44.0531394394164;23.3268545486161
"jun";"tr";"crazy";"Co3";34.9988095035626;61.9722047603178;11.3707633469995
"mar";"tr";"crazy";"Co3";43.8358681142889;38.8912022921049;18.6198217632008
"may";"tr";"crazy";"Co3";49.7418335005858;55.0017579562944;9.38967059922054
"nov";"tr";"crazy";"Co3";55.0355945426836;48.0804241618631;34.5648600078658
"oct";"tr";"crazy";"Co3";99.7910316611668;60.6715438176523;19.348923418956
"sep";"tr";"crazy";"Co3";88.0113629027525;64.1364676511738;15.4080061516589
"apr";"hd";"month";"Co3";19.6468827043885;34.335358438365;27.3937336179365
"aug";"hd";"month";"Co3";51.565492337415;66.2445744000387;32.7680801536642
"dec";"hd";"month";"Co3";26.0176222331455;40.0781084729856;14.978680935871
"feb";"hd";"month";"Co3";49.012753442344;50.7683295300107;20.8656836917693
"jan";"hd";"month";"Co3";68.9540910074715;40.5401637744518;19.5452414012158
"jul";"hd";"month";"Co3";40.2523291251575;29.9726051342522;27.9950388267986
"jun";"hd";"month";"Co3";49.243442879907;48.5885931455498;27.6039788261721
"mar";"hd";"month";"Co3";30.5764070267693;64.1779750161359;31.9419814430169
"may";"hd";"month";"Co3";64.1164305515105;44.713443183512;16.3558681541853
"nov";"hd";"month";"Co3";45.4055796864952;69.6149861959631;9.33110455716256
"oct";"hd";"month";"Co3";86.6501586842171;64.7743522480171;14.1133494609146
"sep";"hd";"month";"Co3";46.6297473007664;63.3274848681841;16.1346492153675
"apr";"str";"month";"Co3";39.7114593033296;33.3510105460079;43.7734412043348
"aug";"str";"month";"Co3";110.501885353448;27.3611551909168;51.1782094309355
"dec";"str";"month";"Co3";86.4036071777871;18.0382727257469;77.9758650215315
"feb";"str";"month";"Co3";128.729690954858;59.2893226357183;24.8449971912987
"jan";"str";"month";"Co3";96.074623774092;33.3126847307303;18.568468935642
"jul";"str";"month";"Co3";122.28757091381;38.5536715401722;46.8561622756499
"jun";"str";"month";"Co3";115.022823822057;35.246234117607;49.5785731616978
"mar";"str";"month";"Co3";88.6754381626239;42.711945634396;31.5997872396705
"may";"str";"month";"Co3";125.598235125605;27.2006702957249;25.8391200025548
"nov";"str";"month";"Co3";103.514894258427;48.1895888608451;36.7171040120236
"oct";"str";"month";"Co3";172.532847114204;30.9701383931737;43.8811584651595
"sep";"str";"month";"Co3";93.5948716543807;65.5361990981539;53.0219402519982
"apr";"tr";"month";"Co3";129.234928199255;52.3442462993654;23.9226424635301
"aug";"tr";"month";"Co3";65.5712081125042;25.718178483815;34.1006422016155
"dec";"tr";"month";"Co3";107.862180582445;25.4134639732183;33.2613415726631
"feb";"tr";"month";"Co3";90.3271830624646;42.630068985135;22.7115492583502
"jan";"tr";"month";"Co3";99.9245548734978;28.9006382114594;27.3116643712343
"jul";"tr";"month";"Co3";109.448618081728;51.264897616168;22.1996854124428
"jun";"tr";"month";"Co3";89.5805038312839;31.005847038806;33.2065490667785
"mar";"tr";"month";"Co3";74.5430524372773;30.1828068047826;24.7675386570096
"may";"tr";"month";"Co3";72.2743615214506;47.8557872319061;28.1071587159511
"nov";"tr";"month";"Co3";56.3471383479232;34.9440492526681;43.8217912422669
"oct";"tr";"month";"Co3";45.0592202921148;43.355319410566;23.2509409451379
"sep";"tr";"month";"Co3";90.9560333347931;52.29439939084;41.9532475459635
"apr";"hd";"crazy";"Co4";26.8374738006393;36.2110356795006;6.65588288366765
"aug";"hd";"crazy";"Co4";63.5734483360257;57.4834220426187;24.6956030670169
"dec";"hd";"crazy";"Co4";43.5076621604364;40.9105377614665;53.5942785673087
"feb";"hd";"crazy";"Co4";24.8260615751539;72.2693149968865;24.0812594023935
"jan";"hd";"crazy";"Co4";21.6717942650503;13.9930851721377;21.4304120937139
"jul";"hd";"crazy";"Co4";64.3188671127428;20.4248318034272;12.893890652292
"jun";"hd";"crazy";"Co4";18.2574185835055;56.9082676364389;20.5317545664245
"mar";"hd";"crazy";"Co4";18.0069431053691;28.208920746647;17.5290798295632
"may";"hd";"crazy";"Co4";37.3318452084365;55.3416815676198;24.7846955282852
"nov";"hd";"crazy";"Co4";36.4725924496738;64.5594029765695;32.3768874980759
"oct";"hd";"crazy";"Co4";30.7828415409191;77.1053707122953;18.2209729942778
"sep";"hd";"crazy";"Co4";36.7559518989782;37.4075111899009;66.0694801722646
"apr";"str";"crazy";"Co4";55.4647034908989;50.9600764391029;28.148293883373
"aug";"str";"crazy";"Co4";59.8797405917338;103.526983729429;26.3581627898037
"dec";"str";"crazy";"Co4";40.4145188432738;47.1375945406123;9.74918949449303
"feb";"str";"crazy";"Co4";32.0312347560939;52.3454092148448;18.3109805860163
"jan";"str";"crazy";"Co4";15.0332963783729;45.2179657138284;35.364514368626
"jul";"str";"crazy";"Co4";31.9100297712177;15.6855637123609;18.2623611931216
"jun";"str";"crazy";"Co4";32.0039060116105;31.8608920239441;43.5615505995546
"mar";"str";"crazy";"Co4";18.5539753152795;58.1724112101028;40.3547980158609
"may";"str";"crazy";"Co4";37.9154761717868;34.860332469965;21.0907057079343
"nov";"str";"crazy";"Co4";47.5569833638202;20.4455612975993;34.6415041928551
"oct";"str";"crazy";"Co4";54.6709856017492;110.267868929108;58.9160529051587
"sep";"str";"crazy";"Co4";60.2439485204392;118.056062037348;74.6229622286796
"apr";"tr";"crazy";"Co4";14.5;81.3553836711913;53.625838646288
"aug";"tr";"crazy";"Co4";28.9482296522603;56.7516110073018;25.5987282876306
"dec";"tr";"crazy";"Co4";24.5679330293237;25.2553775195719;36.1452752899816
"feb";"tr";"crazy";"Co4";30.6960909563417;39.7448503304139;29.866391187569
"jan";"tr";"crazy";"Co4";19.1376592090046;21.7466953962415;15.913833581978
"jul";"tr";"crazy";"Co4";51.5776114220114;24.6377459290055;19.9067001504726
"jun";"tr";"crazy";"Co4";29.1018327028843;13.8168934741087;33.3712140270398
"mar";"tr";"crazy";"Co4";42.7814212012645;44.5459914122581;20.9864697238221
"may";"tr";"crazy";"Co4";42.6848919408261;13.7191491069633;16.6060946016124
"nov";"tr";"crazy";"Co4";23.1714623333675;21.5856063018799;16.9399761798325
"oct";"tr";"crazy";"Co4";28.3196045170126;49.693428255736;73.4379961275283
"sep";"tr";"crazy";"Co4";25.7228821609606;36.1393928815122;52.4951491142152
"apr";"hd";"month";"Co4";25.4345565455084;34.1243007009271;10.0005251649647
"aug";"hd";"month";"Co4";44.9768458950455;48.8452341278498;38.7408278253256
"dec";"hd";"month";"Co4";53.2439354919099;74.7809109829188;73.6631751928171
"feb";"hd";"month";"Co4";68.0049017841116;59.9050745277565;40.8768401357913
"jan";"hd";"month";"Co4";24.3926218353009;43.6491808629463;30.5389602169113
"jul";"hd";"month";"Co4";41.7332800851631;52.2945957960495;32.8143525158178
"jun";"hd";"month";"Co4";26.6755193638912;44.5669227053439;25.2465478400762
"mar";"hd";"month";"Co4";95.8310144646989;26.1831800313272;40.0054596315532
"may";"hd";"month";"Co4";64.9024909640095;36.3819687713483;41.9284014329177
"nov";"hd";"month";"Co4";34.7598906787694;56.8283425083654;31.4619860222019
"oct";"hd";"month";"Co4";29.443448620477;49.7197742828722;18.2067029535187
"sep";"hd";"month";"Co4";59.6294110877063;30.5194252439277;35.9262748110688
"apr";"str";"month";"Co4";40.7052412677614;33.7385325994888;33.1181208474731
"aug";"str";"month";"Co4";38.6910842443062;21.1600421140065;20.2590376406639
"dec";"str";"month";"Co4";27.6706824394822;57.5493664570384;25.700730445991
"feb";"str";"month";"Co4";67.394361781977;26.5768000263442;15.2395148868657
"jan";"str";"month";"Co4";28.8559641437722;38.1545985563517;64.7720799047817
"jul";"str";"month";"Co4";56.9034269618272;59.345186735145;27.7073258412255
"jun";"str";"month";"Co4";28.4546422691741;27.482465602879;5.90822935262071
"mar";"str";"month";"Co4";25.630385612914;40.573832188245;26.2860434431419
"may";"str";"month";"Co4";38.7846619167939;51.9634173329349;21.7434794420125
"nov";"str";"month";"Co4";33.2302572966265;75.0036995919397;56.4775460251803
"oct";"str";"month";"Co4";35.9675779927794;43.6382716064821;36.7651500287244
