"Co1";"Co10";"Co2";"Co3";"Co4";"Co5";"Co6";"Co7";"Co8";"Co9";"Sa11";"Sa14";"Sa20";"Sa21";"Sa22";"Sa23";"Sa24";"Sa25";"Sa26";"Sa4";"Sa5";"Sa6";"Sa7";"Sa9"
15.4611;24.4136375;-416.9268055;-510.8813;-34.7745825;-29.90800425;-91.653005;-157.9342425;-227.915838925;-328.2065655;-15.549265;-134.5208675;-23.6534;-167.44592775;-0.938656250000008;-302.20344975;-137.959072;-198.96822;-40.0114625;-255.9112825;-107.122790083333;-12.251335;-544.02516;-10.2558925
-65.7189325000001;-61.79024375;-384.923038875;-273.678665;-44.788186;-13.22212;0.941299999999956;-291.1460896;-387.395655;-76.8336425;-40.8095075;-73.6590075;4.1996727;-192.17694375;-284.319662;-190.425234166667;-88.5040125;-55.14392075;-9.04849999999999;-393.4965525;-126.3064545;38.4775625;-285.176715;-66.54298525
-14.708685125;3.28011750000002;-371.907172;-45.0642925;-65.080302125;-27.05772;11.4468075;-188.7509315;-265.287437;-277.6226815;-84.495752575;-108.2689675;-6.74563455000001;-150.924165;-303.55198965;-284.7660125;38.541835;-46.954685;-74.7417715;-310.374878;-99.695935;-16.0181045;-447.363131666667;-56.63532
88.8140491666666;-32.36236325;-340.8577399;-375.87025;-116.2680925;-44.55373875;-47.5111541666667;-210.87340175;-249.573888333333;-500.60418;-40.166485;-101.83856375;-40.611915;-179.217478;-68.47591825;-335.43153725;-61.90740185;-105.8442225;-38.00563275;-293.500892;-136.754696333333;5.90900500000001;-535.24196875;-22.151165
-26.6018075;5.33417749999995;-324.84963475;-282.440046416667;-49.5631625;-36.60760525;34.658212;-178.227571;-246.379590125;-387.6748025;-30.5766015;-92.803545875;-18.49897;-155.28923875;-82.410506;-286.5231025;8.4679955;-30.5006658333334;-55.24510475;-316.962072175;-64.6184656;-60.515005;-528.48067675;7.739438825
9.72446500000001;123.686697;-368.27664275;-458.858204325;-52.6657375;-4.56439749999998;-111.32859;-323.7780655;-316.55875375;-71.488146225;-17.57941025;-50.51295625;-12.9221175;-174.7755375;-193.364389;-224.69775575;-45.4529125;10.1199797;41.2032825;-332.40495025;-101.31755;25.812085;-453.0190245;1.54790616666666
10.429115675;10.8871725;-412.415365;-543.83890725;-67.0800075;-17.651034;5.07105349999999;-118.332121;-264.4222675;-173.1474125;-22.092145;-152.8461905;22.3522;-158.0357915;-83.1281925;-233.0294235;-45.733825;-7.57359124999999;33.00185;-290.00033;-78.03537175;-20.411049;-495.9437855;12.4045725
21.5599891666667;45.234555;-428.6691055;-522.4544475;-42.6577375;-22.732529;-7.48765999999998;-222.10269;-302.441042;-366.107545;5.34325750000002;-126.0806925;12.0607175;-163.6643175;11.752455;-344.219936375;-126.794458725;-113.4698875;-43.55430675;-251.4707;-83.0265391;-13.8078;-564.8738275;0.520125000000007
28.540795;-206.2908505;-384.8492075;-495.6646125;-45.4081975;-41.758147;-48.3410125;-91.868815;-283.593018583333;-204.237185;37.11952;-143.9145335;-20.9702525;-177.562441;-11.03952375;-285.6599395;-184.64020375;-127.999578333333;-0.334322500000042;-251.6069725;-119.88559975;-30.8544925;-552.18186;-38.60436
82.21162;-11.411230525;-393.33635325;-149.6085775;-18.5710125;0.560090000000002;-15.1128650000001;-222.8889925;-353.343062766667;-189.9570615;-71.912315;-15.3469;-3.6131625;-168.7493025;-304.75890425;-148.142055;75.995685;-87.4333425;-74.403117;-376.5271425;-98.1976675;-34.40682;-301.556955;-29.079615
-113.168735;-18.386515;-415.8595985;-150.41788;-20.9798225;-25.23766;-65.4544925;-216.02830375;-322.98352;-79.11599575;-82.607155;-29.0145475;-10.3913325;-153.912489;-273.2067525;-104.471511666667;45.17068;-81.9698175;-21.4564996;-374.971105;-101.8324325;74.573325;-258.0873225;-39.14449
NA;-58.674535;-400.131971;-174.3379025;-33.6804575;-33.0292325;9.79829250000012;-201.13726;-310.225976325;-88.610831575;-38.4254725;-44.0510375;-20.685398;-145.9577425;-204.690613333333;-86.44666;-16.2912225;20.55;42.94210775;-339.111945;-91.3672055;-30.5171375;-318.04314;-54.457815
