"Co1";"Co10";"Co2";"Co3";"Co4";"Co5";"Co6";"Co7";"Co8";"Co9";"Sa1";"Sa11";"Sa13";"Sa20";"Sa21";"Sa22";"Sa23";"Sa24";"Sa25";"Sa6";"Sa7";"Sa8";"Sa9"
51.355394375;-3.2610225;64.330907;27.7858075;-28.56906925;127.1791325;148.527129;106.47893;62.4631275;95.9405476666667;-18.75775125;-41.43427075;66.81474975;-139.4178665;10.420855;-38.0715169166667;16.867385;-156.308641;-299.5403085;63.024516575;25.2511516666667;70.24819125;-102.545421
80.1574268333333;-61.49971;3.34395125;44.32666;-55.83291815;107.602555;68.3096375;-1.5117545;59.5637625;81.132747;-133.70160375;-12.63948175;40.42572175;-133.093812;25.178167;-50.536574625;6.53855375000001;-177.7191765;-312.7628145;50.86867575;21.713544;63.09786375;-93.1084883333333
53.65781975;-72.8366605;9.82042833333333;62.84607;4.67163250000002;125.648265;86.5254935;15.72507;64.589245;62.3893225;-78.4365405;-44.1221695;15.0026421666666;-135.85118775;27.4367275;-72.1493775;6.319726;-89.73181515;-455.931288333333;57.51015825;2.281672;41.138159;-43.6862735
182.220307833333;-16.95293;26.682135;48.466035;-45.8914335;130.194865;73.08847125;39.1540025;40.07577;98.6774369166667;-10.0948375;-4.84445725;18.86803225;-172.78140625;32.78695;21.08659425;6.245036;-166.070066;-224.456223916667;65.043799;17.4702516666667;87.7896625;-107.770996
151.379483333333;-32.471279925;50.7210775;49.080805;-78.0974615;141.6334;120.3414785;46.8652575;27.226585;124.4178275;16.734958875;14.649213;41.102542875;-196.82950075;24.2581775;-22.7846485;37.2593085;-124.924551875;-172.804597666667;95.8744475;7.509903;97.104833;-158.2689655
83.8979225;-115.2031125;59.843355;46.12803;29.7729925;128.300555;72.226245;59.10525;68.816715;115.9372575;22.45555;-27.3230125;6.11872249999999;-147.71610675;42.11374;-69.92601;17.4287575;-113.57715425;-507.1601025;67.08267;15.5808086666667;75.465105;-44.86803775
44.743477625;-132.52978175;90.2103125;12.874775;2.3627425;130.962465;42.2882524999999;58.960715;76.2635475;176.8642975;-45.4932825;6.21856749999998;-29.6071426666666;-138.900326;30.3899625;-51.0293425;10.8836895;-68.2883155;-397.083761666667;66.96238;34.212342;68.49500625;-108.97974275
43.06717125;-110.459815;58.274715;73.1579565;-55.81905925;116.1035525;145.57436575;32.9888415;58.42971;2.96794499999999;-71.696093675;-26.9378765;11.0578201;-205.6156675;33.9323015;-1.53476199999999;5.09973875;-214.2477675;-301.02815975;67.9470905;24.3897518666667;100.23346675;-36.997531
50.236535;-190.47328;13.1713375;50.68375;-20.45793;107.74106;15.2327325000001;3.0908225;57.7194275;113.0908825;5.32173333333333;-28.3988375;-26.5293366666667;-221.0099477;21.735255;-77.3697775;-21.2615775;-115.26213325;-503.5196025;74.1739025;-17.6254331666667;61.29131;-63.6835955
57.0443325;-219.672705575;-5.57033999999999;36.836435;-2.41439500000001;105.7191575;-5.90990249999999;-0.63345750000002;72.0477925;75.7707899999999;-22.1280366666666;-38.7412541666667;-22.9200791666667;-209.34213975;7.02871850000002;-78.3201925;-18.14772625;-118.654288;-566.346374166667;49.68212;-7.5964825;69.96681475;-64.96260925
-13.25108;28.4300925;31.1044458333333;26.91270875;-20.643320075;141.8691565;147.2163675;46.3754925;43.4535575;74.170885;-150.59248;-6.52379000000002;42.196216;-133.75633125;31.1514595;17.998375;46.12629;-217.59127125;-36.2420925;32.3997035;16.7466766666667;52.105235;-110.263135
59.4363958333333;124.0066225;60.83673;41.1776575;-38.2887465;140.9756375;221.924255;29.700925;42.9534125;125.725115;-141.29216;8.10892749999999;39.0789325;-181.19553125;49.6499735;60.41603625;63.1416775;-225.641215;156.88915;24.52041025;27.1858116666667;38.5661265;-137.32995025
