"m","z","X","y","outlier","condition","task","type","participant","rounds"
"aug",1732,-132.34789,81.21345,0,"hd","crazy","control","Co1","both"
"may",1894,256.56122,312.47842,0,"hd","crazy","control","Co1","both"
"dec",1732,-24.06323,-400.05167,0,"hd","crazy","control","Co1","both"
"apr",1883,-32.70143,199.47868,0,"hd","crazy","control","Co1","both"
"mar",2003,160.01308,351.33282,0,"hd","crazy","control","Co1","both"
"jan",2127,458.04242,432.1851,0,"hd","crazy","control","Co1","both"
"sep",2208,-540.673,-187.89352,0,"hd","crazy","control","Co1","both"
"feb",2101,36.487366,558.2567,0,"hd","crazy","control","Co1","both"
"jun",2051,28.4952,252.8951,0,"hd","crazy","control","Co1","both"
"feb",1925,0,504.8055,0,"hd","crazy","control","Co1","both"
"nov",1795,324.201,-408.3686,0,"hd","crazy","control","Co1","both"
"apr",1833,-162.34882,206.91513,0,"hd","crazy","control","Co1","both"
"jun",2003,125.22764,344.37576,0,"hd","crazy","control","Co1","both"
"mar",1992,103.783195,377.07895,0,"hd","crazy","control","Co1","both"
"jul",2015,251.95563,115.47959,0,"hd","crazy","control","Co1","both"
"may",2063,222.13011,311.6986,0,"hd","crazy","control","Co1","both"
"aug",1843,-67.21422,-73.61563,0,"hd","crazy","control","Co1","both"
"dec",1824,22.173784,-319.9357,0,"hd","crazy","control","Co1","both"
"dec",1732,-36.094845,-484.27307,0,"hd","crazy","control","Co1","both"
"aug",1915,-176.26295,16.62852,0,"hd","crazy","control","Co1","both"
"jan",2076,439.84906,472.29694,0,"hd","crazy","control","Co1","both"
"jul",2003,246.97665,173.92714,0,"hd","crazy","control","Co1","both"
"feb",2076,21.632002,551.61395,0,"hd","crazy","control","Co1","both"
"nov",1883,379.3367,-474.17084,0,"hd","crazy","control","Co1","both"
"may",1980,264.77222,361.05298,0,"hd","crazy","control","Co1","both"
"sep",2127,-561.47125,-195.77625,0,"hd","crazy","control","Co1","both"
"mar",1958,129.21492,391.0452,0,"hd","crazy","control","Co1","both"
"jun",2003,177.40579,260.8907,0,"hd","crazy","control","Co1","both"
"apr",1883,-170.04741,101.37439,0,"hd","crazy","control","Co1","both"
"oct",1969,-424.01758,-365.88623,0,"hd","crazy","control","Co1","both"
"aug",1786,-58.932034,83.74551,0,"hd","crazy","control","Co1","both"
"feb",2101,80.27223,543.6617,0,"hd","crazy","control","Co1","both"
"nov",1843,355.27518,-444.89413,0,"hd","crazy","control","Co1","both"
"may",1992,269.8363,328.6468,0,"hd","crazy","control","Co1","both"
"sep",2153,-575.8126,-302.86258,0,"hd","crazy","control","Co1","both"
"mar",1947,71.007164,422.66122,0,"hd","crazy","control","Co1","both"
"jul",2027,337.94153,38.72242,0,"hd","crazy","control","Co1","both"
"dec",1777,-21.602362,-354.89658,0,"hd","crazy","control","Co1","both"
"oct",2003,-497.43167,-351.3329,0,"hd","crazy","control","Co1","both"
"jun",1980,199.43877,357.61435,0,"hd","crazy","control","Co1","both"
"jan",2181,409.06833,511.33545,0,"hd","crazy","control","Co1","both"
"apr",1969,-64.97042,160.71628,0,"hd","crazy","control","Co1","both"
"jan",2051,370.438,459.4855,0,"str","crazy","control","Co1","both"
"may",1936,181.55812,312.68335,0,"str","crazy","control","Co1","both"
"mar",1904,-62.825638,386.87372,0,"str","crazy","control","Co1","both"
"sep",1969,-605.2509,-153.87744,0,"str","crazy","control","Co1","both"
"feb",2063,-14.330959,544.57697,0,"str","crazy","control","Co1","both"
"oct",1936,-480.79266,-332.8565,0,"str","crazy","control","Co1","both"
"aug",1833,-50.932972,-66.84958,0,"str","crazy","control","Co1","both"
"nov",1814,289.82886,-343.38422,0,"str","crazy","control","Co1","both"
"jun",1992,-24.21604,335.56564,0,"str","crazy","control","Co1","both"
"dec",1795,37.40782,-408.3686,0,"str","crazy","control","Co1","both"
"jul",2051,249.33322,60.5523,0,"str","crazy","control","Co1","both"
"apr",1915,-109.74862,89.79431,0,"str","crazy","control","Co1","both"
"jul",1873,243.95825,188.661,0,"str","crazy","control","Co1","both"
"jan",1992,359.7818,480.86215,0,"str","crazy","control","Co1","both"
"may",1969,68.38993,311.1742,0,"str","crazy","control","Co1","both"
"dec",1786,27.915226,-347.38892,0,"str","crazy","control","Co1","both"
"aug",1894,-59.206413,16.44617,0,"str","crazy","control","Co1","both"
"jun",1947,128.489,273.88446,0,"str","crazy","control","Co1","both"
"mar",1969,-10.258464,386.40308,0,"str","crazy","control","Co1","both"
"apr",1843,-67.21422,259.2548,0,"str","crazy","control","Co1","both"
"sep",2003,-560.0454,-121.74905,0,"str","crazy","control","Co1","both"
"nov",1873,315.51935,-348.04718,0,"str","crazy","control","Co1","both"
"feb",2127,36.9389,598.41016,0,"str","crazy","control","Co1","both"
"may",2039,403.68127,279.744,0,"str","crazy","control","Co1","both"
"dec",1732,192.50607,-357.94092,0,"str","crazy","control","Co1","both"
"sep",2101,-645.8264,-251.76285,0,"str","crazy","control","Co1","both"
"jun",2003,243.49803,323.50452,0,"str","crazy","control","Co1","both"
"apr",1883,-78.48343,62.132664,0,"str","crazy","control","Co1","both"
"oct",2127,-557.7774,-306.59296,0,"str","crazy","control","Co1","both"
"jan",2076,447.05972,414.61176,0,"str","crazy","control","Co1","both"
"jul",1969,225.68686,92.32637,0,"str","crazy","control","Co1","both"
"mar",1958,40.804745,336.63892,0,"str","crazy","control","Co1","both"
"nov",1894,391.4204,-424.31284,0,"str","crazy","control","Co1","both"
"aug",1883,-94.834145,-35.97159,0,"str","crazy","control","Co1","both"
"dec",1641,54.14757,-424.63068,0,"str","crazy","control","Co1","both"
"mar",1980,82.52645,299.15814,0,"str","crazy","control","Co1","both"
"may",1925,234.01582,247.38812,0,"str","crazy","control","Co1","both"
"jan",2208,460.1472,448.64346,0,"str","crazy","control","Co1","both"
"apr",1992,-96.86429,121.08038,0,"str","crazy","control","Co1","both"
"oct",2076,-501.13947,-349.71606,0,"str","crazy","control","Co1","both"
"aug",1915,-53.21148,-123.05154,0,"str","crazy","control","Co1","both"
"feb",2153,67.30275,575.8126,0,"str","crazy","control","Co1","both"
"jul",2088,377.1207,76.14934,0,"str","crazy","control","Co1","both"
"nov",1936,396.738,-487.51712,0,"str","crazy","control","Co1","both"
"jun",2101,36.487366,372.17108,0,"str","crazy","control","Co1","both"
"dec",1698,85.51698,-339.11896,0,"tr","crazy","control","Co1","both"
"jul",1947,209.64,104.81994,0,"tr","crazy","control","Co1","both"
"mar",1814,-88.20875,292.97913,0,"tr","crazy","control","Co1","both"
"aug",1574,-188.61241,-112.07406,0,"tr","crazy","control","Co1","both"
"apr",1626,-186.37213,104.481316,0,"tr","crazy","control","Co1","both"
"feb",1833,-197.36517,563.4458,0,"tr","crazy","control","Co1","both"
"oct",1634,-513.62604,-195.80223,0,"tr","crazy","control","Co1","both"
"nov",1795,321.0836,-346.02222,0,"tr","crazy","control","Co1","both"
"may",1883,127.53564,362.98587,0,"tr","crazy","control","Co1","both"
"sep",1795,-735.68665,-177.6871,0,"tr","crazy","control","Co1","both"
"jun",1833,-19.099873,359.714,0,"tr","crazy","control","Co1","both"
"apr",1750,-197.54582,197.54582,0,"tr","crazy","control","Co1","both"
"jan",1904,264.52905,433.16635,0,"tr","crazy","control","Co1","both"
"jul",1824,69.68898,152.04858,0,"tr","crazy","control","Co1","both"
"may",1814,148.06474,318.1816,0,"tr","crazy","control","Co1","both"
"aug",1641,-239.38907,-74.09663,0,"tr","crazy","control","Co1","both"
"dec",1596,-8.315139,-374.18228,0,"tr","crazy","control","Co1","both"
"feb",1786,-170.59276,561.4053,0,"tr","crazy","control","Co1","both"
"sep",1603,-676.482,-86.30021,0,"tr","crazy","control","Co1","both"
"jun",1824,3.1677525,338.94174,0,"tr","crazy","control","Co1","both"
"oct",1567,-530.66455,-274.85703,0,"tr","crazy","control","Co1","both"
"mar",1732,-75.19766,375.9883,0,"tr","crazy","control","Co1","both"
"nov",1786,241.93153,-331.88055,0,"tr","crazy","control","Co1","both"
"nov",1824,310.43262,-465.64902,0,"tr","crazy","control","Co1","both"
"mar",1690,70.43925,361.0009,0,"tr","crazy","control","Co1","both"
"apr",1641,-176.69191,185.24153,0,"tr","crazy","control","Co1","both"
"jul",1777,219.11009,40.1187,0,"tr","crazy","control","Co1","both"
"dec",1657,51.7978,-376.9731,0,"tr","crazy","control","Co1","both"
"jun",1795,102.87142,327.31824,0,"tr","crazy","control","Co1","both"
"sep",1706,-589.5879,-103.696396,0,"tr","crazy","control","Co1","both"
"jan",2003,271.32635,413.9466,0,"tr","crazy","control","Co1","both"
"oct",1634,-337.68787,-417.1439,0,"tr","crazy","control","Co1","both"
"feb",1936,-114.31433,581.65826,0,"tr","crazy","control","Co1","both"
"sep",1673,-650.8193,-194.66472,0,"tr","crazy","control","Co1","both"
"apr",1657,2.8777225,250.3561,0,"tr","crazy","control","Co1","both"
"dec",1657,-31.654234,-434.52618,0,"tr","crazy","control","Co1","both"
"may",1814,239.42387,318.1816,0,"tr","crazy","control","Co1","both"
"mar",1673,-29.054432,427.10013,0,"tr","crazy","control","Co1","both"
"jul",1863,262.06827,100.29766,0,"tr","crazy","control","Co1","both"
"jan",1904,238.07619,-122.34472,0,"tr","crazy","control","Co1","both"
"oct",1863,-617.96326,-339.71814,0,"tr","crazy","control","Co1","both"
"aug",1759,-6.109558,-155.7947,0,"tr","crazy","control","Co1","both"
"nov",1715,291.88153,-413.99536,0,"tr","crazy","control","Co1","both"
"feb",2027,-126.72805,580.83685,0,"tr","crazy","control","Co1","both"
"jun",1947,118.345146,199.49606,0,"tr","crazy","control","Co1","both"
"aug",1723,-290.2508,-583.494,0,"hd","month","control","Co1","both"
"may",1681,207.27296,-615.98004,0,"hd","month","control","Co1","both"
"dec",1969,0,591.5729,0,"hd","month","control","Co1","both"
"apr",1915,585.3262,-276.03455,0,"hd","month","control","Co1","both"
"jul",1795,-330.43558,-601.6422,0,"hd","month","control","Co1","both"
"mar",2063,677.13855,132.56148,0,"hd","month","control","Co1","both"
"jan",2076,360.53198,555.21924,0,"hd","month","control","Co1","both"
"feb",1980,378.246,416.07053,0,"hd","month","control","Co1","both"
"jun",1657,-31.654234,-532.3665,0,"hd","month","control","Co1","both"
"nov",2003,-389.5968,493.95312,0,"hd","month","control","Co1","both"
"feb",2039,516.9953,421.38647,0,"hd","month","control","Co1","both"
"nov",1947,-253.59674,449.71158,0,"hd","month","control","Co1","both"
"apr",2039,605.5219,-315.1547,0,"hd","month","control","Co1","both"
"oct",1925,-351.02374,344.33752,0,"hd","month","control","Co1","both"
"jun",1665,-5.7830667,-494.4551,0,"hd","month","control","Co1","both"
"jan",1958,289.03342,554.2641,0,"hd","month","control","Co1","both"
"mar",2088,710.7274,134.1679,0,"hd","month","control","Co1","both"
"jul",1786,-344.28723,-493.16827,0,"hd","month","control","Co1","both"
"may",1795,283.67587,-533.0612,0,"hd","month","control","Co1","both"
"aug",1992,-619.23975,-217.94476,0,"hd","month","control","Co1","both"
"dec",2101,29.189865,616.6365,0,"hd","month","control","Co1","both"
"dec",2003,10.435603,553.0884,0,"hd","month","control","Co1","both"
"aug",1795,-299.26242,-595.4076,0,"hd","month","control","Co1","both"
"jan",2101,357.57617,536.36426,0,"hd","month","control","Co1","both"
"jul",1681,-277.33698,-522.5613,0,"hd","month","control","Co1","both"
"feb",2088,554.8024,417.00836,0,"hd","month","control","Co1","both"
"nov",2015,-328.94202,493.41302,0,"hd","month","control","Co1","both"
"may",1804,225.57217,-592.127,0,"hd","month","control","Co1","both"
"jun",1626,-16.94293,-612.76904,0,"hd","month","control","Co1","both"
"apr",1936,706.0592,-124.40093,0,"hd","month","control","Co1","both"
"oct",1992,-574.26697,280.21463,0,"hd","month","control","Co1","both"
"aug",1936,-534.58765,-426.9977,0,"hd","month","control","Co1","both"
"feb",2063,315.28137,540.9942,0,"hd","month","control","Co1","both"
"nov",1992,-304.4307,432.42996,0,"hd","month","control","Co1","both"
"may",1750,188.42836,-544.01086,0,"hd","month","control","Co1","both"
"mar",2051,634.01874,160.2856,0,"hd","month","control","Co1","both"
"jul",1698,-303.73254,-409.8916,0,"hd","month","control","Co1","both"
"dec",2114,22.027964,576.3962,0,"hd","month","control","Co1","both"
"oct",2039,-375.35272,258.4976,0,"hd","month","control","Co1","both"
"jun",1690,-41.08952,-490.1395,0,"hd","month","control","Co1","both"
"jan",1904,343.88782,466.23245,0,"hd","month","control","Co1","both"
"apr",1883,506.8722,-336.82486,0,"hd","month","control","Co1","both"
"jan",1843,278.4589,476.90076,0,"str","month","control","Co1","both"
"may",1824,342.1094,-484.65506,0,"str","month","control","Co1","both"
"mar",2015,671.8816,73.48703,0,"str","month","control","Co1","both"
"sep",2088,-591.064,32.635406,0,"str","month","control","Co1","both"
"feb",1980,495.15845,412.632,0,"str","month","control","Co1","both"
"oct",1958,-554.2641,329.83813,0,"str","month","control","Co1","both"
"aug",2051,-495.10455,-530.72363,0,"str","month","control","Co1","both"
"nov",1992,-276.7552,560.42926,0,"str","month","control","Co1","both"
"dec",2027,7.0404735,594.9177,0,"str","month","control","Co1","both"
"jul",1863,-456.1928,-417.3679,0,"str","month","control","Co1","both"
"apr",1904,634.86975,-33.066196,0,"str","month","control","Co1","both"
"jul",1804,-269.4334,-617.19055,0,"str","month","control","Co1","both"
"jan",1980,319.78976,519.2285,0,"str","month","control","Co1","both"
"may",1786,229.52486,-555.20197,0,"str","month","control","Co1","both"
"dec",2167,-18.816784,575.7936,0,"str","month","control","Co1","both"
"aug",1804,-263.1675,-592.127,0,"str","month","control","Co1","both"
"jun",1665,-14.457749,-575.4185,0,"str","month","control","Co1","both"
"mar",2101,707.855,83.92091,0,"str","month","control","Co1","both"
"oct",1969,-530.022,331.69116,0,"str","month","control","Co1","both"
"apr",2015,566.90015,-444.4217,0,"str","month","control","Co1","both"
"nov",2051,-206.59036,573.46643,0,"str","month","control","Co1","both"
"feb",2114,587.4101,363.46,0,"str","month","control","Co1","both"
"may",1690,223.05753,-584.0584,0,"str","month","control","Co1","both"
"dec",2101,14.595002,587.4466,0,"str","month","control","Co1","both"
"sep",2051,-477.295,46.3047,0,"str","month","control","Co1","both"
"jun",1665,-8.674627,-506.0213,0,"str","month","control","Co1","both"
"apr",1925,658.5874,-230.67276,0,"str","month","control","Co1","both"
"oct",2027,-594.9177,256.97626,0,"str","month","control","Co1","both"
"jan",2051,341.9428,544.9712,0,"str","month","control","Co1","both"
"jul",1768,-260.98627,-568.02893,0,"str","month","control","Co1","both"
"mar",2140,706.12866,100.34456,0,"str","month","control","Co1","both"
"nov",2051,-192.34276,502.22833,0,"str","month","control","Co1","both"
"aug",1958,-659.6763,-153.01779,0,"str","month","control","Co1","both"
"dec",2114,0,554.3682,0,"str","month","control","Co1","both"
"mar",2167,696.22095,139.24417,0,"str","month","control","Co1","both"
"may",1723,224.42075,-511.67938,0,"str","month","control","Co1","both"
"jan",1992,304.4307,518.916,0,"str","month","control","Co1","both"
"apr",2003,605.2666,-295.67624,0,"str","month","control","Co1","both"
"oct",2088,-507.66238,369.8683,0,"str","month","control","Co1","both"
"aug",1958,-588.268,-329.83817,0,"str","month","control","Co1","both"
"feb",2003,507.8674,417.4252,0,"str","month","control","Co1","both"
"jul",1768,-230.282,-531.18384,0,"str","month","control","Co1","both"
"nov",1958,-272.03146,465.85388,0,"str","month","control","Co1","both"
"jun",1649,-17.18259,-552.7064,0,"str","month","control","Co1","both"
"dec",1853,-128.72173,633.9545,0,"tr","month","control","Co1","both"
"jul",1750,-407.24832,-568.3243,0,"tr","month","control","Co1","both"
"mar",1969,526.60254,147.03831,0,"tr","month","control","Co1","both"
"aug",1768,-482.05695,-525.043,0,"tr","month","control","Co1","both"
"apr",1894,437.4698,-411.15585,0,"tr","month","control","Co1","both"
"feb",1947,398.9922,402.37344,0,"tr","month","control","Co1","both"
"oct",1750,-641.2641,373.81747,0,"tr","month","control","Co1","both"
"nov",1824,-338.9417,605.02686,0,"tr","month","control","Co1","both"
"may",1795,311.73166,-564.2344,0,"tr","month","control","Co1","both"
"jun",1603,-30.622654,-553.9915,0,"tr","month","control","Co1","both"
"apr",1777,475.25278,-299.3475,0,"tr","month","control","Co1","both"
"jan",1992,242.1608,550.05096,0,"tr","month","control","Co1","both"
"jul",1698,-288.98825,-569.13007,0,"tr","month","control","Co1","both"
"may",1690,187.8379,-537.09894,0,"tr","month","control","Co1","both"
"dec",1904,-62.825638,651.40283,0,"tr","month","control","Co1","both"
"feb",1795,215.0949,470.71475,0,"tr","month","control","Co1","both"
"jun",1603,-33.406487,-565.127,0,"tr","month","control","Co1","both"
"oct",1759,-644.562,339.0824,0,"tr","month","control","Co1","both"
"mar",1936,390.01373,36.984016,0,"tr","month","control","Co1","both"
"nov",1925,-357.70987,511.49173,0,"tr","month","control","Co1","both"
"nov",1873,-409.84985,556.2248,0,"tr","month","control","Co1","both"
"aug",1690,-328.71622,-531.229,0,"tr","month","control","Co1","both"
"apr",1915,468.92612,-236.12589,0,"tr","month","control","Co1","both"
"jul",1589,-275.95633,-582.2679,0,"tr","month","control","Co1","both"
"may",1706,162.95143,-559.96045,0,"tr","month","control","Co1","both"
"dec",1915,-156.30864,615.25757,0,"tr","month","control","Co1","both"
"jun",1603,-55.677532,-576.2625,0,"tr","month","control","Co1","both"
"sep",1980,-801.1938,51.57895,0,"tr","month","control","Co1","both"
"oct",1936,-679.16174,342.943,0,"tr","month","control","Co1","both"
"sep",1904,-720.8417,128.95789,0,"tr","month","control","Co1","both"
"apr",1969,506.08548,-153.87744,0,"tr","month","control","Co1","both"
"dec",2051,-67.67615,544.9712,0,"tr","month","control","Co1","both"
"may",1759,238.27411,-485.71277,0,"tr","month","control","Co1","both"
"mar",2063,544.577,146.89244,0,"tr","month","control","Co1","both"
"jul",1492,-259.11066,-448.2615,0,"tr","month","control","Co1","both"
"jan",2027,232.33482,503.3919,0,"tr","month","control","Co1","both"
"oct",1843,-633.73395,323.2683,0,"tr","month","control","Co1","both"
"aug",1804,-689.2482,-297.62994,0,"tr","month","control","Co1","both"
"nov",1883,-320.47403,565.73474,0,"tr","month","control","Co1","both"
"feb",1873,370.8166,204.92491,0,"tr","month","control","Co1","both"
"jun",1574,-21.868086,-538.5022,0,"tr","month","control","Co1","both"
"aug",1883,264.88168,45.781963,0,"hd","crazy","control","Co10","both"
"may",1777,-49.37692,256.14267,0,"hd","crazy","control","Co10","both"
"dec",1873,-146.37495,-230.94716,0,"hd","crazy","control","Co10","both"
"oct",1958,404.64685,-210.82448,0,"hd","crazy","control","Co10","both"
"apr",1883,192.9385,192.93842,0,"hd","crazy","control","Co10","both"
"jul",1873,-156.13326,230.9471,0,"hd","crazy","control","Co10","both"
"mar",1915,276.03445,375.80594,0,"hd","crazy","control","Co10","both"
"jan",1936,87.41693,494.2414,0,"hd","crazy","control","Co10","both"
"sep",1980,471.08823,-24.070227,0,"hd","crazy","control","Co10","both"
"feb",1894,190.77628,457.20526,0,"hd","crazy","control","Co10","both"
"jun",1853,-170.55627,196.3006,0,"hd","crazy","control","Co10","both"
"nov",1715,-163.81108,-92.32992,0,"hd","crazy","control","Co10","both"
"feb",1947,236.69029,449.71158,0,"hd","crazy","control","Co10","both"
"nov",1715,-107.22181,-110.2002,0,"hd","crazy","control","Co10","both"
"apr",1947,304.3161,206.25864,0,"hd","crazy","control","Co10","both"
"oct",1915,369.15463,-242.77742,0,"hd","crazy","control","Co10","both"
"jun",1833,-79.58275,276.94794,0,"hd","crazy","control","Co10","both"
"jan",1947,67.6258,510.57474,0,"hd","crazy","control","Co10","both"
"sep",2051,466.6094,-17.809551,0,"hd","crazy","control","Co10","both"
"mar",1915,206.19446,389.1088,0,"hd","crazy","control","Co10","both"
"jul",1894,-190.77628,148.01605,0,"hd","crazy","control","Co10","both"
"may",1804,-87.72248,234.97095,0,"hd","crazy","control","Co10","both"
"aug",1904,135.57121,-56.212513,0,"hd","crazy","control","Co10","both"
"dec",1947,-172.4458,-273.88455,0,"hd","crazy","control","Co10","both"
"dec",1992,-166.05309,-217.94476,0,"hd","crazy","control","Co10","both"
"aug",1824,142.5456,-72.856705,0,"hd","crazy","control","Co10","both"
"jan",1777,12.344274,398.1013,0,"hd","crazy","control","Co10","both"
"jul",1925,-197.2419,150.4387,0,"hd","crazy","control","Co10","both"
"feb",1925,234.01582,431.25772,0,"hd","crazy","control","Co10","both"
"nov",1750,-234.0158,-118.52751,0,"hd","crazy","control","Co10","both"
"may",1863,-87.35603,216.77245,0,"hd","crazy","control","Co10","both"
"sep",1873,361.0583,-9.758367,0,"hd","crazy","control","Co10","both"
"mar",1853,112.631516,344.33063,0,"hd","crazy","control","Co10","both"
"jun",1894,-161.17307,128.2806,0,"hd","crazy","control","Co10","both"
"apr",1936,198.36906,184.92023,0,"hd","crazy","control","Co10","both"
"aug",1873,123.605484,42.286057,0,"hd","crazy","control","Co10","both"
"feb",1958,149.61736,418.24835,0,"hd","crazy","control","Co10","both"
"nov",1759,-137.46585,-106.91791,0,"hd","crazy","control","Co10","both"
"may",1786,-96.1523,282.25348,0,"hd","crazy","control","Co10","both"
"sep",2039,463.87936,-53.115948,0,"hd","crazy","control","Co10","both"
"mar",1915,179.58875,369.1545,0,"hd","crazy","control","Co10","both"
"jul",1824,-218.5699,117.20414,0,"hd","crazy","control","Co10","both"
"dec",1915,-152.98297,-262.7317,0,"hd","crazy","control","Co10","both"
"oct",1786,400.1176,-232.62659,0,"hd","crazy","control","Co10","both"
"jun",1958,-129.21492,241.42789,0,"hd","crazy","control","Co10","both"
"jan",1915,66.514336,429.01743,0,"hd","crazy","control","Co10","both"
"apr",1980,240.702,85.964966,0,"hd","crazy","control","Co10","both"
"jan",1958,64.60752,513.45935,0,"str","crazy","control","Co10","both"
"may",1824,-186.8931,180.55772,0,"str","crazy","control","Co10","both"
"mar",1894,171.04085,259.85046,0,"str","crazy","control","Co10","both"
"sep",2003,539.1742,-38.26399,0,"str","crazy","control","Co10","both"
"feb",1915,172.93729,409.06314,0,"str","crazy","control","Co10","both"
"oct",1936,390.01373,-238.71526,0,"str","crazy","control","Co10","both"
"aug",1894,88.809685,-36.181725,0,"str","crazy","control","Co10","both"
"nov",1759,-226.05493,-128.30151,0,"str","crazy","control","Co10","both"
"jun",1904,-128.9579,274.44888,0,"str","crazy","control","Co10","both"
"dec",1894,-111.83437,-246.69359,0,"str","crazy","control","Co10","both"
"jul",1833,-175.08205,257.84808,0,"str","crazy","control","Co10","both"
"apr",1925,223.9866,163.81107,0,"str","crazy","control","Co10","both"
"jul",1992,-159.13425,204.1069,0,"str","crazy","control","Co10","both"
"jan",1786,21.71183,480.7614,0,"str","crazy","control","Co10","both"
"may",1824,-218.5699,231.2406,0,"str","crazy","control","Co10","both"
"dec",1958,-129.21492,-261.83038,0,"str","crazy","control","Co10","both"
"aug",1786,124.06747,58.931988,0,"str","crazy","control","Co10","both"
"jun",1925,-113.66482,190.55571,0,"str","crazy","control","Co10","both"
"mar",1833,197.36523,372.44724,0,"str","crazy","control","Co10","both"
"oct",1768,328.53568,-193.4369,0,"str","crazy","control","Co10","both"
"apr",1873,117.10003,256.96933,0,"str","crazy","control","Co10","both"
"sep",1883,470.9007,49.0521,0,"str","crazy","control","Co10","both"
"nov",1814,-226.82253,-135.46347,0,"str","crazy","control","Co10","both"
"feb",1925,213.95738,478.06088,0,"str","crazy","control","Co10","both"
"may",1795,-168.33508,233.7987,0,"str","crazy","control","Co10","both"
"dec",1936,-154.6606,-265.61282,0,"str","crazy","control","Co10","both"
"sep",1814,472.547,-9.450975,0,"str","crazy","control","Co10","both"
"feb",1873,182.15556,426.11374,0,"str","crazy","control","Co10","both"
"jun",1853,-151.248,209.17279,0,"str","crazy","control","Co10","both"
"apr",1843,243.2515,156.83315,0,"str","crazy","control","Co10","both"
"oct",1768,408.36673,-187.29607,0,"str","crazy","control","Co10","both"
"jan",1936,-6.7243347,474.0683,0,"str","crazy","control","Co10","both"
"jul",1853,-157.68411,157.68411,0,"str","crazy","control","Co10","both"
"mar",1894,256.56122,305.89993,0,"str","crazy","control","Co10","both"
"nov",1732,-198.52185,-159.41911,0,"str","crazy","control","Co10","both"
"aug",1853,199.5187,-54.70682,0,"str","crazy","control","Co10","both"
"dec",1992,-197.18803,-273.29584,0,"str","crazy","control","Co10","both"
"sep",1958,476.05505,44.20507,0,"str","crazy","control","Co10","both"
"mar",1863,-210.30165,197.35995,0,"str","crazy","control","Co10","both"
"may",1759,-94.69871,259.65768,0,"str","crazy","control","Co10","both"
"jan",1936,73.96813,474.0683,0,"str","crazy","control","Co10","both"
"apr",1947,216.4026,138.63286,0,"str","crazy","control","Co10","both"
"oct",1768,402.22595,-224.14124,0,"str","crazy","control","Co10","both"
"aug",1894,88.809685,-9.867778,0,"str","crazy","control","Co10","both"
"feb",1969,129.94084,447.95407,0,"str","crazy","control","Co10","both"
"jul",1883,-192.93845,166.77728,0,"str","crazy","control","Co10","both"
"nov",1750,-179.31082,-124.60584,0,"str","crazy","control","Co10","both"
"jun",1915,-56.537144,276.03445,0,"str","crazy","control","Co10","both"
"dec",1814,-103.96031,-192.16916,0,"tr","crazy","control","Co10","both"
"jul",1843,-76.81622,272.0575,0,"tr","crazy","control","Co10","both"
"mar",2051,188.78085,366.876,0,"tr","crazy","control","Co10","both"
"aug",1925,173.84036,-83.57715,0,"tr","crazy","control","Co10","both"
"apr",2051,249.33322,160.2856,0,"tr","crazy","control","Co10","both"
"feb",2063,164.80627,440.6774,0,"tr","crazy","control","Co10","both"
"oct",2223,316.57004,-243.21848,0,"tr","crazy","control","Co10","both"
"jan",1947,60.863194,490.28702,0,"tr","crazy","control","Co10","both"
"nov",1634,36.89025,-150.39886,0,"tr","crazy","control","Co10","both"
"may",1698,17.693228,291.9371,0,"tr","crazy","control","Co10","both"
"sep",2409,464.38303,-54.387196,0,"tr","crazy","control","Co10","both"
"jun",1768,39.915524,310.11307,0,"tr","crazy","control","Co10","both"
"apr",2088,188.56035,271.96194,0,"tr","crazy","control","Co10","both"
"jan",1894,-23.024689,476.94073,0,"tr","crazy","control","Co10","both"
"jul",1843,-182.43854,169.63583,0,"tr","crazy","control","Co10","both"
"may",1795,-115.340675,258.73724,0,"tr","crazy","control","Co10","both"
"aug",2051,195.90468,-46.30475,0,"tr","crazy","control","Co10","both"
"dec",1814,-66.15659,-223.67226,0,"tr","crazy","control","Co10","both"
"feb",2088,203.06503,467.7746,0,"tr","crazy","control","Co10","both"
"sep",2426,320.19974,-71.62372,0,"tr","crazy","control","Co10","both"
"jun",1833,-79.58275,302.41443,0,"tr","crazy","control","Co10","both"
"oct",2266,291.21127,-255.79367,0,"tr","crazy","control","Co10","both"
"mar",2114,190.90833,400.17313,0,"tr","crazy","control","Co10","both"
"nov",1750,33.4309,-221.85925,0,"tr","crazy","control","Co10","both"
"nov",1626,-28.2382,-59.300285,0,"tr","crazy","control","Co10","both"
"mar",2063,261.54022,354.69156,0,"tr","crazy","control","Co10","both"
"aug",1969,212.00882,-37.614475,0,"tr","crazy","control","Co10","both"
"apr",2153,265.47217,145.82266,0,"tr","crazy","control","Co10","both"
"jul",1750,79.0184,203.62415,0,"tr","crazy","control","Co10","both"
"may",1768,205.71861,236.42284,0,"tr","crazy","control","Co10","both"
"dec",1768,-15.352133,-242.56378,0,"tr","crazy","control","Co10","both"
"jun",1883,98.1043,238.72041,0,"tr","crazy","control","Co10","both"
"sep",2359,385.09894,-53.25836,0,"tr","crazy","control","Co10","both"
"jan",1980,182.24577,457.3338,0,"tr","crazy","control","Co10","both"
"oct",2252,359.80957,-301.14505,0,"tr","crazy","control","Co10","both"
"feb",2101,200.68051,426.90213,0,"tr","crazy","control","Co10","both"
"sep",2343,292.96875,-28.4831,0,"tr","crazy","control","Co10","both"
