"m","z","X","y","outlier","condition","task","type","participant","rounds"
"oct",1723,50.868725,188.51341,0,"hd","month","control","Co8","both"
"jun",1833,108.23259,-50.933002,0,"hd","month","control","Co8","both"
"jan",1863,-16.17705,281.48062,0,"hd","month","control","Co8","both"
"sep",1698,-67.82375,97.312325,0,"hd","month","control","Co8","both"
"jul",1723,47.876495,2.992231,0,"hd","month","control","Co8","both"
"aug",1673,46.48716,84.25782,0,"hd","month","control","Co8","both"
"dec",1824,-3.167692,326.271,0,"hd","month","control","Co8","both"
"dec",1750,170.1934,331.26913,0,"hd","month","control","Co8","both"
"aug",1657,212.94664,48.920116,0,"hd","month","control","Co8","both"
"jan",1853,215.60892,363.63885,0,"hd","month","control","Co8","both"
"jul",1690,217.18758,-96.853935,0,"hd","month","control","Co8","both"
"feb",1947,284.0284,348.27283,0,"hd","month","control","Co8","both"
"nov",1681,143.04753,262.74026,0,"hd","month","control","Co8","both"
"may",2088,333.60675,105.15859,0,"hd","month","control","Co8","both"
"sep",1634,147.56111,90.80678,0,"hd","month","control","Co8","both"
"mar",2076,356.92673,234.34578,0,"hd","month","control","Co8","both"
"jun",1804,260.03455,-191.10979,0,"hd","month","control","Co8","both"
"apr",2101,350.2788,288.25018,0,"hd","month","control","Co8","both"
"oct",1665,182.16762,130.1197,0,"hd","month","control","Co8","both"
"aug",1786,46.5253,3.1016393,0,"hd","month","control","Co8","both"
"feb",2051,0,252.8951,0,"hd","month","control","Co8","both"
"nov",1804,3.1330183,266.30045,0,"hd","month","control","Co8","both"
"may",1915,99.7715,-43.23432,0,"hd","month","control","Co8","both"
"sep",1715,-2.9783947,151.89754,0,"hd","month","control","Co8","both"
"mar",2114,73.42626,209.26482,0,"hd","month","control","Co8","both"
"jul",1759,36.65758,-9.164425,0,"hd","month","control","Co8","both"
"dec",1863,19.412533,300.89313,0,"hd","month","control","Co8","both"
"oct",1777,30.860565,182.0773,0,"hd","month","control","Co8","both"
"jun",1936,33.621864,-43.70843,0,"hd","month","control","Co8","both"
"jan",2015,-13.9975195,307.94568,0,"hd","month","control","Co8","both"
"apr",2114,22.027964,91.7828,0,"hd","month","control","Co8","both"
"jan",1641,-105.44515,213.7402,0,"str","month","control","Co8","both"
"may",1618,59.008522,137.68639,0,"str","month","control","Co8","both"
"mar",1641,74.09669,213.7402,0,"str","month","control","Co8","both"
"sep",1539,-195.10927,104.23644,0,"str","month","control","Co8","both"
"feb",1634,59.592045,235.53018,0,"str","month","control","Co8","both"
"oct",1626,-163.78154,211.78645,0,"str","month","control","Co8","both"
"aug",1596,-227.281,72.06469,0,"str","month","control","Co8","both"
"nov",1673,-197.57011,287.63885,0,"str","month","control","Co8","both"
"jun",1553,-56.63792,-94.39654,0,"str","month","control","Co8","both"
"jul",1596,-180.1618,-24.945496,0,"str","month","control","Co8","both"
"apr",1634,45.403477,201.47762,0,"str","month","control","Co8","both"
"jul",1581,-200.43388,-74.13313,0,"str","month","control","Co8","both"
"jan",1634,-96.48224,269.58273,0,"str","month","control","Co8","both"
"may",1546,34.903507,51.0128,0,"str","month","control","Co8","both"
"dec",1665,-167.70987,280.48032,0,"str","month","control","Co8","both"
"aug",1596,-252.22653,91.46671,0,"str","month","control","Co8","both"
"jun",1525,-42.374676,-2.648452,0,"str","month","control","Co8","both"
"apr",1560,8.127579,165.26115,0,"str","month","control","Co8","both"
"sep",1589,-242.84155,173.85248,0,"str","month","control","Co8","both"
"nov",1634,-209.99077,263.90732,0,"str","month","control","Co8","both"
"feb",1626,-33.885807,262.61523,0,"str","month","control","Co8","both"
"may",1581,-49.42204,156.50316,0,"str","month","control","Co8","both"
"dec",1665,-196.62538,274.69724,0,"str","month","control","Co8","both"
"sep",1649,-237.69234,186.14459,0,"str","month","control","Co8","both"
"feb",1657,-8.632948,279.13266,0,"str","month","control","Co8","both"
"jun",1589,-74.50818,102.10382,0,"str","month","control","Co8","both"
"apr",1657,-2.8776677,264.74442,0,"str","month","control","Co8","both"
"oct",1649,-243.41988,220.50977,0,"str","month","control","Co8","both"
"jan",1690,-137.94339,278.8218,0,"str","month","control","Co8","both"
"jul",1596,-146.90114,30.48889,0,"str","month","control","Co8","both"
"mar",1626,-19.766706,240.02467,0,"str","month","control","Co8","both"
"nov",1665,-225.54088,263.13104,0,"str","month","control","Co8","both"
"aug",1596,-185.7052,16.630304,0,"str","month","control","Co8","both"
"dec",1641,-245.08882,341.9844,0,"str","month","control","Co8","both"
"sep",1589,-256.63937,201.44809,0,"str","month","control","Co8","both"
"mar",1673,-63.91972,264.39532,0,"str","month","control","Co8","both"
"may",1690,-67.50421,126.20353,0,"str","month","control","Co8","both"
"jan",1690,-181.9679,349.261,0,"str","month","control","Co8","both"
"apr",1795,-49.87708,158.98312,0,"str","month","control","Co8","both"
"oct",1618,-297.85223,289.4224,0,"str","month","control","Co8","both"
"aug",1574,-314.35403,101.13998,0,"str","month","control","Co8","both"
"feb",1732,-117.30835,321.846,0,"str","month","control","Co8","both"
"jul",1574,-243.28267,19.134575,0,"str","month","control","Co8","both"
"nov",1626,-288.0296,313.444,0,"str","month","control","Co8","both"
"jun",1596,-105.32534,19.402021,0,"str","month","control","Co8","both"
"dec",1698,-176.9316,297.8348,0,"tr","month","control","Co8","both"
"jul",1553,-242.7339,-10.78824,0,"tr","month","control","Co8","both"
"mar",1665,8.674627,150.36058,0,"tr","month","control","Co8","both"
"apr",1665,-31.80706,216.86621,0,"tr","month","control","Co8","both"
"feb",1690,-35.219566,252.4071,0,"tr","month","control","Co8","both"
"oct",1657,-181.29234,238.84547,0,"tr","month","control","Co8","both"
"jan",1732,-66.17391,297.7827,0,"tr","month","control","Co8","both"
"nov",1690,-184.90288,252.4071,0,"tr","month","control","Co8","both"
"may",1673,-46.487103,124.93403,0,"tr","month","control","Co8","both"
"jun",1649,-77.32158,14.318762,0,"tr","month","control","Co8","both"
"apr",1706,32.590355,148.13765,0,"tr","month","control","Co8","both"
"jan",1732,-105.27673,306.80643,0,"tr","month","control","Co8","both"
"jul",1574,-229.61511,16.401064,0,"tr","month","control","Co8","both"
"may",1626,-39.53347,166.60535,0,"tr","month","control","Co8","both"
"aug",1626,-259.7914,138.36717,0,"tr","month","control","Co8","both"
"dec",1681,-218.95024,300.69162,0,"tr","month","control","Co8","both"
"feb",1681,-81.7414,265.65964,0,"tr","month","control","Co8","both"
"sep",1657,-296.39862,155.39343,0,"tr","month","control","Co8","both"
"jun",1589,-113.142105,19.316925,0,"tr","month","control","Co8","both"
"oct",1723,-272.29718,272.29718,0,"tr","month","control","Co8","both"
"mar",1690,-79.244064,278.8218,0,"tr","month","control","Co8","both"
"nov",1698,-238.85767,280.1417,0,"tr","month","control","Co8","both"
"nov",1473,-340.2286,376.04214,0,"tr","month","control","Co8","both"
"mar",1519,-113.43384,313.92157,0,"tr","month","control","Co8","both"
"aug",1455,-404.296,133.92303,0,"tr","month","control","Co8","both"
"apr",1519,-100.24385,266.43762,0,"tr","month","control","Co8","both"
"jul",1363,-343.2261,80.4806,0,"tr","month","control","Co8","both"
"may",1461,-53.28268,68.506256,0,"tr","month","control","Co8","both"
"dec",1506,-295.54242,389.69754,0,"tr","month","control","Co8","both"
"jun",1443,-125.3005,57.63821,0,"tr","month","control","Co8","both"
"sep",1455,-343.6516,245.10443,0,"tr","month","control","Co8","both"
"jan",1539,-213.81839,376.85492,0,"tr","month","control","Co8","both"
"oct",1455,-351.23215,265.31924,0,"tr","month","control","Co8","both"
"feb",1574,-136.67566,358.09024,0,"tr","month","control","Co8","both"
"sep",1437,-384.32083,82.35442,0,"tr","month","control","Co8","both"
"apr",1512,-63.02015,181.18294,0,"tr","month","control","Co8","both"
"dec",1467,-295.53204,354.1289,0,"tr","month","control","Co8","both"
"may",1506,-117.6939,238.00322,0,"tr","month","control","Co8","both"
"mar",1546,-93.97103,324.87125,0,"tr","month","control","Co8","both"
"jul",1486,-350.9734,80.00124,0,"tr","month","control","Co8","both"
"jan",1641,-131.09402,88.345924,0,"tr","month","control","Co8","both"
"oct",1443,-358.3594,253.10698,0,"tr","month","control","Co8","both"
"aug",1539,-387.54584,77.50913,0,"tr","month","control","Co8","both"
"nov",1506,-329.54294,347.85086,0,"tr","month","control","Co8","both"
"feb",1567,-97.96885,329.28412,0,"tr","month","control","Co8","both"
"jun",1634,-167.42508,19.863974,0,"tr","month","control","Co8","both"
"aug",1804,128.45088,-59.526062,0,"hd","crazy","control","Co9","both"
"may",1904,-466.23248,234.7695,0,"hd","crazy","control","Co9","both"
"dec",1894,-490.09772,-233.53651,0,"hd","crazy","control","Co9","both"
"oct",1750,188.42836,-349.5042,0,"hd","crazy","control","Co9","both"
"apr",1824,-53.85052,88.695,0,"hd","crazy","control","Co9","both"
"jul",1992,-546.5915,79.56709,0,"hd","crazy","control","Co9","both"
"mar",1883,-147.15645,222.36972,0,"hd","crazy","control","Co9","both"
"jan",1894,-131.56987,437.46982,0,"hd","crazy","control","Co9","both"
"sep",1741,281.18887,36.282406,0,"hd","crazy","control","Co9","both"
"feb",1863,-16.17705,339.71805,0,"hd","crazy","control","Co9","both"
"jun",1980,-440.14078,175.36858,0,"hd","crazy","control","Co9","both"
"nov",1904,-538.97797,-175.25058,0,"hd","crazy","control","Co9","both"
"feb",1833,3.1833827,308.78104,0,"hd","crazy","control","Co9","both"
"nov",1992,-546.5915,-176.43152,0,"hd","crazy","control","Co9","both"
"apr",1873,19.516733,94.330475,0,"hd","crazy","control","Co9","both"
"oct",1814,333.9333,-274.0773,0,"hd","crazy","control","Co9","both"
"jun",2076,-385.7692,191.08192,0,"hd","crazy","control","Co9","both"
"jan",1904,3.306689,393.48694,0,"hd","crazy","control","Co9","both"
"sep",1732,351.9251,-45.1186,0,"hd","crazy","control","Co9","both"
"mar",1947,-121.72645,273.88446,0,"hd","crazy","control","Co9","both"
"jul",2194,-522.0037,57.153645,0,"hd","crazy","control","Co9","both"
"may",2127,-539.3079,166.22499,0,"hd","crazy","control","Co9","both"
"aug",1750,12.156713,-252.25089,0,"hd","crazy","control","Co9","both"
"dec",2003,-528.7385,-212.1912,0,"hd","crazy","control","Co9","both"
"dec",1915,-395.76025,-149.65735,0,"hd","crazy","control","Co9","both"
"aug",1873,61.802807,-29.275007,0,"hd","crazy","control","Co9","both"
"jan",1915,-76.491455,349.20026,0,"hd","crazy","control","Co9","both"
"jul",2051,-466.60934,74.79995,0,"hd","crazy","control","Co9","both"
"feb",1894,-16.446234,305.89993,0,"hd","crazy","control","Co9","both"
"nov",1992,-522.3754,-127.999306,0,"hd","crazy","control","Co9","both"
"may",2039,-474.50247,194.75845,0,"hd","crazy","control","Co9","both"
"sep",1759,247.4386,21.383556,0,"hd","crazy","control","Co9","both"
"mar",1894,-141.43758,259.85046,0,"hd","crazy","control","Co9","both"
"jun",2101,-412.30722,156.89563,0,"hd","crazy","control","Co9","both"
"apr",1904,-56.212387,95.89174,0,"hd","crazy","control","Co9","both"
"oct",1833,219.64844,-270.58142,0,"hd","crazy","control","Co9","both"
"aug",1863,55.001995,-58.237415,0,"hd","crazy","control","Co9","both"
"feb",1853,86.88719,286.40582,0,"hd","crazy","control","Co9","both"
"nov",2003,-528.7385,-177.40579,0,"hd","crazy","control","Co9","both"
"may",2003,-473.0819,205.23401,0,"hd","crazy","control","Co9","both"
"sep",1759,323.8085,-9.164425,0,"hd","crazy","control","Co9","both"
"mar",1873,-55.297165,256.96933,0,"hd","crazy","control","Co9","both"
"jul",2101,-518.12054,80.27218,0,"hd","crazy","control","Co9","both"
"dec",1969,-495.827,-194.91136,0,"hd","crazy","control","Co9","both"
"oct",1673,174.3266,-217.90833,0,"hd","crazy","control","Co9","both"
"jun",2051,-484.41885,121.1047,0,"hd","crazy","control","Co9","both"
"jan",1863,-61.47278,352.65967,0,"hd","crazy","control","Co9","both"
"apr",1853,-28.962378,74.01497,0,"hd","crazy","control","Co9","both"
"jan",1833,-82.76607,461.57993,0,"str","crazy","control","Co9","both"
"may",1883,-542.84375,264.8816,0,"str","crazy","control","Co9","both"
"mar",1768,-49.12684,316.2539,0,"str","crazy","control","Co9","both"
"sep",1681,300.69165,67.14472,0,"str","crazy","control","Co9","both"
"feb",1795,65.46372,370.96063,0,"str","crazy","control","Co9","both"
"oct",1665,263.1311,-297.82974,0,"str","crazy","control","Co9","both"
"aug",1750,18.23507,-109.410065,0,"str","crazy","control","Co9","both"
"nov",1863,-579.13837,-210.30168,0,"str","crazy","control","Co9","both"
"jun",1873,-393.58597,243.9582,0,"str","crazy","control","Co9","both"
"dec",1843,-480.1015,-368.07788,0,"str","crazy","control","Co9","both"
"jul",1873,-546.46643,172.39714,0,"str","crazy","control","Co9","both"
"apr",1833,-41.383003,136.8823,0,"str","crazy","control","Co9","both"
"jul",1925,-464.68857,110.32169,0,"str","crazy","control","Co9","both"
"jan",1883,-94.834145,421.84845,0,"str","crazy","control","Co9","both"
"may",1947,-486.90573,199.49606,0,"str","crazy","control","Co9","both"
"dec",1863,-452.9574,-181.18297,0,"str","crazy","control","Co9","both"
"aug",1824,-69.68892,-22.173784,0,"str","crazy","control","Co9","both"
"jun",1925,-401.16998,213.95732,0,"str","crazy","control","Co9","both"
"mar",1833,-168.71541,257.84808,0,"str","crazy","control","Co9","both"
"oct",1715,175.72466,-253.16263,0,"str","crazy","control","Co9","both"
"apr",1904,-115.73147,128.95789,0,"str","crazy","control","Co9","both"
"sep",1715,271.03296,2.9783378,0,"str","crazy","control","Co9","both"
"nov",1925,-511.49173,-143.7526,0,"str","crazy","control","Co9","both"
"feb",1853,-80.45108,318.58624,0,"str","crazy","control","Co9","both"
"may",1873,-416.35538,198.41933,0,"str","crazy","control","Co9","both"
"dec",1904,-413.32666,-221.54312,0,"str","crazy","control","Co9","both"
"sep",1759,259.6577,45.821907,0,"str","crazy","control","Co9","both"
"feb",1863,-22.647833,333.2472,0,"str","crazy","control","Co9","both"
"jun",1947,-429.4238,172.44577,0,"str","crazy","control","Co9","both"
"apr",1863,-22.647833,87.35603,0,"str","crazy","control","Co9","both"
"oct",1795,258.73724,-252.50272,0,"str","crazy","control","Co9","both"
"jan",1915,-69.840065,369.1545,0,"str","crazy","control","Co9","both"
"jul",1958,-431.8499,115.61336,0,"str","crazy","control","Co9","both"
"mar",1883,-32.70143,222.36972,0,"str","crazy","control","Co9","both"
"nov",1980,-505.47415,-120.35103,0,"str","crazy","control","Co9","both"
"aug",1925,-40.116962,3.3430324,0,"str","crazy","control","Co9","both"
"dec",1863,-427.07407,-258.83282,0,"str","crazy","control","Co9","both"
"sep",1786,341.18552,40.321888,0,"str","crazy","control","Co9","both"
"mar",2003,-469.60333,125.22754,0,"str","crazy","control","Co9","both"
"may",1992,-498.15933,162.59363,0,"str","crazy","control","Co9","both"
"jan",1915,-39.90856,395.76022,0,"str","crazy","control","Co9","both"
"apr",1833,-47.74965,92.31595,0,"str","crazy","control","Co9","both"
"oct",1814,239.42387,-330.783,0,"str","crazy","control","Co9","both"
"aug",1853,-90.10519,-35.398487,0,"str","crazy","control","Co9","both"
"feb",1883,-22.890966,323.74417,0,"str","crazy","control","Co9","both"
"jul",1969,-461.63205,112.84333,0,"str","crazy","control","Co9","both"
"nov",1947,-503.8122,-179.20844,0,"str","crazy","control","Co9","both"
"jun",1969,-389.8226,201.75026,0,"str","crazy","control","Co9","both"
"dec",1732,-487.28088,-207.54558,0,"tr","crazy","control","Co9","both"
"jul",1777,-604.86707,132.7004,0,"tr","crazy","control","Co9","both"
"mar",1732,-159.41902,327.86182,0,"tr","crazy","control","Co9","both"
"aug",1665,-141.68594,-37.590157,0,"tr","crazy","control","Co9","both"
"feb",1804,-65.79189,347.75705,0,"tr","crazy","control","Co9","both"
"oct",1665,135.90286,-164.81839,0,"tr","crazy","control","Co9","both"
"jan",1759,-131.35623,461.27423,0,"tr","crazy","control","Co9","both"
"nov",1723,-604.4399,-206.4671,0,"tr","crazy","control","Co9","both"
"may",1715,-619.5037,259.11932,0,"tr","crazy","control","Co9","both"
"sep",1649,200.46342,-60.139095,0,"tr","crazy","control","Co9","both"
"jun",1814,-585.9582,267.7766,0,"tr","crazy","control","Co9","both"
"apr",1750,-115.48831,63.822483,0,"tr","crazy","control","Co9","both"
"jan",1786,-245.03323,434.2361,0,"tr","crazy","control","Co9","both"
"jul",1795,-592.29016,109.106064,0,"tr","crazy","control","Co9","both"
"may",1759,-604.84973,223.00012,0,"tr","crazy","control","Co9","both"
"aug",1723,-23.93819,-188.51346,0,"tr","crazy","control","Co9","both"
"dec",1715,-548.0225,-211.46523,0,"tr","crazy","control","Co9","both"
"feb",1741,-136.05914,317.47134,0,"tr","crazy","control","Co9","both"
"sep",1723,173.55202,8.976778,0,"tr","crazy","control","Co9","both"
"jun",1833,-633.47864,175.08202,0,"tr","crazy","control","Co9","both"
"oct",1681,218.95024,-259.821,0,"tr","crazy","control","Co9","both"
"mar",1759,-229.10974,216.89053,0,"tr","crazy","control","Co9","both"
"nov",1759,-662.89087,-128.30151,0,"tr","crazy","control","Co9","both"
"nov",1777,-540.05994,-108.01201,0,"tr","crazy","control","Co9","both"
"mar",1768,-165.80302,254.84538,0,"tr","crazy","control","Co9","both"
"aug",1741,-175.3651,-33.258915,0,"tr","crazy","control","Co9","both"
"apr",1786,-164.38937,133.37248,0,"tr","crazy","control","Co9","both"
"jul",1863,-575.90295,132.65178,0,"tr","crazy","control","Co9","both"
"may",1814,-592.25885,204.77036,0,"tr","crazy","control","Co9","both"
"dec",1759,-494.87708,-137.46594,0,"tr","crazy","control","Co9","both"
"jun",1824,-519.4995,199.56383,0,"tr","crazy","control","Co9","both"
"sep",1786,158.18608,46.525253,0,"tr","crazy","control","Co9","both"
"jan",1824,-193.22849,392.7923,0,"tr","crazy","control","Co9","both"
"oct",1804,150.38141,-285.09818,0,"tr","crazy","control","Co9","both"
"feb",1786,-139.5759,338.08383,0,"tr","crazy","control","Co9","both"
"sep",1759,137.46585,15.273925,0,"tr","crazy","control","Co9","both"
"apr",1804,-178.57793,90.85541,0,"tr","crazy","control","Co9","both"
