"m";"condition";"task";"participant";"z";"X";"y"
"oct";"hd";"crazy";"Co6";1772.5;292.38606;-200.132625
"sep";"hd";"crazy";"Co6";1883;412.03812;-66.156654
"apr";"str";"crazy";"Co6";1991.5;145.491025;161.62804
"aug";"str";"crazy";"Co6";1843;304.73208;-41.608803
"dec";"str";"crazy";"Co6";1801;-69.4189255;-252.32554
"feb";"str";"crazy";"Co6";2063.5;-78.557243;462.32932
"jan";"str";"crazy";"Co6";2037;-161.655858;546.21895
"jul";"str";"crazy";"Co6";1910.5;-337.144265;1.759215
"jun";"str";"crazy";"Co6";2009;-252.589485;177.55243
"mar";"str";"crazy";"Co6";2027;-59.499035;426.03035
"may";"str";"crazy";"Co6";1931;-332.11404;142.591585
"nov";"str";"crazy";"Co6";1759;-375.30235;-220.738195
"oct";"str";"crazy";"Co6";2015.5;411.4337;-236.113775
"sep";"str";"crazy";"Co6";2146.5;510.576505;-32.2916
"apr";"tr";"crazy";"Co6";1963.5;-16.743172;183.336385
"aug";"tr";"crazy";"Co6";2009;206.368095;-107.1706125
"dec";"tr";"crazy";"Co6";1809.5;-203.8282;-229.402475
"feb";"tr";"crazy";"Co6";2039;-158.86852;429.41687
"jan";"tr";"crazy";"Co6";2033;-271.405415;538.3771
"jul";"tr";"crazy";"Co6";1828.5;-404.360225;61.07332
"jun";"tr";"crazy";"Co6";1936;-293.181425;156.04381
"mar";"tr";"crazy";"Co6";1926;-191.38064;311.229745
"may";"tr";"crazy";"Co6";1833.5;-320.05115;298.14482
"nov";"tr";"crazy";"Co6";1719.5;-350.415025;-129.502415
"oct";"tr";"crazy";"Co6";2069.5;255.629555;-276.411425
"sep";"tr";"crazy";"Co6";2147;317.54952;-83.305319
"apr";"hd";"month";"Co6";2101;446.9703;125.4567795
"aug";"hd";"month";"Co6";1980;-484.84259;-80.876635
"dec";"hd";"month";"Co6";1981;-330.382565;425.348725
"feb";"hd";"month";"Co6";2133.5;236.409015;468.89998
"jan";"hd";"month";"Co6";2120.5;11.0330495;515.22993
"jul";"hd";"month";"Co6";1848.5;-318.233725;-345.688785
"jun";"hd";"month";"Co6";1838.5;79.1919975;-365.544975
"mar";"hd";"month";"Co6";2021;214.411495;383.98131
"may";"hd";"month";"Co6";2010.5;356.754775;-118.257485
"nov";"hd";"month";"Co6";1975;-395.071685;331.81446
"oct";"hd";"month";"Co6";2039;-529.60779;143.855875
"sep";"hd";"month";"Co6";1986;-550.032725;73.381932
"apr";"str";"month";"Co6";2101;412.457505;167.819255
"aug";"str";"month";"Co6";2065;-511.892865;-141.435915
"dec";"str";"month";"Co6";2021;-304.16583;465.15049
"feb";"str";"month";"Co6";2088;226.6281;397.71228
"jan";"str";"month";"Co6";2039;65.728504;479.74112
"jul";"str";"month";"Co6";1818.5;-345.75206;-349.842
"jun";"str";"month";"Co6";1843;94.419985;-371.12571
"mar";"str";"month";"Co6";2051.5;222.651945;335.848725
"may";"str";"month";"Co6";1985.5;337.591505;-66.7462175
"nov";"str";"month";"Co6";1980.5;-429.624355;394.73214
"oct";"str";"month";"Co6";2009;-614.32845;143.068295
"sep";"str";"month";"Co6";1981.5;-564.87944;-34.649121
"apr";"tr";"month";"Co6";2619;163.9136425;134.166985
"aug";"tr";"month";"Co6";1716;-380.13198;-162.11267
"dec";"tr";"month";"Co6";1980.5;-240.8496;496.351455
"feb";"tr";"month";"Co6";2359;57.355213;284.71603
"jan";"tr";"month";"Co6";2304;-38.592205;441.4693
"jul";"tr";"month";"Co6";1838.5;7.96956325;-319.96268
"jun";"tr";"month";"Co6";2127;167.015305;-325.084965
"mar";"tr";"month";"Co6";2523.5;173.30372;219.81418
"may";"tr";"month";"Co6";2532;177.8694;-153.150622
"nov";"tr";"month";"Co6";1789;-297.74365;428.54851
"oct";"tr";"month";"Co6";1741;-460.18018;131.93974
"sep";"tr";"month";"Co6";1710;-473.00545;35.0137475
"apr";"hd";"crazy";"Co7";1869.5;-36.4283065;285.63038
"aug";"hd";"crazy";"Co7";1742.5;67.597155;122.291695
"dec";"hd";"crazy";"Co7";1958;-375.1417;-193.12867
"feb";"hd";"crazy";"Co7";1969.5;-30.183253;443.91284
"jan";"hd";"crazy";"Co7";1937;-47.2078025;470.575865
"jul";"hd";"crazy";"Co7";2114;-410.66086;53.3581905
"jun";"hd";"crazy";"Co7";2094.5;-356.48118;141.5000975
"mar";"hd";"crazy";"Co7";1905.5;-23.8791595;389.268585
"may";"hd";"crazy";"Co7";1915.5;-366.73881;266.041685
"nov";"hd";"crazy";"Co7";1974.5;-434.14234;-170.80293
"oct";"hd";"crazy";"Co7";1857.5;389.104475;-121.63965
"sep";"hd";"crazy";"Co7";1920.5;410.79811;160.85958
"apr";"str";"crazy";"Co7";1838;-143.3045;257.79252
"aug";"str";"crazy";"Co7";1759;-139.379635;113.406045
"dec";"str";"crazy";"Co7";1963.5;-383.652235;-185.692285
"feb";"str";"crazy";"Co7";1909.5;-149.28473;420.38185
"jan";"str";"crazy";"Co7";1894;-165.039765;495.15404
"jul";"str";"crazy";"Co7";2095;-419.806135;123.62805
"jun";"str";"crazy";"Co7";2041.5;-366.030255;195.57381
"mar";"str";"crazy";"Co7";1920;-135.80906;397.282425
"may";"str";"crazy";"Co7";2058.5;-473.244235;161.614175
"nov";"str";"crazy";"Co7";1964;-480.518265;-205.52671
"oct";"str";"crazy";"Co7";1706.5;256.140985;-47.82265115
"sep";"str";"crazy";"Co7";1649;193.02796;163.234485
"apr";"tr";"crazy";"Co7";1814;-234.51163;289.0551
"aug";"tr";"crazy";"Co7";1754.5;-74.872038;92.778787
"dec";"tr";"crazy";"Co7";1805;-401.565935;-163.5185
"feb";"tr";"crazy";"Co7";1873.5;-178.62918;406.35395
"jan";"tr";"crazy";"Co7";1868.5;-231.79896;455.13165
"jul";"tr";"crazy";"Co7";1879;-480.882085;88.665478
"jun";"tr";"crazy";"Co7";1904;-426.103325;173.08657
"mar";"tr";"crazy";"Co7";1828.5;-149.65376;354.756685
"may";"tr";"crazy";"Co7";1828.5;-468.7376;223.834595
"nov";"tr";"crazy";"Co7";1809.5;-477.863765;-139.56637
"oct";"tr";"crazy";"Co7";1772.5;198.35514;-55.881625
"sep";"tr";"crazy";"Co7";1800.5;165.76486;156.220935
"apr";"hd";"month";"Co7";2148;402.529845;-86.558981
"aug";"hd";"month";"Co7";1800.5;-107.9069075;-95.8041
"dec";"hd";"month";"Co7";1952.5;-76.336887;442.26996
"feb";"hd";"month";"Co7";2173.5;314.64229;338.06212
"jan";"hd";"month";"Co7";2174;233.375935;425.95654
"jul";"hd";"month";"Co7";1823.5;-14.429089;-205.564965
"jun";"hd";"month";"Co7";2076;210.03769;-440.361435
"mar";"hd";"month";"Co7";2304;414.82802;218.99015
"may";"hd";"month";"Co7";2267;324.638595;-348.54557
"nov";"hd";"month";"Co7";1878;-119.0042;313.70015
"oct";"hd";"month";"Co7";1824;-170.1229825;194.992905
"sep";"hd";"month";"Co7";1843.5;-183.228745;52.1390435
"apr";"str";"month";"Co7";1784.5;266.130295;84.260422
"aug";"str";"month";"Co7";1879;-385.521755;0.3993865
"dec";"str";"month";"Co7";1889;-255.26654;430.137575
"feb";"str";"month";"Co7";1796;106.56191;366.269035
"jan";"str";"month";"Co7";1873;30.361325;445.630385
"jul";"str";"month";"Co7";1843.5;-383.922275;-170.502495
"jun";"str";"month";"Co7";1872;125.94829;-416.87994
"mar";"str";"month";"Co7";1754.5;150.790445;300.27832
"may";"str";"month";"Co7";1795;246.65095;-216.797705
"nov";"str";"month";"Co7";1899;-330.036985;334.63305
"oct";"str";"month";"Co7";1915.5;-376.502375;240.801815
"sep";"str";"month";"Co7";1878.5;-378.3415;56.6318
"apr";"tr";"month";"Co7";1795;146.5139;77.932884
"aug";"tr";"month";"Co7";1791.5;-438.84871;33.407357
"dec";"tr";"month";"Co7";1838;-350.96295;360.660495
"feb";"tr";"month";"Co7";1772.5;-47.732288;348.86418
"jan";"tr";"month";"Co7";1828.5;-56.5050295;407.538335
"jul";"tr";"month";"Co7";1720;-338.909605;-169.75398
"jun";"tr";"month";"Co7";1763.5;-4.644703;-309.10849
"mar";"tr";"month";"Co7";1768;24.563389;282.47925
"may";"tr";"month";"Co7";1781.5;106.36738;-82.672305
"nov";"tr";"month";"Co7";1838;-413.63231;287.417435
"oct";"tr";"month";"Co7";1833;-443.819915;216.46505
"sep";"tr";"month";"Co7";1828.5;-446.424895;143.386985
"apr";"hd";"crazy";"Co8";1981;-12.897303;159.946075
"aug";"hd";"crazy";"Co8";1952.5;31.5613355;101.71565
"dec";"hd";"crazy";"Co8";1873.5;40.617222;75.4685375
"feb";"hd";"crazy";"Co8";2009.5;-32.036243;244.257785
"jan";"hd";"crazy";"Co8";1888.5;-29.526794;250.231055
"jul";"hd";"crazy";"Co8";1848;32.667604;178.057795
"jun";"hd";"crazy";"Co8";1942;-2.22548;209.83966
"mar";"hd";"crazy";"Co8";1992;-38.3334235;218.316355
"may";"hd";"crazy";"Co8";1915.5;2.5094965;215.932745
"nov";"hd";"crazy";"Co8";1848;64.6335865;74.678375
"oct";"hd";"crazy";"Co8";1994;34.61699;132.42946
"sep";"hd";"crazy";"Co8";2069.5;-2.301889;154.414805
"apr";"str";"crazy";"Co8";1746.5;-160.669425;217.961205
"aug";"str";"crazy";"Co8";1751;-171.01303;188.28155
"dec";"str";"crazy";"Co8";1685.5;-199.037615;174.50196
"feb";"str";"crazy";"Co8";1759;-163.31957;259.563905
"jan";"str";"crazy";"Co8";1747;-248.11319;272.16517
"jul";"str";"crazy";"Co8";1674.5;-211.1613;226.61674
"jun";"str";"crazy";"Co8";1694;-173.21685;243.65778
"mar";"str";"crazy";"Co8";1754.5;-169.072285;251.317345
"may";"str";"crazy";"Co8";1706.5;-191.521315;245.714865
"nov";"str";"crazy";"Co8";1686;-200.84462;175.53008
"oct";"str";"crazy";"Co8";1690;-148.04476;178.789805
"sep";"str";"crazy";"Co8";1711;-126.23135;205.65691
"apr";"tr";"crazy";"Co8";1467;-225.1484;252.22128
"aug";"tr";"crazy";"Co8";1496;-225.92991;212.98999
"dec";"tr";"crazy";"Co8";1507.5;-259.372885;195.57556
"feb";"tr";"crazy";"Co8";1519;-202.47796;303.275815
"jan";"tr";"crazy";"Co8";1515.5;-273.71341;332.81997
"jul";"tr";"crazy";"Co8";1479.5;-279.03109;246.39042
"jun";"tr";"crazy";"Co8";1515.5;-251.33387;278.890415
"mar";"tr";"crazy";"Co8";1529;-226.44307;292.072575
"may";"tr";"crazy";"Co8";1502.5;-249.149115;284.36091
"nov";"tr";"crazy";"Co8";1490;-267.93726;182.303075
"oct";"tr";"crazy";"Co8";1505.5;-195.62072;196.02362
"sep";"tr";"crazy";"Co8";1519;-166.14864;251.962535
"apr";"hd";"month";"Co8";2107.5;210.241815;70.964501
"aug";"hd";"month";"Co8";1720.5;129.73597;26.01087765
"dec";"hd";"month";"Co8";1824;19.412533;326.271
"feb";"hd";"month";"Co8";2039;284.0284;300.99036
"jan";"hd";"month";"Co8";1863;100.80570025;320.59644
"jul";"hd";"month";"Co8";1706.5;120.8051825;-53.00918
"jun";"hd";"month";"Co8";1868.5;184.13357;-96.558686
"mar";"hd";"month";"Co8";2114;356.92673;209.26482
"may";"hd";"month";"Co8";2039;333.60675;-43.23432
"nov";"hd";"month";"Co8";1759;143.04753;266.30045
"oct";"hd";"month";"Co8";1723;50.868725;182.0773
"sep";"hd";"month";"Co8";1694;72.29135765;94.0595525
"apr";"str";"month";"Co8";1645.5;2.62495565;183.369385
"aug";"str";"month";"Co8";1596;-239.753765;81.7657
"dec";"str";"month";"Co8";1665;-196.62538;280.48032
"feb";"str";"month";"Co8";1645.5;-21.2593775;270.873945
"jan";"str";"month";"Co8";1665.5;-121.69427;274.202265
"jul";"str";"month";"Co8";1588.5;-190.29784;-2.9054605
"jun";"str";"month";"Co8";1571;-65.57305;8.3767845
"mar";"str";"month";"Co8";1641;-19.766706;240.02467
"may";"str";"month";"Co8";1599.5;-7.2592665;131.94496
"nov";"str";"month";"Co8";1649.5;-217.765825;275.773085
"oct";"str";"month";"Co8";1626;-243.41988;220.50977
"sep";"str";"month";"Co8";1589;-240.266945;179.998535
"apr";"tr";"month";"Co8";1592;-47.413605;199.024575
"aug";"tr";"month";"Co8";1539;-387.54584;133.92303
"dec";"tr";"month";"Co8";1593.5;-257.24114;327.41026
"feb";"tr";"month";"Co8";1627.5;-89.855125;297.47188
"jan";"tr";"month";"Co8";1686.5;-118.185375;302.294565
"jul";"tr";"month";"Co8";1519.5;-292.98;48.201152
"jun";"tr";"month";"Co8";1611.5;-119.2213025;19.5904495
"mar";"tr";"month";"Co8";1605.5;-86.607547;296.371685
"may";"tr";"month";"Co8";1566;-49.8848915;145.76969
"nov";"tr";"month";"Co8";1598;-284.200305;313.99628
"oct";"tr";"month";"Co8";1556;-311.764665;259.21311
"sep";"tr";"month";"Co8";1455;-343.6516;155.39343
"apr";"hd";"crazy";"Co9";1863;-41.406449;91.5127375
"aug";"hd";"crazy";"Co9";1833.5;58.402401;-58.8817385
"dec";"hd";"crazy";"Co9";1942;-492.96236;-203.55128
"feb";"hd";"crazy";"Co9";1858;-6.49683365;307.340485
"jan";"hd";"crazy";"Co9";1899;-68.9821175;373.073305
"jul";"hd";"crazy";"Co9";2076;-520.06212;77.18352
"jun";"hd";"crazy";"Co9";2063.5;-426.224;166.132105
"mar";"hd";"crazy";"Co9";1888.5;-131.582015;258.409895
"may";"hd";"crazy";"Co9";2021;-473.792185;199.99623
"nov";"hd";"crazy";"Co9";1992;-533.858235;-175.84105
"oct";"hd";"crazy";"Co9";1782;204.0384;-272.32936
"sep";"hd";"crazy";"Co9";1750;302.498685;6.1095655
"apr";"str";"crazy";"Co9";1848;-44.5663265;110.63692
"aug";"str";"crazy";"Co9";1838.5;-54.902941;-28.7861355
"dec";"str";"crazy";"Co9";1863;-440.015735;-240.18797
"feb";"str";"crazy";"Co9";1858;-22.7693995;328.495685
"jan";"str";"crazy";"Co9";1899;-76.3030675;408.804335
"jul";"str";"crazy";"Co9";1941.5;-463.16031;114.228345
"jun";"str";"crazy";"Co9";1936;-397.377975;207.85379
"mar";"str";"crazy";"Co9";1858;-108.921125;240.1089
"may";"str";"crazy";"Co9";1915;-492.53253;198.957695
"nov";"str";"crazy";"Co9";1936;-508.48294;-161.48052
"oct";"str";"crazy";"Co9";1755;249.080555;-275.496185
"sep";"str";"crazy";"Co9";1737;285.862305;43.0718975
"apr";"tr";"crazy";"Co9";1786;-164.38937;90.85541
"aug";"tr";"crazy";"Co9";1732;-153.45185;-57.7615665
"dec";"tr";"crazy";"Co9";1736.5;-493.85677;-192.96714
"feb";"tr";"crazy";"Co9";1786;-136.05914;338.08383
"jan";"tr";"crazy";"Co9";1805;-204.315345;413.5142
"jul";"tr";"crazy";"Co9";1819;-593.80798;128.73907
"jun";"tr";"crazy";"Co9";1828.5;-584.2407;187.322925
"mar";"tr";"crazy";"Co9";1763.5;-171.745015;266.143255
"may";"tr";"crazy";"Co9";1772.5;-598.55429;213.88524
"nov";"tr";"crazy";"Co9";1768;-600.0244;-133.58707
"oct";"tr";"crazy";"Co9";1724.5;143.142135;-266.5445
"sep";"tr";"crazy";"Co9";1741;165.86905;12.1253515
"apr";"hd";"month";"Co9";1768.5;-132.544974;90.0825915
"aug";"hd";"month";"Co9";2120.5;-3.834538;22.061697
"dec";"hd";"month";"Co9";1972;264.49959;90.73819
"feb";"hd";"month";"Co9";1711;84.066845;111.26387
"jan";"hd";"month";"Co9";1724.5;62.61207;116.59543
"jul";"hd";"month";"Co9";2094.5;-91.562277;0.302127
"jun";"hd";"month";"Co9";2063;-136.6183275;17.9136738
"mar";"hd";"month";"Co9";1736.5;-72.069045;71.198965
"may";"hd";"month";"Co9";1969;-217.494925;23.263473
"nov";"hd";"month";"Co9";2049.5;264.203495;100.849945
"oct";"hd";"month";"Co9";2062.5;177.944925;96.998875
"sep";"hd";"month";"Co9";2166;147.629715;60.6921
"apr";"str";"month";"Co9";1804;-473.07491;53.659495
"aug";"str";"month";"Co9";2045;-45.605749;58.60463
"dec";"str";"month";"Co9";1607;-14.3483405;172.03418
"feb";"str";"month";"Co9";1650.5;-439.53381;101.26934
"jan";"str";"month";"Co9";1596;-318.7478;133.042525
"jul";"str";"month";"Co9";2039;-170.569315;7.0820691
"jun";"str";"month";"Co9";2021.5;-326.801575;17.2650293
"mar";"str";"month";"Co9";1677;-453.13017;118.805335
"may";"str";"month";"Co9";1947;-443.54811;47.9892625
"nov";"str";"month";"Co9";1637.5;58.334631;119.3376195
"oct";"str";"month";"Co9";1843.5;133.8510035;39.8668805
"sep";"str";"month";"Co9";1958;61.78712835;37.8436665
"apr";"tr";"month";"Co9";1661;-438.87997;108.453925
"aug";"tr";"month";"Co9";1927.5;-110.961705;43.849055
"dec";"tr";"month";"Co9";1528.5;-67.456458;152.478435
"feb";"tr";"month";"Co9";1543;-481.038395;149.625965
"jan";"tr";"month";"Co9";1471;-372.000045;149.39672
"jul";"tr";"month";"Co9";1891;-208.29751;51.7378765
"jun";"tr";"month";"Co9";1868.5;-381.43274;103.0320375
"mar";"tr";"month";"Co9";1556.5;-448.791105;116.2750125
"may";"tr";"month";"Co9";1787;-479.38251;98.67737
"nov";"tr";"month";"Co9";1653.5;9.7757005;150.740915
"oct";"tr";"month";"Co9";1800.5;16.705032;77.06108
"sep";"tr";"month";"Co9";1843.5;4.6725504;74.95188
"apr";"hd";"crazy";"Sa1";1682;97.712745;19.830088
"aug";"hd";"crazy";"Sa1";1715;143.358385;-222.376725
"dec";"hd";"crazy";"Sa1";1863;-223.312745;-460.64047
"feb";"hd";"crazy";"Sa1";1710.5;124.84901;437.949955
"jan";"hd";"crazy";"Sa1";1681.5;4.451962;462.536835
"jul";"hd";"crazy";"Sa1";1971;-199.54297;58.190435
"jun";"hd";"crazy";"Sa1";1899;-138.03023;295.94795
"mar";"hd";"crazy";"Sa1";1759;62.201298;339.0824
"may";"hd";"crazy";"Sa1";1873;-289.91043;256.96933
"nov";"hd";"crazy";"Sa1";1858;-285.73984;-426.01047
"oct";"hd";"crazy";"Sa1";1441;331.73634;-359.634205
"sep";"hd";"crazy";"Sa1";1416.5;367.46305;96.59337
"apr";"str";"crazy";"Sa1";1694;104.8208575;32.586783
"aug";"str";"crazy";"Sa1";1677;97.1977925;-170.625815
"dec";"str";"crazy";"Sa1";1814;-172.56127;-361.184175
"feb";"str";"crazy";"Sa1";1790.5;158.974485;444.476365
"jan";"str";"crazy";"Sa1";1768;-18.65699275;437.94565
"jul";"str";"crazy";"Sa1";1933;-205.374685;24.6102545
"jun";"str";"crazy";"Sa1";1873;-203.058;253.803385
"mar";"str";"crazy";"Sa1";1759.5;42.1611;296.09034
"may";"str";"crazy";"Sa1";1894;-239.42032;270.14023
"nov";"str";"crazy";"Sa1";1833;-187.97679;-410.647
"oct";"str";"crazy";"Sa1";1564;407.515775;-351.234785
"sep";"str";"crazy";"Sa1";1487.5;330.75513;79.1025425
"apr";"tr";"crazy";"Sa1";1645.5;106.963055;57.338621
"aug";"tr";"crazy";"Sa1";1677;241.22473;-291.20431
"dec";"tr";"crazy";"Sa1";1732;-98.8909875;-461.25264
"feb";"tr";"crazy";"Sa1";1754.5;160.62262;455.559765
"jan";"tr";"crazy";"Sa1";1728;-25.978808;500.113955
"jul";"tr";"crazy";"Sa1";1815;-240.99201;110.057735
"jun";"tr";"crazy";"Sa1";1754.5;-161.873815;285.701625
"mar";"tr";"crazy";"Sa1";1699;103.331675;350.829225
"may";"tr";"crazy";"Sa1";1714.5;-269.42817;273.3044
"nov";"tr";"crazy";"Sa1";1698;-185.77815;-399.9492
"oct";"tr";"crazy";"Sa1";1585;510.75194;-383.451675
"sep";"tr";"crazy";"Sa1";1553;463.86716;83.5839875
"apr";"hd";"crazy";"Sa11";1777;60.0062;148.544885
"aug";"hd";"crazy";"Sa11";1799.5;97.4687225;3.10945375
"dec";"hd";"crazy";"Sa11";1858;-73.8413355;-164.120275
"feb";"hd";"crazy";"Sa11";1863;128.77386;361.263125
"jan";"hd";"crazy";"Sa11";1878.5;81.908147;430.49272
"jul";"hd";"crazy";"Sa11";1915;-201.88227;33.3960425
"jun";"hd";"crazy";"Sa11";1863;-142.38665;131.297175
"mar";"hd";"crazy";"Sa11";1799.5;52.1287;299.345735
"may";"hd";"crazy";"Sa11";1868;-177.60018;160.658985
"nov";"hd";"crazy";"Sa11";1819;-166.07653;-144.430795
"oct";"hd";"crazy";"Sa11";1673.5;247.8762;-142.352035
"sep";"hd";"crazy";"Sa11";1661;326.85457;-20.6776437
"apr";"str";"crazy";"Sa11";1790.5;54.8943565;177.225925
"aug";"str";"crazy";"Sa11";1824;69.2105325;25.215484
"dec";"str";"crazy";"Sa11";1894;-111.76838;-171.077365
"feb";"str";"crazy";"Sa11";1868;127.881173;380.417665
"jan";"str";"crazy";"Sa11";1997.5;88.51186;492.64455
"jul";"str";"crazy";"Sa11";1969;-232.83143;54.11969
"jun";"str";"crazy";"Sa11";1915;-173.779525;168.43405
"mar";"str";"crazy";"Sa11";1838;61.835802;325.60934
"may";"str";"crazy";"Sa11";1920;-221.767975;143.769905
"nov";"str";"crazy";"Sa11";1859;-196.75389;-145.15932
"oct";"str";"crazy";"Sa11";1685.5;285.92046;-119.649395
"sep";"str";"crazy";"Sa11";1669;330.93051;-4.12000000000745e-05
"apr";"tr";"crazy";"Sa11";1790.5;93.382335;172.35979
"aug";"tr";"crazy";"Sa11";1790.5;79.038338;-0.0234895000000002
"dec";"tr";"crazy";"Sa11";1814;-69.750608;-138.520965
"feb";"tr";"crazy";"Sa11";1828.5;126.97297;363.301955
"jan";"tr";"crazy";"Sa11";1858;56.393969;470.36224
"jul";"tr";"crazy";"Sa11";1838.5;-205.87658;63.7312865
"jun";"tr";"crazy";"Sa11";1814;-183.741035;183.65853
"mar";"tr";"crazy";"Sa11";1763.5;72.932232;293.283015
"may";"tr";"crazy";"Sa11";1781.5;-206.148395;206.289055
"nov";"tr";"crazy";"Sa11";1759;-160.5635;-122.191925
"oct";"tr";"crazy";"Sa11";1723;277.510685;-110.49891
"sep";"tr";"crazy";"Sa11";1711;321.23125;-0.0234884
"apr";"hd";"month";"Sa11";1958;303.41655;44.048771
"aug";"hd";"month";"Sa11";1936;-131.50733;-110.656095
"dec";"hd";"month";"Sa11";1883;11.52189615;317.03542
"feb";"hd";"month";"Sa11";1893.5;208.93057;308.403335
"jan";"hd";"month";"Sa11";1888.5;167.07603;337.808535
"jul";"hd";"month";"Sa11";1941.5;113.664882;-186.32529
"jun";"hd";"month";"Sa11";1958;225.68679;-136.073055
"mar";"hd";"month";"Sa11";1909.5;246.342715;296.13551
"may";"hd";"month";"Sa11";1963.5;277.44989;72.6169305
"nov";"hd";"month";"Sa11";1899;-113.460765;224.304355
"oct";"hd";"month";"Sa11";1888.5;-117.099095;180.56641
"sep";"hd";"month";"Sa11";1899;-178.65089;89.617173
"apr";"str";"month";"Sa11";1941.5;284.02841;63.7721
"aug";"str";"month";"Sa11";1958;-170.01967;-81.81009
"dec";"str";"month";"Sa11";1909.5;-82.2025025;319.32435
"feb";"str";"month";"Sa11";1873;170.770835;325.27762
"jan";"str";"month";"Sa11";1888.5;129.746362;347.285565
"jul";"str";"month";"Sa11";1952.5;101.226847;-189.91585
"jun";"str";"month";"Sa11";1920;217.375155;-110.6369895
"mar";"str";"month";"Sa11";1904.5;258.428145;266.35602
"may";"str";"month";"Sa11";1963.5;317.87952;68.3898925
"nov";"str";"month";"Sa11";1963.5;-182.42726;225.249975
"oct";"str";"month";"Sa11";1969;-190.90048;157.74659
"sep";"str";"month";"Sa11";1969;-212.00878;102.269645
"apr";"tr";"month";"Sa11";2201;316.82706;34.401596
"aug";"tr";"month";"Sa11";1873;-11.25445;-98.148632
"dec";"tr";"month";"Sa11";1904;32.9202535;339.631195
"feb";"tr";"month";"Sa11";2075.5;229.583;330.22108
"jan";"tr";"month";"Sa11";2015;185.529875;366.66501
"jul";"tr";"month";"Sa11";2069.5;180.494415;-186.90101
"jun";"tr";"month";"Sa11";2127;249.0658;-145.900857
"mar";"tr";"month";"Sa11";2088.5;293.774535;269.653915
"may";"tr";"month";"Sa11";2153;303.86978;26.0351835
"nov";"tr";"month";"Sa11";1863;-66.1609275;236.18491
"oct";"tr";"month";"Sa11";1883.5;-93.178255;197.35475
"sep";"tr";"month";"Sa11";1863;-81.921177;113.204578
"apr";"hd";"crazy";"Sa13";2039;457.9738;65.2873375
"aug";"hd";"crazy";"Sa13";2033;531.90284;-126.867045
"dec";"hd";"crazy";"Sa13";1800;283.194745;-170.27676
"feb";"hd";"crazy";"Sa13";2057;468.12027;267.417985
"jan";"hd";"crazy";"Sa13";2057.5;481.90422;369.83095
"jul";"hd";"crazy";"Sa13";1763.5;178.998285;27.500958
"jun";"hd";"crazy";"Sa13";1814;178.516305;142.765235
"mar";"hd";"crazy";"Sa13";2015;474.76642;178.46853
"may";"hd";"crazy";"Sa13";1702;279.31334;182.15805
"nov";"hd";"crazy";"Sa13";1711;258.58275;-142.662895
"oct";"hd";"crazy";"Sa13";2009.5;596.773385;-196.41967
"sep";"hd";"crazy";"Sa13";2194;672.50848;-166.107015
"apr";"str";"crazy";"Sa13";1673;97.55465;69.417995
"aug";"str";"crazy";"Sa13";1661;76.862305;0.04771725
"dec";"str";"crazy";"Sa13";1732;-143.57541;-88.58915
"feb";"str";"crazy";"Sa13";1677;90.893668;250.87276
"jan";"str";"crazy";"Sa13";1690;75.357414;302.30153
"jul";"str";"crazy";"Sa13";1883;-240.35551;16.9368017
"jun";"str";"crazy";"Sa13";1795;-186.64648;124.692635
"mar";"str";"crazy";"Sa13";1665;46.264867;199.23905
"may";"str";"crazy";"Sa13";1741;-244.90648;157.0259
"nov";"str";"crazy";"Sa13";1681;-239.38557;-115.005554
"oct";"str";"crazy";"Sa13";1581.5;166.48645;-98.69913
"sep";"str";"crazy";"Sa13";1549.5;225.22136;-56.236763
"apr";"tr";"crazy";"Sa13";1669;43.1857435;107.501363
"aug";"tr";"crazy";"Sa13";1634;38.58006;-11.3170186
"dec";"tr";"crazy";"Sa13";1806.5;-159.842785;-49.9847755
"feb";"tr";"crazy";"Sa13";1669;68.4437775;251.08552
"jan";"tr";"crazy";"Sa13";1642;27.1224115;344.95755
"jul";"tr";"crazy";"Sa13";1777;-245.66973;74.992715
"jun";"tr";"crazy";"Sa13";1719;-147.897995;161.18521
"mar";"tr";"crazy";"Sa13";1669;39.0984575;180.513445
"may";"tr";"crazy";"Sa13";1626;-188.47693;159.79935
"nov";"tr";"crazy";"Sa13";1611.5;-172.05068;-90.24767
"oct";"tr";"crazy";"Sa13";1560.5;103.626928;-78.969745
"sep";"tr";"crazy";"Sa13";1574;190.554025;-31.0403395
"apr";"hd";"month";"Sa14";1819;-215.22771;89.384452
"aug";"hd";"month";"Sa14";2004.5;346.99474;351.7262
"dec";"hd";"month";"Sa14";1899.5;334.224945;-221.32602
"feb";"hd";"month";"Sa14";1833.5;-141.2613275;-165.49485
"jan";"hd";"month";"Sa14";1795;68.2996525;-202.50061
"jul";"hd";"month";"Sa14";1833;51.2109;400.08975
"jun";"hd";"month";"Sa14";1809;-69.002969;351.57599
"mar";"hd";"month";"Sa14";1810;-186.55793;-142.42151
"may";"hd";"month";"Sa14";1801;-131.822538;296.83278
"nov";"hd";"month";"Sa14";1938;370.222595;-198.34822
"oct";"hd";"month";"Sa14";1936;398.657985;144.282215
"sep";"hd";"month";"Sa14";2027.5;377.945625;309.994965
"apr";"str";"month";"Sa14";1899;-252.97846;103.83698
"aug";"str";"month";"Sa14";1904;267.139275;370.17395
"dec";"str";"month";"Sa14";1838;230.891595;-216.9601
