"m";"condition";"task";"participant";"z";"X";"y"
"feb";"str";"month";"Sa14";1838;-161.18261;-194.181955
"jan";"str";"month";"Sa14";1799.5;23.4268235;-168.33516
"jul";"str";"month";"Sa14";1833;20.5760745;403.253965
"jun";"str";"month";"Sa14";1873;-169.57854;341.541525
"mar";"str";"month";"Sa14";1848;-224.047365;-115.563035
"may";"str";"month";"Sa14";1883;-209.376855;267.465745
"nov";"str";"month";"Sa14";1858;324.51358;-217.35427
"oct";"str";"month";"Sa14";1899;369.574795;-24.030285
"sep";"str";"month";"Sa14";1925.5;343.741915;320.506165
"apr";"tr";"month";"Sa14";1772.5;32.1769955;85.729642
"aug";"tr";"month";"Sa14";2266.5;288.194595;272.66617
"dec";"tr";"month";"Sa14";2146.5;290.93074;-209.359545
"feb";"tr";"month";"Sa14";1795;114.7311675;-164.48323
"jan";"tr";"month";"Sa14";1936;213.92178;-196.13398
"jul";"tr";"month";"Sa14";1952.5;206.72673;372.983
"jun";"tr";"month";"Sa14";1804.5;135.75701;318.82765
"mar";"tr";"month";"Sa14";1777;55.7991335;-111.207475
"may";"tr";"month";"Sa14";1759;61.095932;279.4088
"nov";"tr";"month";"Sa14";2194.5;327.63351;-137.636045
"oct";"tr";"month";"Sa14";2335.5;276.06227;89.272455
"sep";"tr";"month";"Sa14";2344;302.230345;221.1176
"apr";"hd";"crazy";"Sa20";1868;-60.879697;28.9701765
"aug";"hd";"crazy";"Sa20";1848;-69.375485;-25.2668295
"dec";"hd";"crazy";"Sa20";1920;-157.46701;-95.280528
"feb";"hd";"crazy";"Sa20";1838.5;-94.277547;134.62636
"jan";"hd";"crazy";"Sa20";1833;-85.168725;216.41989
"jul";"hd";"crazy";"Sa20";1909.5;-199.77309;5.1578705
"jun";"hd";"crazy";"Sa20";1920;-182.723375;48.16814
"mar";"hd";"crazy";"Sa20";1848;-120.947518;69.568219
"may";"hd";"crazy";"Sa20";1848;-205.44766;71.55325
"nov";"hd";"crazy";"Sa20";1838.5;-207.485605;-66.5708485
"oct";"hd";"crazy";"Sa20";1796;83.825448;-120.70791
"sep";"hd";"crazy";"Sa20";1690;109.21468;-17.457866
"apr";"str";"crazy";"Sa20";1863;-84.1206705;9.77650825
"aug";"str";"crazy";"Sa20";1868;-95.68772;-58.4024465
"dec";"str";"crazy";"Sa20";1899;-199.292055;-113.846372
"feb";"str";"crazy";"Sa20";1828.5;-125.791968;148.472785
"jan";"str";"crazy";"Sa20";1823.5;-135.634525;193.15464
"jul";"str";"crazy";"Sa20";1909.5;-235.580575;-8.36124475
"jun";"str";"crazy";"Sa20";1888.5;-229.659365;63.788595
"mar";"str";"crazy";"Sa20";1838;-126.93381;66.997085
"may";"str";"crazy";"Sa20";1853;-247.7893;62.97497
"nov";"str";"crazy";"Sa20";1799.5;-245.850305;-87.8336825
"oct";"str";"crazy";"Sa20";1805;38.5835225;-79.49161
"sep";"str";"crazy";"Sa20";1715.5;58.5509025;-8.849219
"apr";"tr";"crazy";"Sa20";2009;59.552061;34.893917
"aug";"tr";"crazy";"Sa20";2009;37.9513885;-66.26955
"dec";"tr";"crazy";"Sa20";1914.5;-69.8947335;-96.530065
"feb";"tr";"crazy";"Sa20";2003;60.839775;140.54666
"jan";"tr";"crazy";"Sa20";2003;71.31018;229.985
"jul";"tr";"crazy";"Sa20";1863;-93.62716;21.082245
"jun";"tr";"crazy";"Sa20";1925;-93.606305;68.533165
"mar";"tr";"crazy";"Sa20";1963.5;56.297508;77.12968
"may";"tr";"crazy";"Sa20";1853;-35.276891;96.70884
"nov";"tr";"crazy";"Sa20";1838;-43.8369255;-120.46653
"oct";"tr";"crazy";"Sa20";2120.5;156.45977;-140.830665
"sep";"tr";"crazy";"Sa20";2101;253.575935;-65.6547735
"apr";"hd";"month";"Sa20";1888.5;-362.501365;106.6304275
"aug";"hd";"month";"Sa20";2063;15.872291;-44.908495
"dec";"hd";"month";"Sa20";1677.5;-34.9834065;243.22448
"feb";"hd";"month";"Sa20";1745.5;-242.500315;167.98253
"jan";"hd";"month";"Sa20";1710.5;-184.110105;220.502795
"jul";"hd";"month";"Sa20";2057;-135.73784;-39.33725
"jun";"hd";"month";"Sa20";2057;-350.05643;7.13416875
"mar";"hd";"month";"Sa20";1843;-359.12093;116.824675
"may";"hd";"month";"Sa20";1894;-315.767655;53.3182185
"nov";"hd";"month";"Sa20";1763.5;75.97917;186.838385
"oct";"hd";"month";"Sa20";1894;117.166833;94.35566
"sep";"hd";"month";"Sa20";1980.5;91.075995;11.89178885
"apr";"str";"month";"Sa20";1888.5;-385.340285;82.08699
"aug";"str";"month";"Sa20";2082;28.7991825;-42.139387
"dec";"str";"month";"Sa20";1649;-50.1158315;257.738675
"feb";"str";"month";"Sa20";1719.5;-288.26145;173.124785
"jan";"str";"month";"Sa20";1673;-200.03793;233.85344
"jul";"str";"month";"Sa20";2039;-143.85071;-46.03383
"jun";"str";"month";"Sa20";2075.5;-328.408;-7.3261725
"mar";"str";"month";"Sa20";1818.5;-347.18481;109.905775
"may";"str";"month";"Sa20";1941.5;-355.443525;58.9971145
"nov";"str";"month";"Sa20";1736.5;77.483153;199.045425
"oct";"str";"month";"Sa20";1858;111.317753;97.78123
"sep";"str";"month";"Sa20";1958;70.624228;44.024457
"apr";"tr";"month";"Sa20";1759;-87.92915;96.249495
"aug";"tr";"month";"Sa20";2230;-67.716105;-58.6646
"dec";"tr";"month";"Sa20";1986;223.04794;231.084315
"feb";"tr";"month";"Sa20";1781.5;83.7455625;210.914665
"jan";"tr";"month";"Sa20";1848;175.77501;248.66633
"jul";"tr";"month";"Sa20";2057;-132.175915;-55.532595
"jun";"tr";"month";"Sa20";1894;-244.507025;-1.6003597
"mar";"tr";"month";"Sa20";1754.5;-36.6106645;160.583465
"may";"tr";"month";"Sa20";1799.5;-142.92938;78.17513
"nov";"tr";"month";"Sa20";2173.5;217.66865;160.58867
"oct";"tr";"month";"Sa20";2222.5;79.2632475;36.5333525
"sep";"tr";"month";"Sa20";2230;21.5338425;-33.5455045
"apr";"hd";"crazy";"Sa21";2027;1.7809924;177.69829
"aug";"hd";"crazy";"Sa21";2039;-5.342841;125.7598025
"dec";"hd";"crazy";"Sa21";2003;-92.18138;94.22281
"feb";"hd";"crazy";"Sa21";2063;-7.1654795;287.72136
"jan";"hd";"crazy";"Sa21";2027;-45.6378345;336.2334
"jul";"hd";"crazy";"Sa21";2003;-129.518858;159.03435
"jun";"hd";"crazy";"Sa21";2015;-106.515815;211.11957
"mar";"hd";"crazy";"Sa21";2033;-1.7809584;228.8145
"may";"hd";"crazy";"Sa21";2027;-110.7932375;225.942915
"nov";"hd";"crazy";"Sa21";1969;-108.24555;89.86291
"oct";"hd";"crazy";"Sa21";2027;69.66645;105.279285
"sep";"hd";"crazy";"Sa21";2063.5;96.88779;143.38785
"apr";"str";"crazy";"Sa21";1947;-158.414385;173.18124
"aug";"str";"crazy";"Sa21";1915;-158.23116;145.51091
"dec";"str";"crazy";"Sa21";1941.5;-218.236455;83.859255
"feb";"str";"crazy";"Sa21";1958;-152.998595;279.488695
"jan";"str";"crazy";"Sa21";1963.5;-178.99823;295.7578
"jul";"str";"crazy";"Sa21";1986;-272.442165;162.890615
"jun";"str";"crazy";"Sa21";1969;-249.62323;192.717865
"mar";"str";"crazy";"Sa21";1947;-155.128595;226.30761
"may";"str";"crazy";"Sa21";1980.5;-266.04258;225.493985
"nov";"str";"crazy";"Sa21";1952.5;-264.94152;85.196465
"oct";"str";"crazy";"Sa21";1899;-99.4389225;100.227347
"sep";"str";"crazy";"Sa21";1936.5;-16.487913;145.08022
"apr";"tr";"crazy";"Sa21";1915;-199.54297;186.59177
"aug";"tr";"crazy";"Sa21";1904;-221.275615;123.42748
"dec";"tr";"crazy";"Sa21";1883.5;-263.2274;58.77137
"feb";"tr";"crazy";"Sa21";1925.5;-217.210935;274.66684
"jan";"tr";"crazy";"Sa21";1952.5;-207.32325;313.37715
"jul";"tr";"crazy";"Sa21";1904;-329.00801;154.215945
"jun";"tr";"crazy";"Sa21";1915;-298.445295;199.509945
"mar";"tr";"crazy";"Sa21";1936.5;-209.9109;228.1198
"may";"tr";"crazy";"Sa21";1920;-310.848565;217.276085
"nov";"tr";"crazy";"Sa21";1904.5;-319.774995;83.0134765
"oct";"tr";"crazy";"Sa21";1909.5;-144.97344;89.9436625
"sep";"tr";"crazy";"Sa21";1931;-53.28091;125.8735725
"apr";"hd";"month";"Sa21";2003;-57.224022;166.511535
"aug";"hd";"month";"Sa21";1969;-89.3870825;127.57203
"dec";"hd";"month";"Sa21";1992;-130.09193;187.33507
"feb";"hd";"month";"Sa21";1997.5;-64.172419;214.06755
"jan";"hd";"month";"Sa21";1997.5;-103.7832;218.968445
"jul";"hd";"month";"Sa21";1969;-77.769645;124.87844
"jun";"hd";"month";"Sa21";1974.5;-84.026005;121.392085
"mar";"hd";"month";"Sa21";2003.5;-69.188795;197.882705
"may";"hd";"month";"Sa21";1980.5;-53.69076;145.559545
"nov";"hd";"month";"Sa21";1991.5;-116.90283;182.89528
"oct";"hd";"month";"Sa21";1991.5;-141.83705;158.566315
"sep";"hd";"month";"Sa21";1991.5;-130.66069;152.177105
"apr";"str";"month";"Sa21";1941.5;-222.658005;160.697175
"aug";"str";"month";"Sa21";1958;-277.549725;122.37593
"dec";"str";"month";"Sa21";1992;-277.31612;184.78651
"feb";"str";"month";"Sa21";1958;-248.76444;212.66609
"jan";"str";"month";"Sa21";1975;-257.32969;216.744645
"jul";"str";"month";"Sa21";1958;-244.21439;111.038065
"jun";"str";"month";"Sa21";1931.5;-238.861115;109.947465
"mar";"str";"month";"Sa21";1952.5;-231.724255;195.431395
"may";"str";"month";"Sa21";1931.5;-228.28568;140.23753
"nov";"str";"month";"Sa21";1981;-285.138105;179.51053
"oct";"str";"month";"Sa21";1969.5;-279.277665;161.833855
"sep";"str";"month";"Sa21";1969.5;-273.615295;141.447115
"apr";"tr";"month";"Sa21";1930.5;-286.64553;186.60132
"aug";"tr";"month";"Sa21";1893.5;-341.9731;147.95874
"dec";"tr";"month";"Sa21";1920;-346.89653;193.999515
"feb";"tr";"month";"Sa21";1909.5;-304.95255;223.17814
"jan";"tr";"month";"Sa21";1925;-337.65143;224.81321
"jul";"tr";"month";"Sa21";1909.5;-319.88878;123.015025
"jun";"tr";"month";"Sa21";1899;-295.1786;126.840895
"mar";"tr";"month";"Sa21";1909.5;-306.00238;200.69525
"may";"tr";"month";"Sa21";1904.5;-291.8798;160.385465
"nov";"tr";"month";"Sa21";1909.5;-351.432705;189.45467
"oct";"tr";"month";"Sa21";1909.5;-352.303665;177.05921
"sep";"tr";"month";"Sa21";1909.5;-339.8396;158.32753
"apr";"hd";"crazy";"Sa22";1723;149.61383;164.57518
"aug";"hd";"crazy";"Sa22";1726;217.737245;-49.038297
"dec";"hd";"crazy";"Sa22";1614.5;-91.762857;-179.426355
"feb";"hd";"crazy";"Sa22";1886;155.51676;312.86742
"jan";"hd";"crazy";"Sa22";1895.5;95.2118885;375.01577
"jul";"hd";"crazy";"Sa22";1694.5;-240.793135;106.473255
"jun";"hd";"crazy";"Sa22";1694;-143.467755;197.511055
"mar";"hd";"crazy";"Sa22";1819;134.01164;255.01123
"may";"hd";"crazy";"Sa22";1714.5;-75.2315175;230.67619
"nov";"hd";"crazy";"Sa22";1633.5;-84.172755;-179.50623
"oct";"hd";"crazy";"Sa22";1851;278.25306;-188.461375
"sep";"hd";"crazy";"Sa22";1912.5;291.84166;30.2361805
"apr";"str";"crazy";"Sa22";1589;-52.4316925;83.95911
"aug";"str";"crazy";"Sa22";1563.5;-89.549485;-65.573111
"dec";"str";"crazy";"Sa22";1581;-266.32996;-181.85507
"feb";"str";"crazy";"Sa22";1724;-42.115028;290.23865
"jan";"str";"crazy";"Sa22";1741;-76.97774;379.36873
"jul";"str";"crazy";"Sa22";1728.5;-374.48784;70.424415
"jun";"str";"crazy";"Sa22";1702.5;-305.28165;176.14831
"mar";"str";"crazy";"Sa22";1673;-77.183517;246.93921
"may";"str";"crazy";"Sa22";1677.5;-318.252815;195.29596
"nov";"str";"crazy";"Sa22";1588.5;-267.41365;-174.90062
"oct";"str";"crazy";"Sa22";1596;116.138735;-148.22977
"sep";"str";"crazy";"Sa22";1629.5;157.779665;63.72262
"apr";"tr";"crazy";"Sa22";1665;-20.240816;135.9028
"aug";"tr";"crazy";"Sa22";1685.5;-24.5434255;-30.692142
"dec";"tr";"crazy";"Sa22";1653;-212.02874;-175.5093
"feb";"tr";"crazy";"Sa22";1768;-65.16666;284.90796
"jan";"tr";"crazy";"Sa22";1790.5;-52.5957815;349.56058
"jul";"tr";"crazy";"Sa22";1719;-325.17519;99.882613
"jun";"tr";"crazy";"Sa22";1732;-279.7353;201.529725
"mar";"tr";"crazy";"Sa22";1754.5;-74.32324;227.4486
"may";"tr";"crazy";"Sa22";1715;-246.742115;173.92364
"nov";"tr";"crazy";"Sa22";1637.5;-186.298285;-139.265975
"oct";"tr";"crazy";"Sa22";1710.5;103.40029;-114.00356
"sep";"tr";"crazy";"Sa22";1723;92.13104;73.18224
"apr";"hd";"month";"Sa22";2146.5;115.172273;-1.85825815
"aug";"hd";"month";"Sa22";1818.5;-100.951548;-41.86062
"dec";"hd";"month";"Sa22";1843;0.0582092999999999;271.69104
"feb";"hd";"month";"Sa22";2237;165.907265;136.30137
"jan";"hd";"month";"Sa22";2252;185.663605;259.016845
"jul";"hd";"month";"Sa22";1863;-98.838877;-87.356125
"jun";"hd";"month";"Sa22";2127;67.489485;-89.231745
"mar";"hd";"month";"Sa22";2127;123.372813;52.0530585
"may";"hd";"month";"Sa22";2133.5;141.336875;-22.7208415
"nov";"hd";"month";"Sa22";1799.5;-38.817972;194.313
"oct";"hd";"month";"Sa22";1768;-162.73261;107.46492
"sep";"hd";"month";"Sa22";1786;-155.75902;9.3848927
"apr";"str";"month";"Sa22";1936.5;85.8139455;20.402316
"aug";"str";"month";"Sa22";1883.5;-367.821625;-23.0247515
"dec";"str";"month";"Sa22";1800.5;-298.59552;264.310235
"feb";"str";"month";"Sa22";1864;109.6183665;203.398345
"jan";"str";"month";"Sa22";1863;111.030323;322.86281
"jul";"str";"month";"Sa22";1879;-293.625185;-94.1725375
"jun";"str";"month";"Sa22";1858;-16.224808;-110.39038
"mar";"str";"month";"Sa22";1904;89.49046;112.979677
"may";"str";"month";"Sa22";1899.5;93.7939025;-11.079101
"nov";"str";"month";"Sa22";1833;-327.679445;191.575985
"oct";"str";"month";"Sa22";1888.5;-424.10092;87.144158
"sep";"str";"month";"Sa22";1883;-359.71576;-2.9923165
"apr";"tr";"month";"Sa22";1981;102.2063025;41.224953
"aug";"tr";"month";"Sa22";1879;-306.564205;-11.327468
"dec";"tr";"month";"Sa22";1868.5;-274.98724;259.142745
"feb";"tr";"month";"Sa22";1992.5;133.178053;222.73268
"jan";"tr";"month";"Sa22";1964;63.816435;301.166625
"jul";"tr";"month";"Sa22";1858;-256.459625;-81.078083
"jun";"tr";"month";"Sa22";1910.5;-11.973423;-145.883525
"mar";"tr";"month";"Sa22";1974.5;84.5496465;69.444917
"may";"tr";"month";"Sa22";2003;96.988525;-20.87129
"nov";"tr";"month";"Sa22";1863;-327.91826;187.619
"oct";"tr";"month";"Sa22";1899;-376.5449;120.912785
"sep";"tr";"month";"Sa22";1873.5;-340.130495;32.5008155
"apr";"hd";"crazy";"Sa23";1763.5;107.2618;206.882125
"aug";"hd";"crazy";"Sa23";1750;175.896585;12.53001635
"dec";"hd";"crazy";"Sa23";1790.5;-21.7274016;-83.29232
"feb";"hd";"crazy";"Sa23";1768;104.55085;359.81124
"jan";"hd";"crazy";"Sa23";1768;70.446146;399.3847
"jul";"hd";"crazy";"Sa23";1858;-86.5068;164.51094
"jun";"hd";"crazy";"Sa23";1843.5;0.2032205;245.49517
"mar";"hd";"crazy";"Sa23";1768;107.60566;300.979935
"may";"hd";"crazy";"Sa23";1795.5;-67.292347;244.739735
"nov";"hd";"crazy";"Sa23";1719;-77.641165;-95.337826
"oct";"hd";"crazy";"Sa23";1634;300.48327;-58.610833
"sep";"hd";"crazy";"Sa23";1603.5;357.14549;105.703045
"apr";"str";"crazy";"Sa23";1736.5;54.267393;232.718505
"aug";"str";"crazy";"Sa23";1727.5;110.042165;72.3538475
"dec";"str";"crazy";"Sa23";1781.5;-58.87733;-52.7435175
"feb";"str";"crazy";"Sa23";1777;33.9935245;365.783665
"jan";"str";"crazy";"Sa23";1781.5;46.603448;428.43477
"jul";"str";"crazy";"Sa23";1863;-108.852515;165.8221
"jun";"str";"crazy";"Sa23";1873;-63.554175;245.419635
"mar";"str";"crazy";"Sa23";1754.5;39.57172;325.792555
"may";"str";"crazy";"Sa23";1820;-106.275305;282.992405
"nov";"str";"crazy";"Sa23";1728;-103.5140075;-65.9829785
"oct";"str";"crazy";"Sa23";1626;318.522925;4.2565455
"sep";"str";"crazy";"Sa23";1618.5;360.16035;150.590685
"apr";"tr";"crazy";"Sa23";1777;40.665821;222.180405
"aug";"tr";"crazy";"Sa23";1754.5;101.496045;48.728215
"dec";"tr";"crazy";"Sa23";1786;-62.388858;-41.157288
"feb";"tr";"crazy";"Sa23";1804.5;24.9385655;344.60412
"jan";"tr";"crazy";"Sa23";1790.5;9.3050665;373.147965
"jul";"tr";"crazy";"Sa23";1833.5;-129.033465;170.279275
"jun";"tr";"crazy";"Sa23";1858;-83.0413275;238.3653
"mar";"tr";"crazy";"Sa23";1763.5;30.4541865;303.22978
"may";"tr";"crazy";"Sa23";1777;-90.02705;271.104035
"nov";"tr";"crazy";"Sa23";1719;-90.721735;-47.506554
"oct";"tr";"crazy";"Sa23";1685.5;264.50302;-53.61182
"sep";"tr";"crazy";"Sa23";1665;307.98485;137.522257
"apr";"hd";"month";"Sa23";1790.5;51.5824975;86.5693225
"aug";"hd";"month";"Sa23";2075.5;346.157625;22.1085845
"dec";"hd";"month";"Sa23";2107.5;415.418485;400.10367
"feb";"hd";"month";"Sa23";1804.5;85.009892;330.17675
"jan";"hd";"month";"Sa23";1823.5;132.57455;385.35327
"jul";"hd";"month";"Sa23";1936.5;217.010415;-47.667208
"jun";"hd";"month";"Sa23";1894;103.52014;-30.9014185
"mar";"hd";"month";"Sa23";1790.5;41.958805;140.21236
"may";"hd";"month";"Sa23";1843;35.1466725;-14.515983
"nov";"hd";"month";"Sa23";2174;441.64999;352.2533
"oct";"hd";"month";"Sa23";2208.5;444.98523;217.184015
"sep";"hd";"month";"Sa23";2187.5;414.3687;156.145395
"apr";"str";"month";"Sa23";1863;-250.24146;67.908833
"aug";"str";"month";"Sa23";1894;161.17314;-29.275007
"dec";"str";"month";"Sa23";1824;147.297105;402.29534
"feb";"str";"month";"Sa23";1828.5;-222.113585;352.670085
"jan";"str";"month";"Sa23";1819;-152.772835;414.847115
"jul";"str";"month";"Sa23";1868;-19.438491;-30.9882515
"jun";"str";"month";"Sa23";1878;-131.510812;-42.1732195
"mar";"str";"month";"Sa23";1804.5;-289.9521;149.289015
"may";"str";"month";"Sa23";1863;-226.27029;-40.3210895
"nov";"str";"month";"Sa23";1868;294.28599;406.39128
"oct";"str";"month";"Sa23";1863;341.54153;281.48062
"sep";"str";"month";"Sa23";1894;342.0817;180.90854
"apr";"tr";"month";"Sa23";1768;-176.514805;91.80539
"aug";"tr";"month";"Sa23";1868;237.16614;61.819195
"dec";"tr";"month";"Sa23";1833.5;139.064475;393.74312
"feb";"tr";"month";"Sa23";1768;-168.67807;288.69823
"jan";"tr";"month";"Sa23";1772.5;-152.02343;371.15776
"jul";"tr";"month";"Sa23";1883.5;154.161285;-13.065846
"jun";"tr";"month";"Sa23";1833.5;60.4664405;-6.4508875
"mar";"tr";"month";"Sa23";1759;-184.161315;136.20588
"may";"tr";"month";"Sa23";1768;-123.904215;-12.312999
"nov";"tr";"month";"Sa23";1873;213.373855;401.776075
"oct";"tr";"month";"Sa23";1838.5;312.75808;278.32947
"sep";"tr";"month";"Sa23";1833;319.10211;190.521835
"apr";"hd";"crazy";"Sa24";1772.5;44.017599;143.856755
"aug";"hd";"crazy";"Sa24";1741;58.5464955;92.87257
"dec";"hd";"crazy";"Sa24";1899;-21.7161345;-25.149561
"feb";"hd";"crazy";"Sa24";1790.5;31.0950165;393.90117
"jan";"hd";"crazy";"Sa24";1790.5;-64.59011;382.75434
"jul";"hd";"crazy";"Sa24";1878;-101.87196;148.499715
"jun";"hd";"crazy";"Sa24";1894;-67.4486435;217.053785
"mar";"hd";"crazy";"Sa24";1819;-28.1478573;260.76482
"may";"hd";"crazy";"Sa24";1814;-100.213468;261.942285
"nov";"hd";"crazy";"Sa24";1824;-125.12335;-11.2909955
"oct";"hd";"crazy";"Sa24";1618.5;188.51866;-9.2998985
"sep";"hd";"crazy";"Sa24";1581.5;204.46733;47.7791465
"apr";"str";"crazy";"Sa24";1736.5;24.1023615;174.58968
"aug";"str";"crazy";"Sa24";1759;29.0205915;124.890615
"dec";"str";"crazy";"Sa24";1904.5;-56.00836;-69.894781
"feb";"str";"crazy";"Sa24";1838.5;-42.585653;317.81256
"jan";"str";"crazy";"Sa24";1800.5;-50.14452;376.989475
"jul";"str";"crazy";"Sa24";1895;-98.358715;146.25508
"jun";"str";"crazy";"Sa24";1926;-62.8447415;218.332825
"mar";"str";"crazy";"Sa24";1878.5;-74.634961;198.396745
"may";"str";"crazy";"Sa24";1890;-145.37114;210.135755
"nov";"str";"crazy";"Sa24";1853;-148.636945;-56.9566215
"oct";"str";"crazy";"Sa24";1585;107.0117025;-20.6012475
"sep";"str";"crazy";"Sa24";1607;93.892035;80.9790125
"apr";"tr";"crazy";"Sa24";1853;183.000365;179.50444
"aug";"tr";"crazy";"Sa24";1838.5;236.186705;14.356118
"dec";"tr";"crazy";"Sa24";1874;19.0286368;-38.9187095
"feb";"tr";"crazy";"Sa24";1843;138.951625;375.94313
"jan";"tr";"crazy";"Sa24";1790.5;85.47879;375.522
"jul";"tr";"crazy";"Sa24";1829;17.0575835;162.8802
"jun";"tr";"crazy";"Sa24";1868.5;9.6358705;201.389035
"mar";"tr";"crazy";"Sa24";1814;131.29463;257.91843
"may";"tr";"crazy";"Sa24";1773.5;-24.5521;245.1487
"nov";"tr";"crazy";"Sa24";1781.5;-25.119124;-58.14537
"oct";"tr";"crazy";"Sa24";1795;315.5914;-28.0793125
"sep";"tr";"crazy";"Sa24";1786;313.19745;64.284414
"apr";"hd";"month";"Sa24";1828.5;73.8413015;177.97617
"aug";"hd";"month";"Sa24";2058.5;-326.23802;-36.640206
"dec";"hd";"month";"Sa24";2259;-158.470845;130.2682
"feb";"hd";"month";"Sa24";2063;70.523452;220.817135
"jan";"hd";"month";"Sa24";2201;-90.692192;177.788615
"jul";"hd";"month";"Sa24";1936.5;-314.464295;-40.59548525
"jun";"hd";"month";"Sa24";1888.5;-286.04373;-29.905419
"mar";"hd";"month";"Sa24";1868.5;128.206835;181.65616
"may";"hd";"month";"Sa24";1795;8.0277425;84.16751
"nov";"hd";"month";"Sa24";2230;-246.95922;96.81913
"oct";"hd";"month";"Sa24";2251.5;-284.27839;39.0758305
"sep";"hd";"month";"Sa24";2208;-318.66443;5.8021422
"apr";"str";"month";"Sa24";1828.5;-78.79083;139.81554
"aug";"str";"month";"Sa24";2160.5;-377.2144;-110.497215
"dec";"str";"month";"Sa24";2312;-133.204955;116.8428805
"feb";"str";"month";"Sa24";2057;7.1880908;210.767025
"jan";"str";"month";"Sa24";2289;-80.016878;162.914055
"jul";"str";"month";"Sa24";2063;-351.40146;-115.407622
"jun";"str";"month";"Sa24";1931.5;-330.944395;-44.2954965
"mar";"str";"month";"Sa24";1883.5;-22.79371215;201.809295
"may";"str";"month";"Sa24";1843;-169.971025;81.784805
"nov";"str";"month";"Sa24";2327;-165.539045;103.641615
"oct";"str";"month";"Sa24";2304.5;-253.636675;55.2615465
"sep";"str";"month";"Sa24";2259;-320.3837;-38.723343
"apr";"tr";"month";"Sa24";1750;74.49868;167.091625
"aug";"tr";"month";"Sa24";1759.5;-340.59069;-42.8565925
"dec";"tr";"month";"Sa24";2039;-240.12368;120.375272
"feb";"tr";"month";"Sa24";2003.5;-35.1188385;208.784615
"jan";"tr";"month";"Sa24";2088;-196.39962;170.676955
"jul";"tr";"month";"Sa24";1732;-301.489635;-24.0632945
"jun";"tr";"month";"Sa24";1657.5;-243.337355;-23.1159195
"mar";"tr";"month";"Sa24";1772.5;69.8313875;185.296235
"may";"tr";"month";"Sa24";1645.5;-36.2442405;88.490935
"nov";"tr";"month";"Sa24";2045;-311.412075;101.50725
"oct";"tr";"month";"Sa24";1997.5;-336.02417;87.506255
"sep";"tr";"month";"Sa24";1925.5;-355.294205;39.275547
"apr";"hd";"crazy";"Sa25";1828.5;135.0771;152.400285
"aug";"hd";"crazy";"Sa25";1750;78.506902;7.4467767
"dec";"hd";"crazy";"Sa25";1800;-157.753595;-238.194345
"feb";"hd";"crazy";"Sa25";1878;111.934265;428.263715
"jan";"hd";"crazy";"Sa25";1953.5;110.08385;531.9974
"jul";"hd";"crazy";"Sa25";1853;-218.931115;181.689185
"jun";"hd";"crazy";"Sa25";1909.5;-196.53162;313.199125
"mar";"hd";"crazy";"Sa25";1858;102.5050375;320.004255
"may";"hd";"crazy";"Sa25";1833;-148.231445;359.41964
"nov";"hd";"crazy";"Sa25";1768;-214.226515;-187.90998
"oct";"hd";"crazy";"Sa25";1754.5;432.31192;-160.80498
"sep";"hd";"crazy";"Sa25";1828.5;531.821175;-114.341295
"apr";"str";"crazy";"Sa25";1763.5;61.627396;145.462305
"aug";"str";"crazy";"Sa25";1754.5;17.028016;55.243335
"dec";"str";"crazy";"Sa25";1768;-165.89162;-243.95834
"feb";"str";"crazy";"Sa25";1838;65.2639355;443.60805
"jan";"str";"crazy";"Sa25";1806;119.778765;455.53023
"jul";"str";"crazy";"Sa25";1838;-238.483415;185.741695
"jun";"str";"crazy";"Sa25";1853;-163.50716;297.58304
"mar";"str";"crazy";"Sa25";1786;80.972157;348.99875
"may";"str";"crazy";"Sa25";1828.5;-185.962255;335.088945
"nov";"str";"crazy";"Sa25";1727.5;-244.58169;-204.63237
"oct";"str";"crazy";"Sa25";1698;320.95601;-125.348285
"sep";"str";"crazy";"Sa25";1732;455.55286;10.1229995
"apr";"tr";"crazy";"Sa25";2147;361.60443;141.922975
"aug";"tr";"crazy";"Sa25";2039;302.77136;-67.11352
"dec";"tr";"crazy";"Sa25";1848;288.84758;-218.272995
"feb";"tr";"crazy";"Sa25";2153;306.60156;415.03378
"jan";"tr";"crazy";"Sa25";2114;259.0604;466.25677
"jul";"tr";"crazy";"Sa25";1763.5;325.02326;149.166605
"jun";"tr";"crazy";"Sa25";1868;223.894585;295.5242
"mar";"tr";"crazy";"Sa25";2174;377.62434;282.15879
"may";"tr";"crazy";"Sa25";1873;308.01611;330.693435
"nov";"tr";"crazy";"Sa25";1732;302.43353;-225.59308
"oct";"tr";"crazy";"Sa25";2443;375.114825;-158.14006
"sep";"tr";"crazy";"Sa25";2619;304.790235;-149.990745
"apr";"hd";"month";"Sa25";1992;392.14723;-17.2972325
"aug";"hd";"month";"Sa25";1920.5;-86.2133225;-203.830865
"dec";"hd";"month";"Sa25";2069.5;-331.01906;189.509345
"feb";"hd";"month";"Sa25";2051;546.595935;167.159338
"jan";"hd";"month";"Sa25";2088;649.0827;258.4976
"jul";"hd";"month";"Sa25";2049;-49.5105724;-184.880405
"jun";"hd";"month";"Sa25";2127;152.91268;-182.922255
"mar";"hd";"month";"Sa25";1980;477.96545;3.4385474
"may";"hd";"month";"Sa25";2045;262.08474;-122.41766
"nov";"hd";"month";"Sa25";1980.5;-269.09126;136.0487
"oct";"hd";"month";"Sa25";1965;-236.52093;6.760814
