"m";"condition";"task";"participant";"z";"X";"y"
"may";"str";"month";"Co5";1704.5;-120.571115;145.0402875
"nov";"str";"month";"Co5";1732.25;-177.5802275;191.774865
"oct";"str";"month";"Co5";1730;-194.6464475;184.79606
"sep";"str";"month";"Co5";1708.75;-205.5865875;168.4983075
"apr";"tr";"month";"Co5";1643.75;-198.496205;162.6331625
"aug";"tr";"month";"Co5";1624;-289.8092675;152.96947
"dec";"tr";"month";"Co5";1645.5;-290.3780375;218.053235
"feb";"tr";"month";"Co5";1649.75;-226.1821375;189.8349925
"jan";"tr";"month";"Co5";1648;-273.541045;194.60216
"jul";"tr";"month";"Co5";1611;-304.001753333333;137.005026666667
"jun";"tr";"month";"Co5";1628;-269.194155;125.71033125
"mar";"tr";"month";"Co5";1661.5;-225.602545;174.5905325
"may";"tr";"month";"Co5";1649.33333333333;-233.564856666667;133.574523333333
"nov";"tr";"month";"Co5";1653.25;-281.7958575;195.22996
"oct";"tr";"month";"Co5";1628;-311.44077;171.1536875
"sep";"tr";"month";"Co5";1624.25;-298.1127175;155.7589975
"apr";"hd";"crazy";"Co6";1916.25;39.18835275;197.6183125
"aug";"hd";"crazy";"Co6";1733;182.9482875;-6.11310325
"dec";"hd";"crazy";"Co6";1810.5;-231.8388975;-221.9556075
"feb";"hd";"crazy";"Co6";2015.75;-113.0205235;443.4074575
"jan";"hd";"crazy";"Co6";2117.25;-164.87824;527.6969775
"jul";"hd";"crazy";"Co6";1963.75;-375.89975;51.469119
"jun";"hd";"crazy";"Co6";2019;-260.8694425;127.203837375
"mar";"hd";"crazy";"Co6";1947.25;-131.9284745;316.7388825
"may";"hd";"crazy";"Co6";1941.75;-309.7622675;274.2947525
"nov";"hd";"crazy";"Co6";1805.25;-368.46075;-181.187805
"oct";"hd";"crazy";"Co6";1801.75;277.1311725;-214.119765
"sep";"hd";"crazy";"Co6";1888.66666666667;405.658143333333;-53.6138365666667
"apr";"str";"crazy";"Co6";1995.5;146.6867225;145.9372665
"aug";"str";"crazy";"Co6";1841.25;254.4794475;-30.49720575
"dec";"str";"crazy";"Co6";1764;-117.806774;-244.2518025
"feb";"str";"crazy";"Co6";2060.5;-75.896675;453.09979
"jan";"str";"crazy";"Co6";2067.25;-170.905769;526.9871225
"jul";"str";"crazy";"Co6";1906.75;-333.0900175;19.029505
"jun";"str";"crazy";"Co6";1976.5;-251.001725;153.2178125
"mar";"str";"crazy";"Co6";2005;-60.916153;393.923725
"may";"str";"crazy";"Co6";1949;-331.8913075;141.4306225
"nov";"str";"crazy";"Co6";1745.25;-356.332745;-220.15771
"oct";"str";"crazy";"Co6";2009.75;400.093305;-229.92472
"sep";"str";"crazy";"Co6";2113;514.995035;-44.061009
"apr";"tr";"crazy";"Co6";1946.75;-1.8404065;198.94773375
"aug";"tr";"crazy";"Co6";2003.75;186.16981;-67.37966125
"dec";"tr";"crazy";"Co6";1817.25;-204.3322675;-220.4599275
"feb";"tr";"crazy";"Co6";2042;-148.98514625;425.401705
"jan";"tr";"crazy";"Co6";2045;-291.2472475;522.21393
"jul";"tr";"crazy";"Co6";1836;-405.3162625;66.9172075
"jun";"tr";"crazy";"Co6";1925.5;-293.2899775;163.0938135
"mar";"tr";"crazy";"Co6";1933;-206.49051875;299.48206
"may";"tr";"crazy";"Co6";1841.5;-347.12404;283.7813
"nov";"tr";"crazy";"Co6";1709.75;-350.4228425;-144.381745
"oct";"tr";"crazy";"Co6";2063.75;252.8769375;-276.2607525
"sep";"tr";"crazy";"Co6";2088.75;293.07078;-71.92279625
"apr";"hd";"month";"Co6";2082.5;440.795985;121.10816025
"aug";"hd";"month";"Co6";1985;-512.834165;-78.72141
"dec";"hd";"month";"Co6";1981.25;-316.0190325;427.0727925
"feb";"hd";"month";"Co6";2133.75;222.6580625;466.9179975
"jan";"hd";"month";"Co6";2111.25;34.5223515;521.6104225
"jul";"hd";"month";"Co6";1848.75;-205.69858;-343.8422425
"jun";"hd";"month";"Co6";1846;77.876945;-361.5245775
"mar";"hd";"month";"Co6";2018.25;247.5987425;372.13723
"may";"hd";"month";"Co6";2017.75;359.960235;-8.36860000000001
"nov";"hd";"month";"Co6";1975;-434.2925675;339.7566725
"oct";"hd";"month";"Co6";2020.75;-543.7585825;143.970929
"sep";"hd";"month";"Co6";1987;-573.3674375;47.389256
"apr";"str";"month";"Co6";2108.5;349.14298;164.13405
"aug";"str";"month";"Co6";2065;-511.892865;-141.435915
"dec";"str";"month";"Co6";1999.25;-304.572225;462.4048175
"feb";"str";"month";"Co6";2076;175.146908333333;393.03659
"jan";"str";"month";"Co6";2033;69.1805635;479.3499375
"jul";"str";"month";"Co6";1807.25;-317.02717;-340.4531425
"jun";"str";"month";"Co6";1845.75;82.9479985;-375.0874825
"mar";"str";"month";"Co6";2037.75;240.1110825;333.1738175
"may";"str";"month";"Co6";1989.5;311.6192225;-11.78853125
"nov";"str";"month";"Co6";1977.75;-449.4054325;385.0167875
"oct";"str";"month";"Co6";2004;-609.213075;140.2562
"sep";"str";"month";"Co6";1986.75;-563.569145;-24.08022425
"apr";"tr";"month";"Co6";2619;163.9136425;134.166985
"aug";"tr";"month";"Co6";1721.5;-378.823405;-169.8938025
"dec";"tr";"month";"Co6";1992.5;-236.8487625;504.9054125
"feb";"tr";"month";"Co6";2354;73.73894;325.815986666667
"jan";"tr";"month";"Co6";2304.5;-25.038395;444.143765
"jul";"tr";"month";"Co6";1903;23.554855625;-324.8366125
"jun";"tr";"month";"Co6";2131.25;162.0874775;-317.3615475
"mar";"tr";"month";"Co6";2508.75;171.667795;172.56382175
"may";"tr";"month";"Co6";2524;184.4934925;-96.3629185
"nov";"tr";"month";"Co6";1792;-341.281455;420.067515
"oct";"tr";"month";"Co6";1747.66666666667;-510.224536666667;152.225166666667
"sep";"tr";"month";"Co6";1692.25;-505.298335;48.23630975
"apr";"hd";"crazy";"Co7";1869.5;-41.4941631;284.2836125
"aug";"hd";"crazy";"Co7";1757.5;65.5188235;116.2984535
"dec";"hd";"crazy";"Co7";1932;-362.4978825;-185.1035475
"feb";"hd";"crazy";"Co7";1978.75;-21.88242075;440.618385
"jan";"hd";"crazy";"Co7";1928.25;-45.80284625;480.9659075
"jul";"hd";"crazy";"Co7";2057.75;-403.738945;44.353567675
"jun";"hd";"crazy";"Co7";2084.75;-354.05334;133.12285625
"mar";"hd";"crazy";"Co7";1896;-22.674793;387.4754875
"may";"hd";"crazy";"Co7";1933.25;-372.8683825;262.4697925
"nov";"hd";"crazy";"Co7";1989.5;-445.21316;-176.3025525
"oct";"hd";"crazy";"Co7";1858;383.9713425;-129.5731825
"sep";"hd";"crazy";"Co7";1918.5;402.386985;150.5628825
"apr";"str";"crazy";"Co7";1844.25;-133.4754125;267.4110325
"aug";"str";"crazy";"Co7";1770.75;-113.7143035;87.15329575
"dec";"str";"crazy";"Co7";1943.25;-386.6015225;-169.32678
"feb";"str";"crazy";"Co7";1897.75;-140.849315;416.1812825
"jan";"str";"crazy";"Co7";1896.5;-166.278875;480.1505325
"jul";"str";"crazy";"Co7";2079.5;-417.9175175;115.860815
"jun";"str";"crazy";"Co7";2037.5;-367.839865;191.1635475
"mar";"str";"crazy";"Co7";1897.5;-135.3371285;390.73477
"may";"str";"crazy";"Co7";2057;-476.5586725;160.7701525
"nov";"str";"crazy";"Co7";1950;-476.318575;-191.62862
"oct";"str";"crazy";"Co7";1686.5;224.6613025;-48.195143325
"sep";"str";"crazy";"Co7";1677;200.5572675;152.596105
"apr";"tr";"crazy";"Co7";1819;-239.9543425;281.4276625
"aug";"tr";"crazy";"Co7";1744;-112.202549;69.7514445
"dec";"tr";"crazy";"Co7";1798.25;-402.3265925;-156.334325
"feb";"tr";"crazy";"Co7";1866.75;-180.0033175;392.7080825
"jan";"tr";"crazy";"Co7";1869;-213.1441325;452.6612625
"jul";"tr";"crazy";"Co7";1890;-477.0227675;97.3766015
"jun";"tr";"crazy";"Co7";1894;-426.80058;168.3819425
"mar";"tr";"crazy";"Co7";1833.75;-168.32597;358.1241025
"may";"tr";"crazy";"Co7";1828.5;-479.649495;231.82543
"nov";"tr";"crazy";"Co7";1809.75;-475.6851175;-132.1799
"oct";"tr";"crazy";"Co7";1770.5;178.28581;-40.2520625
"sep";"tr";"crazy";"Co7";1792.25;170.8563425;153.1179625
"apr";"hd";"month";"Co7";2180;404.1605975;-131.30114675
"aug";"hd";"month";"Co7";1796.25;-100.8425704;-106.240614
"dec";"hd";"month";"Co7";1926.75;-73.482681;434.8009725
"feb";"hd";"month";"Co7";2197;323.6338975;331.25785
"jan";"hd";"month";"Co7";2160.75;230.0019875;435.3319275
"jul";"hd";"month";"Co7";1824.25;-50.884747;-227.99313
"jun";"hd";"month";"Co7";2073.75;241.5430025;-414.8867025
"mar";"hd";"month";"Co7";2269.5;405.1391525;220.16154
"may";"hd";"month";"Co7";2232.25;328.2434775;-291.716199
"nov";"hd";"month";"Co7";1871.25;-108.730085;328.161805
"oct";"hd";"month";"Co7";1836.75;-164.30905625;173.28153
"sep";"hd";"month";"Co7";1821.75;-174.703435;74.4981835
"apr";"str";"month";"Co7";1774.75;246.226355;42.3516135
"aug";"str";"month";"Co7";1868.25;-391.98866;-12.17885625
"dec";"str";"month";"Co7";1865.5;-262.2336125;421.5245675
"feb";"str";"month";"Co7";1786.25;112.76049575;363.20036
"jan";"str";"month";"Co7";1852.75;51.7744165;442.7618475
"jul";"str";"month";"Co7";1842;-374.6628125;-166.18386375
"jun";"str";"month";"Co7";1861.25;123.2108815;-385.555265
"mar";"str";"month";"Co7";1783.75;183.0364625;303.3014225
"may";"str";"month";"Co7";1794.5;236.3746625;-248.914745
"nov";"str";"month";"Co7";1899.75;-331.6190775;344.238125
"oct";"str";"month";"Co7";1889.25;-380.33736;241.723555
"sep";"str";"month";"Co7";1843;-375.840695;50.249979
"apr";"tr";"month";"Co7";1741.66666666667;96.45044;81.0588813333333
"aug";"tr";"month";"Co7";1794.75;-437.190625;17.898926
"dec";"tr";"month";"Co7";1819.5;-346.3139;369.1228275
"feb";"tr";"month";"Co7";1768;-42.5873955;342.157175
"jan";"tr";"month";"Co7";1819.5;-61.36465975;409.11175
"jul";"tr";"month";"Co7";1722.5;-343.7301675;-189.1234735
"jun";"tr";"month";"Co7";1768.75;3.01616575;-298.14796
"mar";"tr";"month";"Co7";1744.66666666667;13.7103963333333;281.659533333333
"may";"tr";"month";"Co7";1775.5;118.1897525;-100.1418775
"nov";"tr";"month";"Co7";1842;-412.5850975;273.3552175
"oct";"tr";"month";"Co7";1817.25;-447.4274125;213.1302175
"sep";"tr";"month";"Co7";1819.25;-448.5879225;137.254374
"apr";"hd";"crazy";"Co8";1967.75;-9.24901525;155.0156925
"aug";"hd";"crazy";"Co8";1942.75;42.83099275;99.4545125
"dec";"hd";"crazy";"Co8";1862;32.603345675;73.40016875
"feb";"hd";"crazy";"Co8";2001.75;-35.8465035;242.91145
"jan";"hd";"crazy";"Co8";1884.75;-26.01526875;257.4482075
"jul";"hd";"crazy";"Co8";1844.25;27.430231;176.956745
"jun";"hd";"crazy";"Co8";1932.5;0.4541775;210.3958275
"mar";"hd";"crazy";"Co8";1987.5;-26.28573175;224.1020425
"may";"hd";"crazy";"Co8";1913.5;5.45661725;209.5722125
"nov";"hd";"crazy";"Co8";1858.25;57.94391975;72.62909975
"oct";"hd";"crazy";"Co8";1994;34.61699;132.42946
"sep";"hd";"crazy";"Co8";2058;4.31957825;160.2552175
"apr";"str";"crazy";"Co8";1743.75;-160.29866;219.256755
"aug";"str";"crazy";"Co8";1741.75;-170.5389175;186.5201375
"dec";"str";"crazy";"Co8";1688;-194.1488975;180.12833
"feb";"str";"crazy";"Co8";1760.25;-162.6301275;263.701085
"jan";"str";"crazy";"Co8";1741.75;-243.94737;279.545565
"jul";"str";"crazy";"Co8";1683.5;-212.4299225;222.95498
"jun";"str";"crazy";"Co8";1700.25;-174.1424975;239.893115
"mar";"str";"crazy";"Co8";1741.75;-169.174755;251.5218375
"may";"str";"crazy";"Co8";1711.5;-196.59976;244.5860275
"nov";"str";"crazy";"Co8";1693;-198.5569925;175.00995
"oct";"str";"crazy";"Co8";1680.75;-149.6520375;179.1870675
"sep";"str";"crazy";"Co8";1713.25;-126.457985;207.47129
"apr";"tr";"crazy";"Co8";1507.25;-222.7617875;252.865155
"aug";"tr";"crazy";"Co8";1501;-230.10268;211.8984875
"dec";"tr";"crazy";"Co8";1507.75;-258.7381425;192.9840175
"feb";"tr";"crazy";"Co8";1532.75;-202.7058975;307.7881125
"jan";"tr";"crazy";"Co8";1533.25;-271.173955;335.1475475
"jul";"tr";"crazy";"Co8";1481;-281.2466375;247.115045
"jun";"tr";"crazy";"Co8";1525.75;-250.406045;276.2259225
"mar";"tr";"crazy";"Co8";1538.25;-227.604465;284.809405
"may";"tr";"crazy";"Co8";1517;-254.3191875;282.0598275
"nov";"tr";"crazy";"Co8";1498.75;-270.604785;184.60287
"oct";"tr";"crazy";"Co8";1511.5;-193.105595;196.4464975
"sep";"tr";"crazy";"Co8";1528.5;-169.4113975;245.3293275
"apr";"hd";"month";"Co8";2063.5;228.109916;101.1199905
"aug";"hd";"month";"Co8";1721;142.503965;-10.451293675
"dec";"hd";"month";"Co8";1812.33333333333;62.1460803333333;319.477753333333
"feb";"hd";"month";"Co8";2012.33333333333;224.515123333333;300.71943
"jan";"hd";"month";"Co8";1898.5;115.919920125;321.5780875
"jul";"hd";"month";"Co8";1709.25;123.86388125;-53.94914725
"jun";"hd";"month";"Co8";1869.25;194.7107385;-106.983898
"mar";"hd";"month";"Co8";2114.33333333333;299.244463333333;184.014268333333
"may";"hd";"month";"Co8";2014;277.839463333333;-18.310285
"nov";"hd";"month";"Co8";1748;123.060222766667;277.155183333333
"oct";"hd";"month";"Co8";1721.66666666667;87.9656366666667;166.90347
"sep";"hd";"month";"Co8";1684.25;77.155343825;93.075312
"apr";"str";"month";"Co8";1661.5;0.194077075000001;197.6165775
"aug";"str";"month";"Co8";1590.5;-244.89169;70.325421
"dec";"str";"month";"Co8";1657;-203.141356666667;299.053986666667
"feb";"str";"month";"Co8";1662.25;-25.058765;274.7810175
"jan";"str";"month";"Co8";1663.75;-130.45967;277.8514325
"jul";"str";"month";"Co8";1586.75;-192.6948725;-12.36379025
"jun";"str";"month";"Co8";1565.75;-69.711529;6.11521225
"mar";"str";"month";"Co8";1646.66666666667;-3.19657866666667;239.38673
"may";"str";"month";"Co8";1608.75;-5.75355525;117.85147
"nov";"str";"month";"Co8";1649.5;-230.28284;282.0303025
"oct";"str";"month";"Co8";1631;-235.017883333333;240.572873333333
"sep";"str";"month";"Co8";1591.5;-233.0706325;166.4204
"apr";"tr";"month";"Co8";1600.5;-40.62017625;203.156105
"aug";"tr";"month";"Co8";1540;-350.544413333333;116.599776666667
"dec";"tr";"month";"Co8";1588;-246.739075;335.588215
"feb";"tr";"month";"Co8";1628;-87.901369;301.360275
"jan";"tr";"month";"Co8";1661;-129.0907625;267.4474935
"jul";"tr";"month";"Co8";1494;-291.6371275;41.523666
"jun";"tr";"month";"Co8";1578.75;-120.79731625;27.78446775
"mar";"tr";"month";"Co8";1605;-69.49357675;266.9938
"may";"tr";"month";"Co8";1566.5;-64.24928825;149.512214
"nov";"tr";"month";"Co8";1591.75;-273.3830225;314.11045
"oct";"tr";"month";"Co8";1569.5;-290.7952675;257.3922175
"sep";"tr";"month";"Co8";1516.33333333333;-341.457016666667;160.95076
"apr";"hd";"crazy";"Co9";1863.5;-29.877138;88.23304625
"aug";"hd";"crazy";"Co9";1822.5;64.35309875;-99.8223435
"dec";"hd";"crazy";"Co9";1945.25;-477.6058675;-197.574105
"feb";"hd";"crazy";"Co9";1860.75;14.361822175;310.20121
"jan";"hd";"crazy";"Co9";1894;-66.556854;383.2041725
"jul";"hd";"crazy";"Co9";2084.5;-513.33127;72.94821625
"jun";"hd";"crazy";"Co9";2052;-430.6590125;161.1127075
"mar";"hd";"crazy";"Co9";1899.25;-116.40441125;253.2684925
"may";"hd";"crazy";"Co9";2018.25;-488.2811875;200.2467375
"nov";"hd";"crazy";"Co9";1972.75;-534.1708425;-164.271799
"oct";"hd";"crazy";"Co9";1767.5;229.084175;-278.0178125
"sep";"hd";"crazy";"Co9";1747.75;301.0902675;0.84573425
"apr";"str";"crazy";"Co9";1858.25;-56.877989;111.3780425
"aug";"str";"crazy";"Co9";1838;-45.4190005;-40.9098259
"dec";"str";"crazy";"Co9";1868.25;-443.3649075;-257.4091975
"feb";"str";"crazy";"Co9";1848.5;-15.13153975;336.63456
"jan";"str";"crazy";"Co9";1886.5;-71.83721;412.085775
"jul";"str";"crazy";"Co9";1931.25;-476.1592375;127.79388
"jun";"str";"crazy";"Co9";1928.5;-403.5005875;208.0278875
"mar";"str";"crazy";"Co9";1871.75;-180.0367525;230.42481
"may";"str";"crazy";"Co9";1923.75;-486.0660475;206.347655
"nov";"str";"crazy";"Co9";1928.75;-524.9791125;-163.4034375
"oct";"str";"crazy";"Co9";1747.25;234.2542175;-283.5695225
"sep";"str";"crazy";"Co9";1735.25;293.1419575;39.0667132
"apr";"tr";"crazy";"Co9";1780;-152.818536666667;96.016791
"aug";"tr";"crazy";"Co9";1731;-126.5517475;-84.323877
"dec";"tr";"crazy";"Co9";1736.75;-505.75423;-183.7163625
"feb";"tr";"crazy";"Co9";1777;-113.808976666667;334.437406666667
"jan";"tr";"crazy";"Co9";1798.25;-196.2550375;419.481815
"jul";"tr";"crazy";"Co9";1819.5;-592.096495;124.821151
"jun";"tr";"crazy";"Co9";1828.5;-580.364885;196.6132125
"mar";"tr";"crazy";"Co9";1763.5;-183.0046975;269.259715
"may";"tr";"crazy";"Co9";1768.5;-599.15693;220.5740125
"nov";"tr";"crazy";"Co9";1759;-600.7499025;-145.4133125
"oct";"tr";"crazy";"Co9";1729.5;160.0833325;-245.7513925
"sep";"tr";"crazy";"Co9";1729.25;167.4168425;2.65921525
"apr";"hd";"month";"Co9";1801.75;-137.3694395;85.9506315
"aug";"hd";"month";"Co9";2131.25;35.31514275;18.9864975
"dec";"hd";"month";"Co9";1944.75;258.2579825;112.8893675
"feb";"hd";"month";"Co9";1747;54.51053;116.789504
"jan";"hd";"month";"Co9";1791.25;60.023125;125.364286
"jul";"hd";"month";"Co9";2101.75;-88.507890275;7.47673725
"jun";"hd";"month";"Co9";2063.25;-155.6747775;21.564577625
"mar";"hd";"month";"Co9";1755.25;-86.1295375;87.845345
"may";"hd";"month";"Co9";1938.75;-228.2553;39.002444
"nov";"hd";"month";"Co9";2045.25;257.7669575;110.2813425
"oct";"hd";"month";"Co9";2082.25;209.08989;88.583414
"sep";"hd";"month";"Co9";2180.75;154.0740675;61.73713975
"apr";"str";"month";"Co9";1762.5;-465.576005;59.64491345
"aug";"str";"month";"Co9";2014;-41.51849975;39.80608675
"dec";"str";"month";"Co9";1612.5;-19.364699;162.6917775
"feb";"str";"month";"Co9";1641.75;-446.09365;110.4728135
"jan";"str";"month";"Co9";1562.25;-327.6516775;135.1486765
"jul";"str";"month";"Co9";2019;-159.9960365;37.333941675
"jun";"str";"month";"Co9";2008.5;-328.82219;29.0908624
"mar";"str";"month";"Co9";1660.25;-452.2370825;107.968098
"may";"str";"month";"Co9";1915.75;-432.492485;12.823934
"nov";"str";"month";"Co9";1654.5;67.809896;102.6004935
"oct";"str";"month";"Co9";1820.75;129.97389425;39.25470725
"sep";"str";"month";"Co9";1941;65.463235925;26.52842725
"apr";"tr";"month";"Co9";1694.25;-441.056015;110.146302
"aug";"tr";"month";"Co9";1928.25;-123.2195285;54.3971355
"dec";"tr";"month";"Co9";1542;-65.9416565;149.80570875
"feb";"tr";"month";"Co9";1557;-484.4908975;135.7934165
"jan";"tr";"month";"Co9";1500.75;-385.34198;151.727765
"jul";"tr";"month";"Co9";1898;-222.457005;49.6964157
"jun";"tr";"month";"Co9";1850;-379.237175;95.01646125
"mar";"tr";"month";"Co9";1582.75;-462.747815;126.92555125
"may";"tr";"month";"Co9";1794.75;-463.41731;100.77221175
"nov";"tr";"month";"Co9";1643.25;11.12031025;145.44582
"oct";"tr";"month";"Co9";1805.5;27.23575125;83.94521875
"sep";"tr";"month";"Co9";1856.5;21.72270695;76.4610535
"apr";"hd";"crazy";"Sa1";1686.25;114.37212;23.4610305
"aug";"hd";"crazy";"Sa1";1685.5;153.95857375;-261.5967425
"dec";"hd";"crazy";"Sa1";1860.5;-219.1295475;-462.93982
"feb";"hd";"crazy";"Sa1";1713;134.3824125;433.6278425
"jan";"hd";"crazy";"Sa1";1689;17.39924375;449.062035
"jul";"hd";"crazy";"Sa1";1974;-208.4090925;58.3866765
"jun";"hd";"crazy";"Sa1";1884.25;-143.0083975;288.9843575
"mar";"hd";"crazy";"Sa1";1752.25;70.049323;328.8043675
"may";"hd";"crazy";"Sa1";1868;-256.72562;255.956836666667
"nov";"hd";"crazy";"Sa1";1850.75;-290.99846;-424.3211275
"oct";"hd";"crazy";"Sa1";1454;344.11097;-346.54146
"sep";"hd";"crazy";"Sa1";1411.75;374.739255;96.417535
"apr";"str";"crazy";"Sa1";1707;97.80776875;36.855505
"aug";"str";"crazy";"Sa1";1679.5;109.11260625;-169.872965
"dec";"str";"crazy";"Sa1";1809.75;-165.6996875;-365.5123875
"feb";"str";"crazy";"Sa1";1784.25;155.315325;445.69593
"jan";"str";"crazy";"Sa1";1755.75;-7.355637875;442.3789225
"jul";"str";"crazy";"Sa1";1931;-195.774405;36.42306225
"jun";"str";"crazy";"Sa1";1863.5;-202.9659575;252.2108575
"mar";"str";"crazy";"Sa1";1755.25;41.352676825;308.614745
"may";"str";"crazy";"Sa1";1908.66666666667;-254.005986666667;257.369353333333
"nov";"str";"crazy";"Sa1";1854;-226.724126666667;-382.08639
"oct";"str";"crazy";"Sa1";1564.5;366.688915;-296.238025
"sep";"str";"crazy";"Sa1";1504.75;304.5805325;98.05434625
"apr";"tr";"crazy";"Sa1";1654.25;116.56552;62.15656325
"aug";"tr";"crazy";"Sa1";1686.75;242.81421;-285.5570925
"dec";"tr";"crazy";"Sa1";1728.25;-87.263147;-406.7530025
"feb";"tr";"crazy";"Sa1";1732.5;165.4101625;450.1587475
"jan";"tr";"crazy";"Sa1";1707.75;-24.09059675;487.404595
"jul";"tr";"crazy";"Sa1";1808.25;-218.229955;101.37745375
"jun";"tr";"crazy";"Sa1";1752.5;-157.472675;275.120965
"mar";"tr";"crazy";"Sa1";1701.5;113.0487705;345.0000875
"may";"tr";"crazy";"Sa1";1712.75;-259.32772;293.305595
"nov";"tr";"crazy";"Sa1";1709.66666666667;-204.59609;-423.881613333333
"oct";"tr";"crazy";"Sa1";1604.25;517.281395;-393.082805
"sep";"tr";"crazy";"Sa1";1555;445.8726925;96.61246425
"apr";"hd";"crazy";"Sa11";1779.25;66.619854;146.7009775
"aug";"hd";"crazy";"Sa11";1795.25;104.9780845;3.030001875
"dec";"hd";"crazy";"Sa11";1858;-74.19301025;-164.580495
"feb";"hd";"crazy";"Sa11";1863.25;135.8091075;359.3037125
"jan";"hd";"crazy";"Sa11";1878.5;59.49471625;430.8035725
"jul";"hd";"crazy";"Sa11";1910;-200.7126325;31.18962175
"jun";"hd";"crazy";"Sa11";1873.75;-144.88052;133.2878275
"mar";"hd";"crazy";"Sa11";1806.75;50.3447035;295.0149125
"may";"hd";"crazy";"Sa11";1863;-176.4253375;161.536015
"nov";"hd";"crazy";"Sa11";1817.25;-171.8561625;-142.24303
"oct";"hd";"crazy";"Sa11";1669.5;252.220055;-143.4226875
"sep";"hd";"crazy";"Sa11";1669.25;318.59801;-29.040140425
"apr";"str";"crazy";"Sa11";1801;60.13211925;174.0348025
"aug";"str";"crazy";"Sa11";1821.5;76.09858125;23.68635015
"dec";"str";"crazy";"Sa11";1884.25;-113.8488975;-171.8940275
"feb";"str";"crazy";"Sa11";1868.25;129.53712775;379.52197
"jan";"str";"crazy";"Sa11";1965.25;82.03365375;473.6475825
"jul";"str";"crazy";"Sa11";1993.75;-230.0948725;56.7607355
"jun";"str";"crazy";"Sa11";1929.5;-166.77251;169.0227875
"mar";"str";"crazy";"Sa11";1851.25;61.135461;323.3495175
"may";"str";"crazy";"Sa11";1942.5;-222.796945;145.882125
"nov";"str";"crazy";"Sa11";1859.5;-203.7535175;-145.033415
"oct";"str";"crazy";"Sa11";1683.75;278.105035;-121.1703015
"sep";"str";"crazy";"Sa11";1673.25;331.1532575;5.8017324
"apr";"tr";"crazy";"Sa11";1781.75;101.56639;167.22577
"aug";"tr";"crazy";"Sa11";1790.5;88.738063;-14.043607425
"dec";"tr";"crazy";"Sa11";1802.75;-69.726728;-144.0682875
"feb";"tr";"crazy";"Sa11";1836;134.381585;362.7440475
"jan";"tr";"crazy";"Sa11";1873.5;67.38444075;463.6621825
"jul";"tr";"crazy";"Sa11";1838.5;-202.77186;66.898964
"jun";"tr";"crazy";"Sa11";1818.75;-172.9910775;183.1883425
"mar";"tr";"crazy";"Sa11";1775.5;88.0733375;291.26502
"may";"tr";"crazy";"Sa11";1777;-194.3981075;203.664075
"nov";"tr";"crazy";"Sa11";1739;-165.012263333333;-112.072951666667
"oct";"tr";"crazy";"Sa11";1721;284.628825;-112.1027425
"sep";"tr";"crazy";"Sa11";1713.5;323.04433;5.7769838
"apr";"hd";"month";"Sa11";1961;296.291855;45.7411515
"aug";"hd";"month";"Sa11";1936;-127.7583025;-102.56584125
"dec";"hd";"month";"Sa11";1875.75;2.317141325;312.6967875
"feb";"hd";"month";"Sa11";1896.5;208.662695;314.641435
"jan";"hd";"month";"Sa11";1891.25;156.156725;338.3004475
"jul";"hd";"month";"Sa11";1964.75;114.5136725;-187.6143325
"jun";"hd";"month";"Sa11";1955.25;229.19227;-135.7531
"mar";"hd";"month";"Sa11";1920.25;252.74233;298.518645
"may";"hd";"month";"Sa11";1958.5;282.5366;82.882369875
"nov";"hd";"month";"Sa11";1894;-112.09487;221.800945
"oct";"hd";"month";"Sa11";1886.25;-109.9930775;186.82231
"sep";"hd";"month";"Sa11";1902;-175.0160475;80.932966
"apr";"str";"month";"Sa11";1936.25;280.74259;63.9557515
"aug";"str";"month";"Sa11";1960.75;-168.56781;-88.51057875
"dec";"str";"month";"Sa11";1912.25;-82.17861125;318.80464
"feb";"str";"month";"Sa11";1875.5;168.49621;330.56926
"jan";"str";"month";"Sa11";1894;125.5801235;347.0242
"jul";"str";"month";"Sa11";1958.25;96.93426225;-185.4903925
"jun";"str";"month";"Sa11";1922.75;207.100125;-108.52998325
"mar";"str";"month";"Sa11";1899.25;258.0855875;267.2404175
"may";"str";"month";"Sa11";1958;319.65612;63.06960675
"nov";"str";"month";"Sa11";1952.75;-184.007185;220.339115
"oct";"str";"month";"Sa11";1972;-192.6002325;157.5217025
"sep";"str";"month";"Sa11";1966.25;-213.44152;99.007755
"apr";"tr";"month";"Sa11";2227;326.538475;42.12107075
"aug";"tr";"month";"Sa11";1870.75;-11.50194125;-102.49769475
"dec";"tr";"month";"Sa11";1901.5;15.7051075;340.1061725
"feb";"tr";"month";"Sa11";2063.75;226.7275025;327.703335
"jan";"tr";"month";"Sa11";2015.25;185.5828425;355.9272025
"jul";"tr";"month";"Sa11";2076.25;179.524925;-193.160385
"jun";"tr";"month";"Sa11";2137.5;237.54215;-148.5848985
"mar";"tr";"month";"Sa11";2095.25;281.8480075;265.6721875
"may";"tr";"month";"Sa11";2183;305.6151125;10.79246425
"nov";"tr";"month";"Sa11";1860.5;-65.43456425;239.17284
"oct";"tr";"month";"Sa11";1881;-91.688625;204.14512
"sep";"tr";"month";"Sa11";1853.25;-71.82722625;102.7685105
"apr";"hd";"crazy";"Sa13";2024;454.0155125;65.19703375
"aug";"hd";"crazy";"Sa13";2010.5;522.730185;-123.3763525
