"m";"condition";"task";"participant";"z";"X";"y"
"dec";"hd";"crazy";"Sa13";1807.5;271.8860025;-163.178985
"feb";"hd";"crazy";"Sa13";2051.75;477.0936;261.78466
"jan";"hd";"crazy";"Sa13";2048.75;490.3131425;358.97114
"jul";"hd";"crazy";"Sa13";1759;172.1193165;30.61826025
"jun";"hd";"crazy";"Sa13";1805;197.5441;136.3682325
"mar";"hd";"crazy";"Sa13";2001;467.22326;180.818235
"may";"hd";"crazy";"Sa13";1710.75;286.4936075;175.2917225
"nov";"hd";"crazy";"Sa13";1709.25;270.13289;-133.45464625
"oct";"hd";"crazy";"Sa13";2005.5;598.2847175;-199.820055
"sep";"hd";"crazy";"Sa13";2208.5;674.13314;-168.784085
"apr";"str";"crazy";"Sa13";1669;104.384119;76.869176
"aug";"str";"crazy";"Sa13";1657.25;79.5797525;1.507828875
"dec";"str";"crazy";"Sa13";1718.66666666667;-142.637615333333;-92.3409233333333
"feb";"str";"crazy";"Sa13";1671.5;90.4877405;250.4516225
"jan";"str";"crazy";"Sa13";1686;67.070935125;248.720166
"jul";"str";"crazy";"Sa13";1875.25;-237.87686;26.75461385
"jun";"str";"crazy";"Sa13";1811.33333333333;-181.446926666667;138.738218333333
"mar";"str";"crazy";"Sa13";1663;47.56473925;199.3814575
"may";"str";"crazy";"Sa13";1732.33333333333;-229.147943333333;165.62183
"nov";"str";"crazy";"Sa13";1684;-211.741316666667;-108.283531333333
"oct";"str";"crazy";"Sa13";1576.25;155.5801825;-95.3695275
"sep";"str";"crazy";"Sa13";1551.25;234.5728875;-60.6926115
"apr";"tr";"crazy";"Sa13";1665;37.56936925;114.29954775
"aug";"tr";"crazy";"Sa13";1643.75;39.15403075;-7.07739555
"dec";"tr";"crazy";"Sa13";1807;-157.6402575;-61.60567475
"feb";"tr";"crazy";"Sa13";1658;71.61970825;252.96198
"jan";"tr";"crazy";"Sa13";1636.5;25.96839225;343.2790675
"jul";"tr";"crazy";"Sa13";1780;-243.9955825;70.8177595
"jun";"tr";"crazy";"Sa13";1717.25;-151.839784;145.0659025
"mar";"tr";"crazy";"Sa13";1656;36.50691915;186.333885
"may";"tr";"crazy";"Sa13";1631.66666666667;-202.618606666667;155.990266666667
"nov";"tr";"crazy";"Sa13";1676.25;-188.8212375;-91.18807125
"oct";"tr";"crazy";"Sa13";1564.25;113.3839665;-85.13839
"sep";"tr";"crazy";"Sa13";1563.5;195.493955;-33.227245
"apr";"hd";"month";"Sa14";1800.25;-122.3338375;96.190029
"aug";"hd";"month";"Sa14";2036.25;336.18658;341.18593
"dec";"hd";"month";"Sa14";1919.25;332.9081225;-221.5148975
"feb";"hd";"month";"Sa14";1833.75;-66.55730375;-165.795725
"jan";"hd";"month";"Sa14";1795;112.436157625;-201.07481
"jul";"hd";"month";"Sa14";1830;65.793044;412.095923333333
"jun";"hd";"month";"Sa14";1807.75;-11.6360995;363.8902675
"mar";"hd";"month";"Sa14";1797.25;-101.8272775;-144.96527
"may";"hd";"month";"Sa14";1804;-59.4091815;301.9255525
"nov";"hd";"month";"Sa14";1920.75;351.078475;-205.7468675
"oct";"hd";"month";"Sa14";1997.75;399.176365;122.483144
"sep";"hd";"month";"Sa14";2057.5;383.6688125;308.65339
"apr";"str";"month";"Sa14";1896.75;-256.854705;100.77047575
"aug";"str";"month";"Sa14";1901.75;262.5275725;368.3170175
"dec";"str";"month";"Sa14";1843;224.639155;-215.8112925
"feb";"str";"month";"Sa14";1845.5;-168.3958675;-198.6547375
"jan";"str";"month";"Sa14";1804.5;19.63261175;-167.72038
"jul";"str";"month";"Sa14";1840.75;15.28008775;402.8019975
"jun";"str";"month";"Sa14";1875.5;-164.48229;342.0408125
"mar";"str";"month";"Sa14";1848;-227.90797;-128.331021
"may";"str";"month";"Sa14";1888.5;-203.323715;265.4694475
"nov";"str";"month";"Sa14";1858;335.731575;-214.5209
"oct";"str";"month";"Sa14";1922;370.1618175;-30.4108
"sep";"str";"month";"Sa14";1931.25;339.617775;320.2113575
"apr";"tr";"month";"Sa14";1768;40.92716525;56.795045
"aug";"tr";"month";"Sa14";2255.5;284.720435;276.142125
"dec";"tr";"month";"Sa14";2153.5;284.3891625;-210.5300725
"feb";"tr";"month";"Sa14";1792.75;117.49897625;-157.193995
"jan";"tr";"month";"Sa14";1936.25;216.7859475;-193.3331675
"jul";"tr";"month";"Sa14";1952.5;204.1764425;376.402495
"jun";"tr";"month";"Sa14";1812;143.4591125;323.37902
"mar";"tr";"month";"Sa14";1768;59.738747;-95.8553585
"may";"tr";"month";"Sa14";1762;65.4034412;276.424046666667
"nov";"tr";"month";"Sa14";2209;313.1596825;-154.286795
"oct";"tr";"month";"Sa14";2328.25;284.1894525;47.7978
"sep";"tr";"month";"Sa14";2314.5;298.0788675;204.6027425
"apr";"hd";"crazy";"Sa20";1868.75;-46.86524575;29.316196
"aug";"hd";"crazy";"Sa20";1838.75;-70.44223125;-37.5689196
"dec";"hd";"crazy";"Sa20";1912.5;-156.9473175;-100.54828025
"feb";"hd";"crazy";"Sa20";1838.5;-85.6167875;136.50109
"jan";"hd";"crazy";"Sa20";1825.75;-72.82580075;217.2382825
"jul";"hd";"crazy";"Sa20";1923.25;-199.6250475;7.52927475
"jun";"hd";"crazy";"Sa20";1917.5;-179.9143125;49.94953575
"mar";"hd";"crazy";"Sa20";1840.75;-107.8617455;70.25637075
"may";"hd";"crazy";"Sa20";1839;-196.581115;74.223795
"nov";"hd";"crazy";"Sa20";1834;-204.278875;-64.34660275
"oct";"hd";"crazy";"Sa20";1782.75;88.0394715;-117.8576225
"sep";"hd";"crazy";"Sa20";1707.75;125.7212575;-17.82560575
"apr";"str";"crazy";"Sa20";1861;-76.47758775;12.820025675
"aug";"str";"crazy";"Sa20";1858.25;-97.49603375;-56.3605385
"dec";"str";"crazy";"Sa20";1899.25;-199.2390725;-122.613936
"feb";"str";"crazy";"Sa20";1826.25;-118.011689;151.562765
"jan";"str";"crazy";"Sa20";1810.25;-127.764825;200.686125
"jul";"str";"crazy";"Sa20";1915;-236.7593325;-6.655839625
"jun";"str";"crazy";"Sa20";1883.75;-229.49786;58.01071
"mar";"str";"crazy";"Sa20";1829;-156.863955;63.11477125
"may";"str";"crazy";"Sa20";1836.5;-251.49362;62.9415385
"nov";"str";"crazy";"Sa20";1814.5;-248.8208975;-92.09460125
"oct";"str";"crazy";"Sa20";1825.75;29.54027125;-70.57165225
"sep";"str";"crazy";"Sa20";1722.25;75.33184875;-21.85728365
"apr";"tr";"crazy";"Sa20";2009.25;62.94027875;32.39746025
"aug";"tr";"crazy";"Sa20";1997.75;35.59777825;-67.559456
"dec";"tr";"crazy";"Sa20";1912;-63.38788475;-93.3093925
"feb";"tr";"crazy";"Sa20";2003.25;54.76971725;143.5884275
"jan";"tr";"crazy";"Sa20";2006.25;69.06467575;232.6021575
"jul";"tr";"crazy";"Sa20";1863;-89.04322575;19.36466025
"jun";"tr";"crazy";"Sa20";1930.5;-90.597534;54.5447521
"mar";"tr";"crazy";"Sa20";1966.25;48.7517125;75.9691425
"may";"tr";"crazy";"Sa20";1866;-30.4836723;96.5338825
"nov";"tr";"crazy";"Sa20";1829;-39.47875775;-119.68026625
"oct";"tr";"crazy";"Sa20";2127;163.2966025;-147.6766225
"sep";"tr";"crazy";"Sa20";2139;256.52738;-67.39488925
"apr";"hd";"month";"Sa20";1893.75;-360.07481;103.41673125
"aug";"hd";"month";"Sa20";2054.25;22.3518018;-42.0134625
"dec";"hd";"month";"Sa20";1681.5;-43.5265102;241.6788475
"feb";"hd";"month";"Sa20";1745.5;-251.143275;166.7399475
"jan";"hd";"month";"Sa20";1706.5;-178.157235;227.4351325
"jul";"hd";"month";"Sa20";2057.25;-134.95896;-40.068858
"jun";"hd";"month";"Sa20";2057.25;-346.4289575;9.819934125
"mar";"hd";"month";"Sa20";1853.25;-357.9981775;118.0451025
"may";"hd";"month";"Sa20";1902;-339.9572525;48.6062129
"nov";"hd";"month";"Sa20";1763.5;80.3955425;180.52603
"oct";"hd";"month";"Sa20";1897;111.7866465;101.2263565
"sep";"hd";"month";"Sa20";1983.5;90.1638235;12.854769425
"apr";"str";"month";"Sa20";1904.5;-383.72821;81.10273575
"aug";"str";"month";"Sa20";2092;26.5514745;-46.3720855
"dec";"str";"month";"Sa20";1655;-50.27214475;257.3036425
"feb";"str";"month";"Sa20";1726.25;-291.75519;171.2656875
"jan";"str";"month";"Sa20";1671;-196.656205;232.2409325
"jul";"str";"month";"Sa20";2039;-147.8810775;-42.45109
"jun";"str";"month";"Sa20";2063.75;-324.0767575;-7.16336025
"mar";"str";"month";"Sa20";1831.75;-345.93746;106.59960125
"may";"str";"month";"Sa20";1941.75;-360.927505;54.76746675
"nov";"str";"month";"Sa20";1732.75;76.78238;195.101025
"oct";"str";"month";"Sa20";1865.75;101.395314;101.136045
"sep";"str";"month";"Sa20";1952.75;69.4784255;44.964861
"apr";"tr";"month";"Sa20";1763.5;-84.3194925;86.75513475
"aug";"tr";"month";"Sa20";2230;-69.7862;-60.96745875
"dec";"tr";"month";"Sa20";1977.75;235.49421;235.3130925
"feb";"tr";"month";"Sa20";1766;77.8647695;204.219805
"jan";"tr";"month";"Sa20";1843.25;176.930745;240.5152725
"jul";"tr";"month";"Sa20";2054;-132.878835;-52.6579675
"jun";"tr";"month";"Sa20";1891.75;-237.6141825;2.3978769
"mar";"tr";"month";"Sa20";1766;-27.97812225;159.478065
"may";"tr";"month";"Sa20";1814.25;-144.7216275;79.878373
"nov";"tr";"month";"Sa20";2142;230.7622125;150.783885
"oct";"tr";"month";"Sa20";2219;82.08575675;33.76856875
"sep";"tr";"month";"Sa20";2237.25;13.79566025;-35.94556125
"apr";"hd";"crazy";"Sa21";2030;-13.05493955;181.6144725
"aug";"hd";"crazy";"Sa21";2021.75;-17.77129625;132.17766125
"dec";"hd";"crazy";"Sa21";1997.5;-83.884894;80.92385075
"feb";"hd";"crazy";"Sa21";2060.75;-15.613061;303.759895
"jan";"hd";"crazy";"Sa21";2024;-48.9548655;321.47519
"jul";"hd";"crazy";"Sa21";2003.25;-138.338955;166.19462
"jun";"hd";"crazy";"Sa21";2012.25;-109.248035;204.417355
"mar";"hd";"crazy";"Sa21";2033;-17.507318275;236.626015
"may";"hd";"crazy";"Sa21";2012.75;-112.24162875;229.8265225
"nov";"hd";"crazy";"Sa21";1969.25;-117.6986525;84.76189125
"oct";"hd";"crazy";"Sa21";2024.75;66.910345;104.463935
"sep";"hd";"crazy";"Sa21";2066.5;97.075785;149.126225
"apr";"str";"crazy";"Sa21";1944.25;-163.7394425;176.4096925
"aug";"str";"crazy";"Sa21";1923.25;-160.2491675;147.6435475
"dec";"str";"crazy";"Sa21";1936.5;-224.4558925;87.36211
"feb";"str";"crazy";"Sa21";1963.75;-158.29715;278.01902
"jan";"str";"crazy";"Sa21";1966.5;-178.5067525;311.4433675
"jul";"str";"crazy";"Sa21";1986.25;-263.8817025;161.301565
"jun";"str";"crazy";"Sa21";1975;-245.3119525;194.6694525
"mar";"str";"crazy";"Sa21";1947;-152.950825;221.3837225
"may";"str";"crazy";"Sa21";1980.5;-264.79998;222.70098
"nov";"str";"crazy";"Sa21";1961;-263.911225;88.307715
"oct";"str";"crazy";"Sa21";1899.25;-95.39899225;101.2710835
"sep";"str";"crazy";"Sa21";1928.75;-12.6433705;143.05223
"apr";"tr";"crazy";"Sa21";1934.25;-174.1602975;178.933065
"aug";"tr";"crazy";"Sa21";1912.75;-185.4273345;116.6397125
"dec";"tr";"crazy";"Sa21";1883.75;-251.89262;73.95678
"feb";"tr";"crazy";"Sa21";1945.25;-191.0841;274.544835
"jan";"tr";"crazy";"Sa21";1939.25;-202.76493;303.755575
"jul";"tr";"crazy";"Sa21";1901.5;-305.9954425;165.8121125
"jun";"tr";"crazy";"Sa21";1923;-275.701915;201.1893175
"mar";"tr";"crazy";"Sa21";1948;-186.8831265;233.367135
"may";"tr";"crazy";"Sa21";1923;-286.535235;222.0011025
"nov";"tr";"crazy";"Sa21";1909.75;-270.9399435;84.24087575
"oct";"tr";"crazy";"Sa21";1935.75;-126.55045175;85.01890375
"sep";"tr";"crazy";"Sa21";1948.25;-62.293344;126.29861125
"apr";"hd";"month";"Sa21";2003.25;-63.46515725;163.4810675
"aug";"hd";"month";"Sa21";1969.25;-97.53335375;129.86876
"dec";"hd";"month";"Sa21";1986.25;-129.42331;187.051555
"feb";"hd";"month";"Sa21";2000.75;-77.130557;210.26253
"jan";"hd";"month";"Sa21";1994.75;-106.49717125;217.3759225
"jul";"hd";"month";"Sa21";1972.25;-80.5583025;120.52245
"jun";"hd";"month";"Sa21";1977.5;-89.2407835;114.114155
"mar";"hd";"month";"Sa21";2000.75;-75.5315275;198.14451
"may";"hd";"month";"Sa21";1989.5;-47.618949;141.66681
"nov";"hd";"month";"Sa21";1986;-126.8231075;184.4986475
"oct";"hd";"month";"Sa21";1991.75;-136.6713135;155.5249825
"sep";"hd";"month";"Sa21";1986;-137.910395;161.312845
"apr";"str";"month";"Sa21";1941.75;-230.911085;160.1631625
"aug";"str";"month";"Sa21";1964;-289.7102975;120.02838125
"dec";"str";"month";"Sa21";1986.75;-280.347475;187.1683475
"feb";"str";"month";"Sa21";1975.75;-256.348035;209.26179
"jan";"str";"month";"Sa21";1984;-261.78641;212.7715925
"jul";"str";"month";"Sa21";1961.5;-255.33384;110.71245
"jun";"str";"month";"Sa21";1940.25;-247.276575;112.80254
"mar";"str";"month";"Sa21";1955.75;-239.195845;196.0978425
"may";"str";"month";"Sa21";1929.75;-225.18139;141.25174
"nov";"str";"month";"Sa21";1987;-295.57241;177.668795
"oct";"str";"month";"Sa21";1975.5;-290.5838025;162.017505
"sep";"str";"month";"Sa21";1972.75;-283.8681375;141.95075
"apr";"tr";"month";"Sa21";1920;-288.324445;188.3201875
"aug";"tr";"month";"Sa21";1901.5;-341.58495;150.29716
"dec";"tr";"month";"Sa21";1923;-344.6284475;194.551775
"feb";"tr";"month";"Sa21";1915;-312.210955;218.6788625
"jan";"tr";"month";"Sa21";1917.25;-336.153965;223.869765
"jul";"tr";"month";"Sa21";1904.5;-318.8737;124.0301035
"jun";"tr";"month";"Sa21";1896.5;-293.7992625;124.262385
"mar";"tr";"month";"Sa21";1912.25;-304.6147825;201.01436
"may";"tr";"month";"Sa21";1902;-292.216725;158.4282475
"nov";"tr";"month";"Sa21";1912.25;-348.4035225;189.30531
"oct";"tr";"month";"Sa21";1915;-354.87609;174.60008
"sep";"tr";"month";"Sa21";1915;-343.943325;157.96977
"apr";"hd";"crazy";"Sa22";1759;150.319496666667;120.084100333333
"aug";"hd";"crazy";"Sa22";1745.5;192.00331875;-34.057817
"dec";"hd";"crazy";"Sa22";1628.25;-100.70320775;-167.94438375
"feb";"hd";"crazy";"Sa22";1871;116.76564575;325.87678
"jan";"hd";"crazy";"Sa22";1873;81.0871505;375.7160725
"jul";"hd";"crazy";"Sa22";1694.5;-225.676325;102.86707325
"jun";"hd";"crazy";"Sa22";1698.5;-150.805616;198.88303
"mar";"hd";"crazy";"Sa22";1809;107.8886975;249.237255
"may";"hd";"crazy";"Sa22";1688.75;-111.7067155;232.4801575
"nov";"hd";"crazy";"Sa22";1631.75;-84.21574125;-187.211405
"oct";"hd";"crazy";"Sa22";1850;266.2175375;-181.6024175
"sep";"hd";"crazy";"Sa22";1905.75;296.272775;23.318176
"apr";"str";"crazy";"Sa22";1587.25;-51.63023025;84.7145575
"aug";"str";"crazy";"Sa22";1562.25;-84.3021385;-65.196671
"dec";"str";"crazy";"Sa22";1588.66666666667;-276.16471;-193.91276
"feb";"str";"crazy";"Sa22";1714.25;-43.2477685;291.2055425
"jan";"str";"crazy";"Sa22";1713;-77.3554725;377.7909625
"jul";"str";"crazy";"Sa22";1730.75;-393.266405;79.4450865
"jun";"str";"crazy";"Sa22";1698.25;-320.988945;178.3308775
"mar";"str";"crazy";"Sa22";1658.25;-74.538136;244.2686475
"may";"str";"crazy";"Sa22";1679;-323.6712225;190.79625
"nov";"str";"crazy";"Sa22";1590.5;-268.0297425;-180.4557875
"oct";"str";"crazy";"Sa22";1601.75;114.8088875;-148.8449825
"sep";"str";"crazy";"Sa22";1631.75;157.9698225;59.938851
"apr";"tr";"crazy";"Sa22";1659.66666666667;-13.5587133333333;137.246993333333
"aug";"tr";"crazy";"Sa22";1683.5;-33.765563875;-36.91115
"dec";"tr";"crazy";"Sa22";1649.25;-204.0153325;-174.7560225
"feb";"tr";"crazy";"Sa22";1765.75;-64.33436275;287.3718425
"jan";"tr";"crazy";"Sa22";1805.5;-54.570824;353.991685
"jul";"tr";"crazy";"Sa22";1735;-323.340395;110.5005965
"jun";"tr";"crazy";"Sa22";1732;-269.9596025;200.0257675
"mar";"tr";"crazy";"Sa22";1752.5;-73.003374;232.2114075
"may";"tr";"crazy";"Sa22";1719.75;-246.301445;184.978845
"nov";"tr";"crazy";"Sa22";1635.5;-189.70955;-144.9170825
"oct";"tr";"crazy";"Sa22";1715;96.8105125;-113.7348025
"sep";"tr";"crazy";"Sa22";1732.5;97.55378625;73.74491625
"apr";"hd";"month";"Sa22";2143.75;118.102889;-3.142533825
"aug";"hd";"month";"Sa22";1824.25;-91.591363;-37.84503675
"dec";"hd";"month";"Sa22";1836.25;-1.68410785;271.908995
"feb";"hd";"month";"Sa22";2223.75;158.7591315;135.37616
"jan";"hd";"month";"Sa22";2241;196.472615;248.793095
"jul";"hd";"month";"Sa22";1859.25;-101.159081;-89.79917875
"jun";"hd";"month";"Sa22";2115;73.7423745;-86.817331
"mar";"hd";"month";"Sa22";2130.25;127.74966;45.41944675
"may";"hd";"month";"Sa22";2143.75;149.759695;-41.6262025
"nov";"hd";"month";"Sa22";1799.75;-36.74874075;201.6960075
"oct";"hd";"month";"Sa22";1746.25;-154.0366725;106.29396
"sep";"hd";"month";"Sa22";1791;-159.30834;9.37622135
"apr";"str";"month";"Sa22";1895.25;117.16423275;3.24795325
"aug";"str";"month";"Sa22";1873.75;-375.911025;-30.97826525
"dec";"str";"month";"Sa22";1801;-305.2360975;263.72931
"feb";"str";"month";"Sa22";1853.5;90.28321325;104.789555
"jan";"str";"month";"Sa22";1829.5;114.062109;321.1478425
"jul";"str";"month";"Sa22";1845.25;-294.52347;-124.07230075
"jun";"str";"month";"Sa22";1823.25;-9.385818;-135.739215
"mar";"str";"month";"Sa22";1875.75;139.502115;120.1512435
"may";"str";"month";"Sa22";1878.5;138.72017125;-14.10350325
"nov";"str";"month";"Sa22";1830;-341.507645;193.503695
"oct";"str";"month";"Sa22";1873.5;-427.243425;89.00500525
"sep";"str";"month";"Sa22";1843.66666666667;-363.998953333333;-0.973157033333333
"apr";"tr";"month";"Sa22";1950.25;97.992297;18.68865225
"aug";"tr";"month";"Sa22";1862.5;-308.7593425;-20.022949
"dec";"tr";"month";"Sa22";1861.25;-271.456175;265.1424975
"feb";"tr";"month";"Sa22";1971.25;121.14469275;216.297895
"jan";"tr";"month";"Sa22";1953;54.63426375;299.9843875
"jul";"tr";"month";"Sa22";1836.5;-246.1212575;-109.1725755
"jun";"tr";"month";"Sa22";1893.5;-10.129528;-140.5788845
"mar";"tr";"month";"Sa22";1939.75;83.54281085;72.3703415
"may";"tr";"month";"Sa22";1954;99.8027875;-27.2943665
"nov";"tr";"month";"Sa22";1853.25;-330.3917025;189.75294
"oct";"tr";"month";"Sa22";1891.75;-375.260655;118.91561
"sep";"tr";"month";"Sa22";1863.75;-340.322825;33.78551425
"apr";"hd";"crazy";"Sa23";1770.75;112.93808125;215.28888
"aug";"hd";"crazy";"Sa23";1748.75;176.729761;14.98522625
"dec";"hd";"crazy";"Sa23";1795.5;-4.9920208;-81.124095
"feb";"hd";"crazy";"Sa23";1772.5;94.202909;345.6283325
"jan";"hd";"crazy";"Sa23";1782;66.69496475;400.8052825
"jul";"hd";"crazy";"Sa23";1856;-82.77384775;144.3464975
"jun";"hd";"crazy";"Sa23";1843.5;-5.72967225;242.4577425
"mar";"hd";"crazy";"Sa23";1765.75;100.7714315;303.7573075
"may";"hd";"crazy";"Sa23";1803;-38.1888335;245.06231
"nov";"hd";"crazy";"Sa23";1719.25;-62.9289805;-88.2587245
"oct";"hd";"crazy";"Sa23";1646.5;310.6432275;-58.574339
"sep";"hd";"crazy";"Sa23";1617;352.030585;101.3787485
"apr";"str";"crazy";"Sa23";1738.75;55.07406225;226.47216
"aug";"str";"crazy";"Sa23";1719.5;111.99158;68.31610025
"dec";"str";"crazy";"Sa23";1784;-58.268625;-42.016984
"feb";"str";"crazy";"Sa23";1774.75;36.28852325;364.637025
"jan";"str";"crazy";"Sa23";1781.5;45.69518475;427.831285
"jul";"str";"crazy";"Sa23";1853.25;-111.0459175;158.84461
"jun";"str";"crazy";"Sa23";1870.75;-64.356953;250.207615
"mar";"str";"crazy";"Sa23";1756.75;43.3550475;323.6265025
"may";"str";"crazy";"Sa23";1813.25;-109.5580335;276.7729675
"nov";"str";"crazy";"Sa23";1730.75;-103.23787625;-55.51651225
"oct";"str";"crazy";"Sa23";1622.25;314.67315;-7.50590525
"sep";"str";"crazy";"Sa23";1615;364.8319825;159.697755
"apr";"tr";"crazy";"Sa23";1781.5;38.20667725;229.0949575
"aug";"tr";"crazy";"Sa23";1759;105.45302625;49.0173695
"dec";"tr";"crazy";"Sa23";1766.25;-64.588351;-37.8098665
"feb";"tr";"crazy";"Sa23";1809.25;30.04348725;350.55872
"jan";"tr";"crazy";"Sa23";1797.75;8.43587625;375.3313975
"jul";"tr";"crazy";"Sa23";1836;-128.474675;171.183205
"jun";"tr";"crazy";"Sa23";1860.75;-75.2406425;237.51216
"mar";"tr";"crazy";"Sa23";1761.25;38.25530875;299.70999
"may";"tr";"crazy";"Sa23";1777;-88.296456;265.0178975
"nov";"tr";"crazy";"Sa23";1717;-85.09015;-34.2644735
"oct";"tr";"crazy";"Sa23";1692.25;268.54686;-29.2316175
"sep";"tr";"crazy";"Sa23";1661.25;301.690305;132.4763785
"apr";"hd";"month";"Sa23";1768.5;49.17115225;90.00922975
"aug";"hd";"month";"Sa23";2106.25;348.1053175;30.7437195
"dec";"hd";"month";"Sa23";2118.5;430.9026175;393.40968
"feb";"hd";"month";"Sa23";1812.75;97.40965475;293.46319375
"jan";"hd";"month";"Sa23";1817;130.27912;379.9783025
"jul";"hd";"month";"Sa23";1967;209.168935;-60.47250875
"jun";"hd";"month";"Sa23";1894;115.34248;-33.74217925
"mar";"hd";"month";"Sa23";1783.75;34.663476375;138.5503725
"may";"hd";"month";"Sa23";1833.75;39.954187;1.65932625
"nov";"hd";"month";"Sa23";2170.5;443.955875;346.8670175
"oct";"hd";"month";"Sa23";2208.5;440.323155;218.6193675
"sep";"hd";"month";"Sa23";2191.25;419.62387;161.621545
"apr";"str";"month";"Sa23";1868.5;-253.0322975;61.190534
"aug";"str";"month";"Sa23";1890.33333333333;157.680083333333;-26.279855
"dec";"str";"month";"Sa23";1833.75;146.136605;409.061815
"feb";"str";"month";"Sa23";1821.25;-238.0218825;350.1484325
"jan";"str";"month";"Sa23";1817;-156.2439825;417.2471825
"jul";"str";"month";"Sa23";1863;-15.52882075;-34.84148825
"jun";"str";"month";"Sa23";1894.25;-117.6869435;-48.39094925
"mar";"str";"month";"Sa23";1816.75;-309.55646;145.18833
"may";"str";"month";"Sa23";1860.5;-245.7057525;-50.553964
"nov";"str";"month";"Sa23";1863.5;295.81382;406.0517425
"oct";"str";"month";"Sa23";1859.66666666667;335.851643333333;289.407933333333
"sep";"str";"month";"Sa23";1880.33333333333;333.17721;183.798936666667
"apr";"tr";"month";"Sa23";1780.25;-176.2486575;89.95106325
"aug";"tr";"month";"Sa23";1870.75;242.09002;47.07360725
"dec";"tr";"month";"Sa23";1836.25;143.572;395.3343375
"feb";"tr";"month";"Sa23";1792;-170.3266;290.4062425
"jan";"tr";"month";"Sa23";1791.75;-149.326836;376.032585
"jul";"tr";"month";"Sa23";1888.75;172.0289875;-9.63376175
"jun";"tr";"month";"Sa23";1829.25;60.11300975;-5.39368125
"mar";"tr";"month";"Sa23";1764.25;-183.6620225;143.5801925
"may";"tr";"month";"Sa23";1779.75;-110.57876825;-3.369598
"nov";"tr";"month";"Sa23";1868.5;223.2641525;397.37622
"oct";"tr";"month";"Sa23";1841;305.3381575;276.5207375
"sep";"tr";"month";"Sa23";1843.25;326.740385;185.5007
"apr";"hd";"crazy";"Sa24";1780;41.2185045;148.04734
"aug";"hd";"crazy";"Sa24";1755.75;59.352313;87.4103105
"dec";"hd";"crazy";"Sa24";1880;-23.32950475;-27.63559725
"feb";"hd";"crazy";"Sa24";1807.75;17.7157425;389.1848175
"jan";"hd";"crazy";"Sa24";1784.25;-79.786803;386.02277
"jul";"hd";"crazy";"Sa24";1882.25;-96.42709075;159.433775
"jun";"hd";"crazy";"Sa24";1902.75;-68.75721975;216.415125
"mar";"hd";"crazy";"Sa24";1821.5;-31.2174194;247.7736825
"may";"hd";"crazy";"Sa24";1812.5;-100.7739665;260.061465
"nov";"hd";"crazy";"Sa24";1812.25;-129.283105;-14.35663225
"oct";"hd";"crazy";"Sa24";1607.25;181.5290185;-11.92746435
"sep";"hd";"crazy";"Sa24";1588;188.375366;44.469054575
"apr";"str";"crazy";"Sa24";1750.5;7.597514;177.390925
"aug";"str";"crazy";"Sa24";1762.75;33.25545725;114.31648
"dec";"str";"crazy";"Sa24";1900;-56.23802075;-58.767967675
"feb";"str";"crazy";"Sa24";1831.75;-41.5375835;313.91766
"jan";"str";"crazy";"Sa24";1812;-42.755859375;366.3979775
"jul";"str";"crazy";"Sa24";1890.75;-100.5482175;141.31558
"jun";"str";"crazy";"Sa24";1919.25;-68.82668175;218.5260275
"mar";"str";"crazy";"Sa24";1864;-75.93355625;194.076365
"may";"str";"crazy";"Sa24";1876.5;-138.859511;201.697735
"nov";"str";"crazy";"Sa24";1853.5;-148.0230375;-52.47775255
"oct";"str";"crazy";"Sa24";1585;112.08060375;-1.14796625
"sep";"str";"crazy";"Sa24";1594.75;90.6318725;91.82144675
"apr";"tr";"crazy";"Sa24";1858;163.906155;175.0303525
"aug";"tr";"crazy";"Sa24";1838.5;210.97463375;41.01829025
"dec";"tr";"crazy";"Sa24";1874.25;33.4937944;-40.72095675
"feb";"tr";"crazy";"Sa24";1833.25;124.5324825;369.32775
"jan";"tr";"crazy";"Sa24";1798;82.1686925;374.484355
"jul";"tr";"crazy";"Sa24";1822.75;13.02893675;165.9015675
"jun";"tr";"crazy";"Sa24";1867;-0.538366249999999;212.2023975
"mar";"tr";"crazy";"Sa24";1816.5;138.31421125;260.1951925
"may";"tr";"crazy";"Sa24";1774;-23.59737775;241.638025
"nov";"tr";"crazy";"Sa24";1766.25;-29.3687495;-49.112539
"oct";"tr";"crazy";"Sa24";1795;329.671875;-33.4213065
"sep";"tr";"crazy";"Sa24";1791;316.2730875;63.1864075
"apr";"hd";"month";"Sa24";1826.75;45.68910075;175.4349925
"aug";"hd";"month";"Sa24";2019.25;-303.2671275;-33.8893445
"dec";"hd";"month";"Sa24";2248.25;-167.94998;129.5600725
"feb";"hd";"month";"Sa24";2066.5;66.3919435;220.556635
"jan";"hd";"month";"Sa24";2201.75;-89.617187;178.540155
"jul";"hd";"month";"Sa24";1943.75;-315.320045;-42.418996125
"jun";"hd";"month";"Sa24";1886.25;-291.2754475;-32.9771675
"mar";"hd";"month";"Sa24";1866.25;107.2839115;184.8789875
"may";"hd";"month";"Sa24";1790.5;-12.35204375;96.45703
"nov";"hd";"month";"Sa24";2237.75;-239.58965;100.876411
"oct";"hd";"month";"Sa24";2241.25;-290.0068025;46.96334375
"sep";"hd";"month";"Sa24";2219;-313.2477725;-0.988203400000001
"apr";"str";"month";"Sa24";1836.5;-92.26997125;128.5997125
